 !NB. This file contains data that is averaged or summed over daily periods.!
Time (days),mod_ET(mm/d),mod_LE(MJ/m2/d),mod_ET(MJ.m-2.d-1),mod_SoilE(mm/d),mod_can_evap(mm/d),weighted_SWP(MPa),plant_resistance_layer1,canopy_soil_resistance_layer1,LSC(mmol/m2/s/Mpa),sapflow(mm/d),mean-LAI
001,-.3776280,-.9947233,.2381318,.0527565,-.5249661,-.0427471,4.7037387,1.0921378,.3697136,.1858843,2.8000560
002,-.1735640,-.4862901,.4092209,.0769987,-.4140479,-.0418423,4.7038328,1.0921378,.3697150,.3271678,2.8000000
003,-.3670615,-1.0165187,.1343310,.0740715,-.4922381,-.0411470,4.7038328,1.0921371,.3697150,.1034075,2.8000000
004,-.2156484,-.5693184,.3630221,.1190484,-.4771162,-.0416451,4.7038328,1.0921371,.3697150,.2858811,2.8000000
005,.4576114,1.1354030,.7510731,.1546732,-.0000000,-.0418508,4.7038328,1.0921372,.3697150,.5803460,2.8000000
006,.6621062,1.6403240,.9870464,.2639322,-.0000000,-.0419963,4.7038328,1.0921372,.3697150,.8103296,2.8000000
007,.0091661,-.0576196,.1825900,.0477373,-.1114384,-.0401028,4.7038328,1.0921373,.3697150,.1513246,2.8000000
008,-.4751757,-1.2828083,.0857903,.0310493,-.5386025,-.0400984,4.7038328,1.0921371,.3697150,.0642094,2.8000000
009,-.2237406,-.5581870,.3864834,.1058106,-.4848373,-.0416653,4.7038328,1.0921371,.3697150,.3044211,2.8000000
010,-.4467195,-1.1116704,.2287230,.0735206,-.6121465,-.0417140,4.7038328,1.0921371,.3697150,.1840441,2.8000000
011,-.5534993,-1.5616784,.0064218,.0160038,-.5719802,-.0400886,4.7038328,1.0921371,.3697150,.0092486,2.8000000
012,-.2942317,-.8188241,.0782673,.0242561,-.3475534,-.0419843,4.7038328,1.0921371,.3697150,.0580802,2.8000000
013,.0653690,.1628819,.1271138,.0143448,.0000000,-.0422025,4.7038328,1.0921372,.3697150,.1023217,2.8000000
014,-.0074695,-.0218986,.0246050,.0165755,-.0328154,-.0400927,4.7038328,1.0921373,.3697150,.0193472,2.8000000
015,.1032876,.2928204,.1672641,.0600239,-.0133280,-.0400940,4.7038328,1.0921374,.3697150,.1237455,2.8000000
016,-.3521408,-.9414393,.2038821,.0450919,-.4771683,-.0429461,4.7038328,1.0921374,.3697150,.1594064,2.8000000
017,-.5039651,-1.3325351,.1144624,.0205960,-.5695920,-.0400958,4.7038328,1.0921374,.3697150,.0965531,2.8000000
018,-.3403963,-.9737810,.1847869,.0339283,-.4407936,-.0401010,4.7038328,1.0921375,.3697150,.1468575,2.8000000
019,-.2683694,-.7768845,.2218351,.0442021,-.3946079,-.0401046,4.7038328,1.0921375,.3697150,.1741876,2.8000000
020,-.3995808,-1.1403453,.0977248,.0248516,-.4607884,-.0400998,4.7038328,1.0921375,.3697150,.0770617,2.8000000
021,-.3321393,-.9416148,.1795442,.0384209,-.4327651,-.0401017,4.7038328,1.0921375,.3697150,.1452349,2.8000000
022,-.0245199,-.1030523,.4984165,.1135015,-.3317452,-.0419493,4.7038328,1.0921376,.3697150,.3683466,2.8000000
023,.1459383,.3605558,1.0776481,.1847201,-.4730391,-.0431225,4.7038328,1.0921376,.3697150,.8700629,2.8000000
024,-.1557078,-.4442601,.5477993,.0970039,-.4706140,-.0420153,4.7038328,1.0921375,.3697150,.4479494,2.8000000
025,-.1135806,-.3821972,.4815136,.0842941,-.3850274,-.0401034,4.7038328,1.0921375,.3697150,.3845054,2.8000000
026,-.2178890,-.6177152,.2574085,.0540679,-.3615973,-.0401004,4.7038328,1.0921374,.3697150,.2064920,2.8000000
027,-.2657110,-.7532907,.1925124,.0427278,-.3757555,-.0400997,4.7038328,1.0921375,.3697150,.1502226,2.8000000
028,-.4636297,-1.2711009,.0219453,.0104412,-.4822241,-.0401041,4.7038328,1.0921377,.3697150,.0196113,2.8000000
029,-.4059579,-1.1013958,.1372702,.0379872,-.4979180,-.0428049,4.7038328,1.0921378,.3697150,.0935658,2.8000000
030,-.3243137,-.8771066,.2052893,.0390761,-.4448749,-.0401102,4.7038328,1.0921380,.3697150,.1738112,2.8000000
031,-.3242044,-.8487179,.2443221,.0522386,-.4690091,-.0438453,4.7038328,1.0921383,.3697149,.1941131,2.8000000
032,-.1852468,-.5053256,.5200007,.0585183,-.4518545,-.0472008,4.7038328,1.0921391,.3697149,.4156445,2.8000000
033,-.5649754,-1.4116890,.1158328,.0101954,-.6215787,-.0505024,4.7038328,1.0921408,.3697148,.0919362,2.8000000
034,-.1741651,-.4346615,.4279918,.0472535,-.3933449,-.0475717,4.7038328,1.0921394,.3697149,.3274543,2.8000000
035,-.3241979,-.8903709,.1211732,.0280513,-.3958329,-.0401543,4.7038328,1.0921388,.3697149,.1052586,2.8000000
036,-.1088588,-.3272724,.4092045,.0730467,-.3342353,-.0401647,4.7038328,1.0921385,.3697149,.3191704,2.8000000
037,.0181434,.0149997,.5980202,.1035993,-.3193666,-.0418979,4.7038328,1.0921383,.3697150,.4703209,2.8000000
038,.2121133,.5239597,1.1216777,.1923469,-.4325936,-.0435186,4.7038328,1.0921381,.3697150,.8807319,2.8000000
039,.3084218,.7615123,1.2145642,.2111292,-.3928018,-.0433360,4.7038328,1.0921381,.3697150,.9969381,2.8000000
040,-.1528796,-.4000710,.3517339,.0749368,-.3604204,-.0401488,4.7038328,1.0921380,.3697150,.2764554,2.8000000
041,-.0514904,-.1459753,.3224187,.0864610,-.2494285,-.0401407,4.7038328,1.0921379,.3697150,.2589595,2.8000000
042,-.1083221,-.3203911,.3637880,.0939345,-.3294527,-.0401405,4.7038328,1.0921378,.3697150,.2854021,2.8000000
043,-.0733191,-.2243321,.6986499,.1123434,-.4642670,-.0423752,4.7038328,1.0921375,.3697150,.5509526,2.8000000
044,-.0126971,-.0362830,.6342256,.1250934,-.3898800,-.0401164,4.7038328,1.0921374,.3697150,.5062130,2.8000000
045,-.1607360,-.4556867,.1899469,.0702025,-.2975228,-.0401134,4.7038328,1.0921374,.3697150,.1611174,2.8000000
046,-.0857188,-.2430127,.1770825,.0912760,-.2390152,-.0401180,4.7038328,1.0921373,.3697150,.1333924,2.8000000
047,.0401587,.1138499,.2629083,.1255362,-.1781141,-.0401110,4.7038328,1.0921371,.3697150,.2107648,2.8000000
048,-.0510543,-.1447389,.0485875,.0493238,-.1175165,-.0400999,4.7038328,1.0921370,.3697150,.0379978,2.8000000
049,.0641606,.1818953,.1406402,.0869967,-.0724447,-.0401021,4.7038328,1.0921369,.3697150,.1059828,2.8000000
050,.1649667,.4676805,.3507249,.1628188,-.1179355,-.0400972,4.7038328,1.0921369,.3697150,.2704662,2.8000000
051,.2705089,.7071791,.6261588,.1925327,-.1540210,-.0400965,4.7038328,1.0921369,.3697150,.5013587,2.8000000
052,-.0840254,-.2937674,.4190070,.0911198,-.3380972,-.0400962,4.7038328,1.0921369,.3697150,.3350403,2.8000000
053,-.0551843,-.1680980,.4535660,.0990764,-.3315135,-.0400955,4.7038328,1.0921369,.3697150,.3606623,2.8000000
054,-.0681702,-.1719728,.5456970,.1065053,-.3939236,-.0400949,4.7038328,1.0921369,.3697150,.4345016,2.8000000
055,-.0815050,-.2749449,.3841823,.1077379,-.3338403,-.0400944,4.7038328,1.0921369,.3697150,.3043784,2.8000000
056,-.0043631,-.0550314,.5273665,.1324730,-.3377953,-.0400936,4.7038328,1.0921369,.3697150,.4166765,2.8000000
057,.0443912,.0891231,.7857556,.1822533,-.4550824,-.0414694,4.7038328,1.0921369,.3697150,.6246507,2.8000000
058,-.1509085,-.3763390,.1307526,-.0071126,-.1962871,-.0415472,4.7038328,1.0921369,.3697150,.1134373,2.8000000
059,-.3068181,-.7857256,.1589473,.0385339,-.4060884,-.0400968,4.7038328,1.0921369,.3697150,.1191163,2.8000000
060,.2368989,.5723373,.7748913,.1799508,-.2520951,-.0416324,4.7038328,1.0921369,.3697150,.6051150,2.8000000
061,.2473755,.6087897,.7269972,.1787467,-.2150444,-.0400958,4.6954479,1.0921369,.3695907,.5829842,2.8050001
062,-.0156172,-.0993224,.4753272,.1380822,-.3341700,-.0400950,4.6870930,1.0921367,.3694664,.3855988,2.8100001
063,.3186979,.7770298,.6627812,.2772544,-.2193482,-.0400723,4.6787678,1.0921365,.3693422,.5186538,2.8150001
064,.5282869,1.3172569,.7473700,.4107567,-.1870853,-.0410043,4.6704721,1.0921362,.3692181,.5950173,2.8200001
065,.0201547,.0060252,.5068654,.2274247,-.4094495,-.0400496,4.6622057,1.0921362,.3690941,.4115396,2.8250001
066,-.0077956,-.0953796,.4023208,.1717229,-.3349193,-.0400507,4.6539686,1.0921362,.3689702,.3202936,2.8300001
067,-.3031715,-.8625718,.1521149,.0734280,-.4336955,-.0400536,4.6457606,1.0921363,.3688463,.1244482,2.8350001
068,-.2088996,-.5922304,.0868721,.0639316,-.3034739,-.0400565,4.6375814,1.0921363,.3687225,.0671528,2.8400001
069,-.0187537,-.0531666,.2474685,.1441427,-.2429912,-.0400587,4.6294310,1.0921364,.3685988,.1966849,2.8450001
070,-.1878465,-.5325448,.0618531,.0871994,-.2928749,-.0400619,4.6213092,1.0921365,.3684752,.0502198,2.8500001
071,-.0789103,-.2237106,.2581004,.1188516,-.2821170,-.0400649,4.6132158,1.0921365,.3683517,.2004246,2.8550001
072,.0258130,.0306319,.4719471,.1407244,-.2864555,-.0400685,4.6051508,1.0921366,.3682282,.3738284,2.8600001
073,-.0334110,-.1229830,.4404260,.1172678,-.3086234,-.0400719,4.5971139,1.0921367,.3681049,.3522551,2.8650001
074,-.0125344,-.0776067,.5167264,.1209179,-.3363518,-.0400753,4.5891050,1.0921367,.3679816,.4063309,2.8700001
075,.0940550,.1942068,.4023456,.0921765,-.1587778,-.0400795,4.5811239,1.0921368,.3678584,.3177165,2.8750001
076,.3241085,.7971809,.4394669,.0963592,.0568144,-.0400841,4.5731706,1.0921369,.3677353,.3573678,2.8800001
077,.0927378,.2007433,.5101324,.1237596,-.2213211,-.0400881,4.5652448,1.0921369,.3676122,.3996461,2.8850001
078,-.0111751,-.0316814,.4396141,.1240993,-.2822354,-.0400930,4.5573465,1.0921370,.3674893,.3511837,2.8900001
079,.0597518,.0988424,.6680307,.1464087,-.3475299,-.0400936,4.5494754,1.0921370,.3673664,.5335272,2.8950001
080,-.0377201,-.1605509,.4118397,.0714781,-.2715103,-.0415249,4.5416315,1.0921371,.3672436,.3211977,2.9000001
081,.5343585,1.3286789,1.0888370,.1843906,-.0881717,-.0416059,4.5338145,1.0921371,.3671209,.8581216,2.9050001
082,1.0492169,2.6069691,1.3641863,.2742245,.2252980,-.0429164,4.5260245,1.0921372,.3669983,1.0753855,2.9100001
083,.1045381,.2468182,.9207182,.1438045,-.4091417,-.0417205,4.5182612,1.0921373,.3668757,.7631913,2.9150001
084,-.3802101,-1.0778956,.0194762,.0418347,-.4255745,-.0400976,4.5105244,1.0921372,.3667533,.0177212,2.9200001
085,.0388303,.0596734,.5796778,.1221406,-.3093143,-.0401029,4.5028141,1.0921373,.3666309,.4529227,2.9250001
086,.0828681,.1680673,.8066916,.1484501,-.3830688,-.0424662,4.4951301,1.0921373,.3665086,.6439660,2.9300001
087,-.1247884,-.3133630,.6685663,.1001072,-.4931970,-.0425259,4.4874723,1.0921373,.3663864,.5430899,2.9350001
088,.3907501,1.0011537,.5125084,.0779197,.1106413,-.0426632,4.4798406,1.0921374,.3662642,.4055206,2.9400001
089,.4768583,1.1859362,.8804266,.1537379,-.0304925,-.0428800,4.4722347,1.0921375,.3661422,.6982904,2.9450001
090,.5240199,1.2986050,.9669617,.1538270,-.0177969,-.0428839,4.4646547,1.0921376,.3660202,.7799753,2.9500001
091,.1234636,.2767834,.4484022,.0802182,-.1281892,-.0420216,4.4571003,1.0921376,.3658983,.3589738,2.9550001
092,-.0465953,-.1834020,.5056049,.0872565,-.3358819,-.0430399,4.4495714,1.0921376,.3657765,.4001775,2.9600001
093,.0899013,.2216287,.7504335,.1103391,-.3219687,-.0430440,4.4420679,1.0921377,.3656548,.5983932,2.9650001
094,-.0348438,-.1213793,.5570122,.0998130,-.3571736,-.0430573,4.4345897,1.0921377,.3655331,.4534810,2.9700001
095,.2044809,.5087109,.2294670,.0403108,.0721925,-.0432128,4.4271366,1.0921378,.3654116,.1784992,2.9750001
096,.3776699,.9192135,.8673698,.1268489,-.0950398,-.0434774,4.4197085,1.0921380,.3652901,.6853130,2.9800001
097,.6139612,1.5269382,.7996543,.1123953,.1801508,-.0428681,4.4123053,1.0921378,.3651687,.6498957,2.9850001
098,.0262259,.0642261,.5463891,.0680656,-.2608994,-.0433105,4.4049268,1.0921379,.3650473,.4341175,2.9900001
099,-.0862721,-.2267036,.4212048,.0693213,-.3238540,-.0429604,4.3975730,1.0921378,.3649261,.3413568,2.9950001
100,.2163007,.5409596,.7864131,.1180162,-.2163563,-.0429966,4.3902438,1.0921379,.3648049,.6237879,3.0000001
101,.0890679,.2188086,.8208468,.1079990,-.3487900,-.0431587,4.3829389,1.0921379,.3646839,.6560015,3.0050001
102,.7858681,1.9489056,1.2899816,.1797970,.0863880,-.0432326,4.3756582,1.0921379,.3645629,1.0340550,3.0100001
103,.0376072,.0908261,.9445269,.1118242,-.4544691,-.0434104,4.3684017,1.0921381,.3644419,.7563135,3.0150001
104,.2949964,.6862923,.7369023,.0976917,-.0980499,-.0423838,4.3611693,1.0921381,.3643211,.5972277,3.0200001
105,-.2051094,-.6004751,.1323137,.0392331,-.2943836,-.0401525,4.3539608,1.0921383,.3642003,.1039097,3.0250001
106,.3444630,.8453180,.5892869,.1197129,.0040645,-.0426494,4.3467760,1.0921383,.3640796,.4669545,3.0300001
107,.3322201,.8546139,.5144958,.0753976,.0593622,-.0426497,4.3396149,1.0921384,.3639590,.4116595,3.0350001
108,.5711413,1.3829741,1.4925515,.2288968,-.2537852,-.0440899,4.3324774,1.0921385,.3638385,1.1742688,3.0400001
109,1.1000010,2.7205985,2.1416494,.2904428,-.0555156,-.0442028,4.3253633,1.0921385,.3637181,1.7199846,3.0450001
110,1.1768515,2.9070832,2.1864396,.2839126,.0087643,-.0439854,4.3182725,1.0921384,.3635977,1.7778011,3.0500001
111,.0490642,.1051862,.7790593,.1181478,-.3787442,-.0432762,4.3112050,1.0921383,.3634774,.6229954,3.0550001
112,.4587886,1.1270612,1.0879650,.1892837,-.1596799,-.0435950,4.3041605,1.0921384,.3633572,.8519543,3.0600001
113,.7286677,1.8104516,1.5605304,.2346287,-.1336569,-.0439876,4.2971391,1.0921386,.3632371,1.2401664,3.0650001
114,.7121668,1.7707698,1.6624478,.2605265,-.2162836,-.0445535,4.2901405,1.0921389,.3631170,1.3264974,3.0700001
115,.8897749,2.2029457,2.2272975,.3051708,-.3135001,-.0449327,4.2831646,1.0921390,.3629971,1.7940961,3.0750001
116,.9189804,2.2721351,2.2735658,.2556833,-.2549615,-.0453525,4.2762115,1.0921392,.3628772,1.8307509,3.0800001
117,.8159931,2.0109477,2.3566752,.2801408,-.4179919,-.0459523,4.2692808,1.0921396,.3627573,1.8845242,3.0850001
118,.9027675,2.2159726,2.8410242,.3393655,-.5903045,-.0471720,4.2623726,1.0921400,.3626376,2.2982741,3.0900001
119,.5616955,1.3830333,2.0251207,.1774996,-.4358840,-.0477919,4.2554867,1.0921404,.3625179,1.6589687,3.0950001
120,.7627604,1.8727197,1.9675114,.2407864,-.2676720,-.0489226,4.2486230,1.0921410,.3623983,1.5703189,3.1000001
121,.7197507,1.7850316,1.7152846,.3396981,-.3093484,-.0424616,4.2349617,1.0921372,.3621597,1.3774609,3.1100002
122,.8366083,2.0636013,1.6050195,.3447391,-.1440297,-.0425982,4.2213881,1.0921373,.3619211,1.2743398,3.1200002
123,1.0288225,2.5535685,2.0172721,.3555440,-.1386899,-.0427431,4.2079012,1.0921375,.3616828,1.6092513,3.1300002
124,1.1458745,2.8383685,2.3929555,.3972800,-.2165609,-.0430517,4.1945003,1.0921376,.3614448,1.9036775,3.1400002
125,1.3961825,3.4425447,3.0356813,.4313788,-.2647724,-.0434975,4.1811844,1.0921378,.3612072,2.4744300,3.1500002
126,.6452950,1.5977981,1.7646636,.2143000,-.2803112,-.0440109,4.1679528,1.0921381,.3609698,1.4249494,3.1600002
127,-.2469656,-.6160244,.3712273,.0606791,-.4567417,-.0440123,4.1548047,1.0921381,.3607328,.3028796,3.1700002
128,.3083533,.7625945,1.1223058,.1475049,-.2892286,-.0444637,4.1417393,1.0921383,.3604961,.8909723,3.1800002
129,.8303374,2.0254896,1.9200517,.2817232,-.2195426,-.0449647,4.1287558,1.0921386,.3602597,1.5121988,3.1900002
130,1.4443591,3.5616115,3.1274060,.4064714,-.2283922,-.0458788,4.1158534,1.0921390,.3600235,2.5046269,3.2000002
131,.8158989,2.0147690,2.3573283,.2402363,-.3772635,-.0468900,4.1030314,1.0921395,.3597877,1.9338409,3.2100002
132,.7567297,1.8716185,2.0575049,.1991178,-.2724799,-.0481691,4.0902891,1.0921400,.3595522,1.6419667,3.2200002
133,1.1816710,2.9183944,2.6702595,.2933914,-.1912522,-.0493872,4.0776257,1.0921406,.3593170,2.1194140,3.2300002
134,1.6762389,4.1225463,3.7073552,.4084550,-.2378373,-.0519687,4.0650404,1.0921419,.3590821,2.9711695,3.2400002
135,1.6520438,4.0556963,3.8679831,.3791639,-.3019708,-.0563318,4.0525326,1.0921447,.3588473,3.1079571,3.2500002
136,2.1139933,5.1709242,4.1143673,.4434009,-.0098895,-.0618285,4.0401015,1.0921488,.3586128,3.3305470,3.2600002
137,2.2602378,5.5349866,3.8241241,.3975173,.3014374,-.0685608,4.0277465,1.0921555,.3583784,3.1182734,3.2700002
138,1.9606971,4.7994284,3.6646170,.3223497,.1428341,-.0802169,4.0154667,1.0921735,.3581435,3.0017082,3.2800002
139,2.2297842,5.4891518,2.5470279,.1492779,1.0462693,-.0794349,4.0032617,1.0921696,.3579105,2.0969604,3.2900002
140,1.4276497,3.5308992,2.2368819,.2804442,.2429748,-.0476487,3.9911306,1.0921412,.3576794,1.7811889,3.3000002
141,2.1341452,5.2822344,2.1879644,.2195705,1.0309182,-.0490682,3.9790728,1.0921418,.3574467,1.7581901,3.3100002
142,1.0316175,2.5543982,1.8264543,.1773320,.1169314,-.0496740,3.9670876,1.0921421,.3572142,1.4663928,3.3200002
143,.9750686,2.4124815,1.9701043,.1573173,.0217306,-.0523101,3.9551744,1.0921433,.3569820,1.5837590,3.3300002
144,1.0097454,2.5052020,1.5942745,.1248490,.2426594,-.0551051,3.9433326,1.0921447,.3567501,1.2797562,3.3400002
145,1.1631328,2.8917707,1.4192055,.1092037,.4836428,-.0571099,3.9315615,1.0921459,.3565185,1.1362752,3.3500002
146,.6291004,1.5659733,1.1276817,.0840356,.0924801,-.0593329,3.9198604,1.0921473,.3562872,.9008113,3.3600002
147,.6137157,1.5285537,1.2276861,.0864408,.0346763,-.0613849,3.9082288,1.0921487,.3560562,.9775035,3.3700002
148,.5796491,1.4417196,1.3689488,.0838712,-.0543110,-.0642806,3.8966660,1.0921511,.3558254,1.0890212,3.3800002
149,.8942435,2.2146821,2.0830170,.1287101,-.0753260,-.0720998,3.8851714,1.0921584,.3555946,1.6612022,3.3900002
150,1.2456235,3.0732736,2.6737353,.1575685,.0043858,-.0831797,3.8737444,1.0921731,.3553635,2.1364049,3.4000002
151,1.3100746,3.2260158,2.7943326,.1537704,.0217750,-.0974547,3.8623844,1.0922024,.3551317,2.2596915,3.4100002
152,.6070005,1.4984770,1.1673189,.0538231,.0804981,-.1001285,3.8510909,1.0922094,.3549017,.9535557,3.4200002
153,.9070434,2.2407757,.8883669,.1000583,.4478905,-.0447176,3.8398632,1.0921416,.3546775,.7372141,3.4300002
154,.5769384,1.4212306,2.1411541,.1903789,-.4804203,-.0479418,3.8287009,1.0921428,.3544486,1.7208190,3.4400002
155,.3723043,.9197745,1.4760172,.1059285,-.3298967,-.0474539,3.8287011,1.0921426,.3544486,1.1982004,3.4400000
156,1.2028053,2.9556265,2.8110367,.2789360,-.2175792,-.0511240,3.8287011,1.0921443,.3544485,2.2527376,3.4400000
157,1.4422652,3.5488607,2.9470067,.2333003,.0124209,-.0583842,3.8287011,1.0921488,.3544481,2.3969628,3.4400000
158,1.3547645,3.3401550,2.7591415,.1616020,.0748272,-.0703944,3.8287011,1.0921593,.3544474,2.2276049,3.4400000
159,.9329890,2.3091176,2.0969784,.1100046,-.0235365,-.0840836,3.8287011,1.0921773,.3544461,1.6865542,3.4400000
160,.9515360,2.3524939,2.1369261,.1134679,-.0249892,-.0993111,3.8287011,1.0922084,.3544438,1.7212315,3.4400000
161,.9794610,2.4198048,2.0332652,.1144955,.0421955,-.1170308,3.8287011,1.0922686,.3544395,1.6080807,3.4400000
162,1.1946143,2.9482084,2.1904466,.0923203,.2148582,-.1221429,3.8287011,1.0923070,.3544367,1.7858476,3.4400000
163,.7878606,1.9429927,1.6832104,.0645231,.0415588,-.1206991,3.8287011,1.0923124,.3544363,1.3536642,3.4400000
164,.7927350,1.9590161,1.0840719,.0602417,.2946418,-.0726492,3.8287011,1.0921837,.3544456,.8958165,3.4400000
165,.3216923,.7952491,1.4984635,.0715685,-.3542712,-.0753753,3.8287011,1.0921847,.3544455,1.2045038,3.4400000
166,1.0667774,2.6396614,1.8915729,.1013246,.2006976,-.0866167,3.8287011,1.0922173,.3544432,1.4985076,3.4400000
167,.6790711,1.6725045,1.7985246,.0680666,-.1172137,-.1001797,3.8287011,1.0922665,.3544397,1.4587664,3.4400000
168,.9620737,2.3676857,2.9770275,.1723941,-.4165040,-.1227811,3.8287011,1.0923905,.3544307,2.3814680,3.4400000
169,1.0250713,2.5234083,3.1289891,.1416548,-.3845888,-.1502619,3.8287011,1.0927399,.3544056,2.5298639,3.4400000
170,.8399817,2.0701377,2.7127801,.1178458,-.3755610,-.1767560,3.8287011,1.0933545,.3543613,2.1786140,3.4400000
171,1.0198490,2.5102741,3.0024106,.1463423,-.3429534,-.2001680,3.8287011,1.0947039,.3542642,2.4174379,3.4400000
172,1.1630726,2.8625259,3.3358779,.1491561,-.3389011,-.2200928,3.8287011,1.0977985,.3540416,2.6778905,3.4400000
173,1.3777905,3.3830267,3.8887588,.1971351,-.4000757,-.2361252,3.8287011,1.1076088,.3533380,3.1241693,3.4400000
174,1.7666482,4.3364476,4.2031751,.2205877,-.1646770,-.2393132,3.8287011,1.1347643,.3514049,3.3619984,3.4400000
175,1.8500638,4.5337546,4.3228508,.2371083,-.1498715,-.2273817,3.8287011,1.1885597,.3476371,3.4843465,3.4400000
176,1.9595680,4.7945723,4.4625465,.2541277,-.1176497,-.1949308,3.8287011,1.2936300,.3405063,3.5940802,3.4400000
177,1.9892072,4.8572048,4.3567888,.2828333,-.0770770,-.1632173,3.8287011,1.4053590,.3332377,3.5036829,3.4400000
178,1.8100632,4.4157576,4.3258536,.2706802,-.2322347,-.1440978,3.8287011,1.4955759,.3275912,3.5881256,3.4400000
179,1.5862768,3.8783197,4.1779189,.2305822,-.3509217,-.1356863,3.8287011,1.5686744,.3231545,3.3757417,3.4400000
180,1.1385617,2.7986492,2.4525305,.1092529,.0312751,-.1515585,3.8287011,1.5444294,.3246126,2.0009214,3.4400000
181,1.5920390,3.9050143,2.4723289,.1229542,.4612535,-.1852015,3.8287011,1.4691084,.3292278,1.9840108,3.4400000
182,1.5705135,3.8446679,3.3111642,.1663100,.0519409,-.1727766,3.8287011,1.5560389,.3239128,2.6800446,3.4400000
183,1.5126671,3.7000950,3.2380360,.1573833,.0320636,-.1744418,3.8287011,1.6082024,.3208050,2.6337089,3.4400000
184,1.6333108,3.9999067,3.0733994,.1621340,.2163154,-.1939984,3.8287011,1.5903600,.3218613,2.4864004,3.4400000
185,1.6405941,4.0185211,3.3116279,.1538970,.1355414,-.1969814,3.8287011,1.6170558,.3202835,2.6909114,3.4400000
186,1.4059967,3.4535160,3.0569029,.1201302,.0426483,-.2008832,3.8287011,1.6433887,.3187422,2.4827877,3.4400000
187,1.0448014,2.5819954,2.3586103,.0817246,.0094684,-.2014589,3.8287011,1.6638665,.3175539,1.9037856,3.4400000
188,1.2444926,3.0607116,2.9570684,.1300504,-.0877694,-.2081320,3.8287011,1.6881113,.3161583,2.3564376,3.4400000
189,1.3971740,3.4245204,3.1854241,.1392122,-.0422034,-.2184584,3.8287011,1.7030561,.3153042,2.5606275,3.4400000
190,1.4828919,3.6275114,3.1638284,.1314518,.0587215,-.2243605,3.8287011,1.7356087,.3134595,2.5785272,3.4400000
191,1.3583046,3.3367183,3.0455861,.1189547,-.0003297,-.2279126,3.8287011,1.7584836,.3121762,2.4625817,3.4400000
192,1.3374679,3.2817370,2.9769573,.1118609,.0134235,-.2336839,3.8287011,1.7756252,.3112214,2.4162231,3.4400000
193,1.1343677,2.7975121,2.5791220,.0774913,.0116602,-.2344122,3.8287011,1.8029208,.3097129,2.0757745,3.4400000
194,1.2582466,3.0928828,2.9177913,.1088058,-.0375905,-.2382914,3.8287011,1.8328208,.3080772,2.3372080,3.4400000
195,1.3883877,3.4031844,3.0995036,.1215900,.0028681,-.2432032,3.8287011,1.8626165,.3064644,2.5009780,3.4400000
196,1.3598668,3.3326089,3.0039450,.1297604,.0049118,-.2447736,3.8287011,1.9014013,.3043900,2.4273350,3.4400000
197,1.2989916,3.1802383,2.8460508,.1426121,-.0056172,-.2458489,3.8287011,1.9451078,.3020859,2.3013981,3.4400000
198,1.3518177,3.3152927,2.9446439,.1195656,.0323379,-.2467663,3.8287011,1.9924501,.2996291,2.3870558,3.4400000
199,1.3210536,3.2456527,2.8422631,.1244632,.0400825,-.2498056,3.8287011,1.9958498,.2994542,2.2924978,3.4400000
200,1.1595910,2.8438899,2.7511779,.1350670,-.0969409,-.2473116,3.8287011,2.0490222,.2967452,2.2092546,3.4400000
201,1.3585085,3.3277815,2.9156768,.1390825,.0285014,-.2465691,3.8287011,2.1117716,.2936106,2.3250715,3.4400000
202,1.1812382,2.8834843,2.7638272,.1580553,-.1099180,-.2509715,3.8287011,2.1142989,.2934858,2.2113793,3.4400000
203,1.2588090,3.0695599,2.5986348,.1458302,.0471351,-.2460599,3.8287011,2.1811407,.2902216,2.0924924,3.4400000
204,1.2751025,3.1048757,2.4079106,.1907855,.0960189,-.2474012,3.8287011,2.1816880,.2901952,1.9716036,3.4400000
205,1.3927575,3.3971614,2.6993284,.1714999,.1155186,-.2517071,3.8287011,2.1851690,.2900272,2.1983294,3.4400000
206,1.2349562,3.0177152,2.7454351,.1674956,-.0546266,-.2472276,3.8287011,2.2576649,.2865727,2.2248990,3.4400000
207,1.2272842,2.9993004,2.6177057,.1713340,-.0147752,-.2415795,3.8287011,2.3329501,.2830712,2.0983032,3.4400000
208,1.3035995,3.1828828,2.6432282,.1400857,.0819075,-.2475058,3.8287011,2.3399329,.2827508,2.1614698,3.4400000
209,1.3656228,3.3534812,2.7387635,.0989737,.1512876,-.2474492,3.8287011,2.3403367,.2827323,2.2202890,3.4400000
210,1.0336390,2.5492379,2.4141276,.0690970,-.0141399,-.2379755,3.8287011,2.4113724,.2795137,1.9519763,3.4400000
211,.7812216,1.9334344,2.0742474,.0612402,-.1179446,-.2431898,3.8287011,2.4196402,.2791439,1.6632067,3.4400000
212,1.0585248,2.6136341,2.2870599,.0880474,.0444753,-.2339780,3.8287011,2.4895200,.2760565,1.8186564,3.4400000
213,1.0218798,2.5161217,2.4510942,.0891010,-.0616917,-.2394775,3.8287011,2.4995452,.2756192,1.9642112,3.4400000
214,1.0407367,2.5615217,2.5040123,.1042888,-.0807920,-.2451081,3.8287011,2.5112051,.2751123,1.9888132,3.4400000
215,1.1763315,2.8904635,2.5751296,.1076279,.0203545,-.2351770,3.8287011,2.5772989,.2722738,2.0628224,3.4400000
