 !NB. This file contains data that is averaged or summed over daily periods.!
Time (days),mod_ET(mm/d),mod_LE(MJ/m2/d),mod_ET(MJ.m-2.d-1),mod_SoilE(mm/d),mod_can_evap(mm/d),weighted_SWP(MPa),plant_resistance_layer1,canopy_soil_resistance_layer1,LSC(mmol/m2/s/Mpa),sapflow(mm/d),mean-LAI
858,1.8359139,4.5289453,2.3434265,.8771426,.0099032,-.0402708,.2315529,2.1842716,.7859569,1.9101239,3.1600002
859,1.0890989,2.6988344,1.2804229,.5401299,.0332268,-.0402994,.2308225,2.1842716,.7837145,1.0455920,3.1700002
860,.9470826,2.3537429,.9926099,.5393660,.0098399,-.0403285,.2300966,2.1842717,.7814849,.8040716,3.1800002
861,.7607841,1.8535984,.8895270,.5307758,-.1180460,-.0403496,.2293753,2.1842718,.7792679,.7186816,3.1900002
862,1.0479232,2.5910256,1.3559051,.7558354,-.2451901,-.0403720,.2286585,2.1842719,.7770634,1.0725164,3.2000002
863,1.2289517,3.0411014,1.5397794,.6048011,.0024374,-.0404117,.2279462,2.1842719,.7748714,1.2691726,3.2100002
864,.6623330,1.6507034,.6142148,.3917635,.0253684,-.0404347,.2272383,2.1842720,.7726917,.4920596,3.2200002
865,1.0194385,2.5112713,1.3464434,.6951379,-.2111725,-.0404812,.2265348,2.1842721,.7705242,1.0591910,3.2300002
866,.6919935,1.7171249,.8630811,.3717849,-.0273470,-.0405245,.2258356,2.1842722,.7683688,.7268905,3.2400002
867,1.1614460,2.8673861,1.6329290,.5008228,-.0010000,-.0405807,.2251407,2.1842723,.7662255,1.2798032,3.2500002
868,2.5572212,6.2849527,2.8194600,1.2016735,.2082135,-.0406700,.2244501,2.1842725,.7640941,2.2507365,3.2600002
869,3.0265893,7.4130150,3.4947251,1.6374440,-.0384111,-.0408386,.2237637,2.1842727,.7619745,2.7862773,3.2700002
870,4.0460606,9.8862319,4.1289613,2.2007222,.1533736,-.0410720,.2230815,2.1842729,.7598666,3.3867024,3.2800002
871,3.5328314,8.6675630,4.0496491,1.9765820,-.0949997,-.0413691,.2224034,2.1842733,.7577703,3.3326744,3.2900002
872,3.1994893,7.8445619,3.9089300,1.6629791,-.0573447,-.0416880,.2217295,2.1842737,.7556855,3.2562043,3.3000002
873,.1851597,.4606699,.4690500,.2415269,-.2447427,-.0417459,.2210596,2.1842739,.7536122,.4221025,3.3100002
874,.0842076,.2079334,.4859594,.2139655,-.3243529,-.0418434,.2203938,2.1842740,.7515503,.3811174,3.3200002
875,.7921408,1.9697650,.9341951,.3583923,.0591026,-.0420475,.2197319,2.1842743,.7494996,.7512086,3.3300002
876,.0984536,.2449596,.0977015,.0467745,.0124887,-.0406716,.2190740,2.1842738,.7474603,.0879877,3.3400002
877,.6851549,1.6965314,.8244569,.2808520,.0717409,-.0408357,.2184201,2.1842737,.7454319,.6179688,3.3500002
878,.4664118,1.1572370,.3177730,.1556674,.1826917,-.0406965,.2177700,2.1842734,.7434146,.2646784,3.3600002
879,.9781260,2.4223770,.7900593,.2741766,.3853911,-.0405968,.2171238,2.1842732,.7414081,.6601905,3.3700002
880,.9377951,2.3221326,1.0133412,.2593285,.2695399,-.0403633,.2164814,2.1842730,.7394125,.7853445,3.3800002
881,.2653900,.6575134,.3961763,.0903793,.0154247,-.0402344,.2158429,2.1842724,.7374277,.2633856,3.3900002
882,.1994453,.4899180,.8928469,.3347188,-.4948676,-.0402773,.2152080,2.1842720,.7354534,.7162611,3.4000002
883,1.5558947,3.8414016,2.1897481,.7509026,-.0805374,-.0403445,.2145769,2.1842720,.7334896,1.7400137,3.4100002
884,1.3071868,3.2321873,1.3905989,.4219505,.3232662,-.0403837,.2139495,2.1842721,.7315362,1.1700023,3.4200002
885,1.4015800,3.4740550,1.4763569,.5923511,.2147278,-.0404484,.2133257,2.1842722,.7295931,1.1782429,3.4300002
886,1.3256600,3.2810201,1.7850091,.6753676,-.0694944,-.0405303,.2127056,2.1842723,.7276604,1.4415863,3.4400002
887,.3283876,.8142829,.6232905,.2455986,-.1677354,-.0404770,.2127056,2.1842724,.7276604,.5179372,3.4400000
888,.5409812,1.3419021,.9938113,.4691287,-.3268431,-.0405489,.2127056,2.1842724,.7276604,.7864433,3.4400000
889,.3165966,.7842604,.8890784,.3484408,-.3892381,-.0406130,.2127056,2.1842726,.7276604,.7249213,3.4400000
890,.0979078,.2427510,.5191411,.2493479,-.3592387,-.0406662,.2127056,2.1842727,.7276603,.4239316,3.4400000
891,.5253736,1.3021337,1.0403229,.4658442,-.3580840,-.0407605,.2127056,2.1842728,.7276603,.8200825,3.4400000
892,1.7040873,4.2033892,2.5242639,.9756281,-.2925405,-.0409050,.2127056,2.1842730,.7276602,2.0270732,3.4400000
893,.3681654,.9058071,.8998814,.3486186,-.3420479,-.0410259,.2127056,2.1842733,.7276601,.7559751,3.4400000
894,.0164315,.0155924,.3741003,.1933506,-.3240677,-.0410449,.2127056,2.1842733,.7276601,.3069912,3.4400000
895,.4020964,.9970798,.8606917,.3993971,-.3425835,-.0412011,.2127056,2.1842737,.7276600,.6767003,3.4400000
896,1.9005849,4.6766273,3.0351651,1.0633599,-.3934049,-.0413878,.2127056,2.1842739,.7276600,2.4247558,3.4400000
897,2.6933722,6.6260402,3.5510683,1.2115951,.0396103,-.0417645,.2127056,2.1842744,.7276598,2.8745034,3.4400000
898,2.5407795,6.2514581,3.6115974,1.0865874,-.0112081,-.0422409,.2127056,2.1842748,.7276597,2.9452070,3.4400000
899,2.5135307,6.1794010,3.9405617,.9866903,-.0735360,-.0429629,.2127056,2.1842755,.7276595,3.1485285,3.4400000
900,2.6619554,6.5437685,3.9526748,.8448324,.2105109,-.0438186,.2127056,2.1842764,.7276592,3.2963091,3.4400000
901,1.2892507,3.1829079,2.3461025,.3863204,-.0462887,-.0449245,.2127056,2.1842774,.7276589,1.9259595,3.4400000
902,1.5353742,3.7922745,2.6644834,.4019379,.0554032,-.0463432,.2127056,2.1842784,.7276586,2.1056335,3.4400000
903,1.8695119,4.5984139,3.6742539,.4934313,-.1169443,-.0484886,.2127056,2.1842801,.7276581,2.9469528,3.4400000
904,2.2226079,5.4523771,4.2240994,.5474914,-.0464169,-.0519561,.2127056,2.1842829,.7276572,3.3798967,3.4400000
905,1.8712039,4.5912102,3.3275332,.3704489,.1446260,-.0559612,.2127056,2.1842865,.7276561,2.8267963,3.4400000
906,1.4944173,3.6788382,3.2723311,.3095920,-.1427754,-.0613565,.2127056,2.1842922,.7276544,2.6837729,3.4400000
907,1.4313999,3.5261680,2.7937770,.2501650,.0481984,-.0672569,.2127056,2.1842998,.7276521,2.2332761,3.4400000
908,1.4989672,3.6896369,3.1866425,.3060249,-.1003532,-.0745956,.2127056,2.1843116,.7276485,2.6095901,3.4400000
909,1.7308058,4.2564419,3.4143832,.2603191,.0827485,-.0842166,.2127056,2.1843316,.7276424,2.7909973,3.4400000
910,1.4103986,3.4683530,3.2289739,.2205061,-.1222401,-.0969934,.2127056,2.1843735,.7276297,2.5989071,3.4400000
911,2.0463918,5.0184222,3.7929265,.2839069,.2154508,-.1139575,.2127056,2.1844614,.7276031,3.0152263,3.4400000
912,2.0902374,5.1088182,4.1266768,.3880724,.0143837,-.1379474,.2127056,2.1847172,.7275254,3.3335611,3.4400000
913,1.9596341,4.7814524,3.6062657,.3095988,.1728387,-.1592424,.2127056,2.1851750,.7273865,2.9354283,3.4400000
914,2.3244459,5.6787183,4.3254979,.3293926,.2249919,-.1875155,.2127056,2.1870128,.7268295,3.5829181,3.4400000
915,2.0333390,4.9695744,4.4621038,.3162778,-.1073341,-.2115938,.2127056,2.1910760,.7256009,3.6036903,3.4400000
916,1.8678151,4.5667223,3.9234813,.2570967,.0065884,-.2347158,.2127056,2.1993918,.7230993,3.3169955,3.4400000
917,1.7468891,4.2797292,3.6779681,.1739053,.0725155,-.2510622,.2127056,2.2194325,.7171410,3.0240683,3.4400000
918,.7212231,1.7778508,1.7431864,.0721528,-.0578138,-.2647291,.2127056,2.2388216,.7114692,1.4425034,3.4400000
919,1.1642465,2.8616343,2.6405602,.0940934,-.0032452,-.2776296,.2127056,2.2688088,.7028716,2.1409659,3.4400000
920,1.4934773,3.6662562,3.2441381,.1694591,.0029208,-.2913458,.2127056,2.3139203,.6903222,2.5972455,3.4400000
921,1.8135879,4.4413408,3.9969830,.2438448,-.0617763,-.3044505,.2127056,2.3787040,.6730646,3.1854928,3.4400000
922,2.0011125,4.9044176,3.8497972,.2479144,.1820044,-.3118734,.2127056,2.4612888,.6522774,3.1154754,3.4400000
923,1.8506098,4.5181032,3.9458211,.2905652,-.0546819,-.3255367,.2127056,2.5246556,.6371779,3.2599218,3.4400000
924,1.7866247,4.3846473,3.7156147,.1919925,.0808988,-.3247272,.2127056,2.6410750,.6111844,3.0001549,3.4400000
925,1.5605120,3.8413157,3.2549878,.1802228,.0581795,-.3282247,.2127056,2.7335064,.5920097,2.6354087,3.4400000
926,1.6998108,4.1671095,3.7150205,.2442197,-.0591938,-.3265681,.2127056,2.8650906,.5666997,2.9135073,3.4400000
927,1.6783336,4.0973592,3.7416765,.2970833,-.1498468,-.3203192,.2127056,3.0338216,.5372467,3.1241924,3.4400000
928,1.8778909,4.5924552,3.7018998,.2569790,.1078834,-.2957128,.2127056,3.3404836,.4908790,3.0267040,3.4400000
929,1.5910168,3.8943510,3.5490827,.2283276,-.0863681,-.2737399,.2127056,3.6039417,.4569943,2.9499032,3.4400000
930,1.5550548,3.8137955,3.1590725,.1751184,.0924543,-.2477249,.2127056,3.9130047,.4227602,2.6295041,3.4400000
931,1.3846147,3.3972288,3.0272448,.1877654,-.0357340,-.2090874,.2127056,4.3551683,.3818376,2.4778024,3.4400000
932,1.2434775,3.0565770,2.7825909,.1481389,-.0359547,-.1972435,.2127056,4.5527339,.3660074,2.2760948,3.4400000
933,1.3484959,3.3095350,2.7470176,.2028616,.0267133,-.1783025,.2127056,4.8514942,.3444149,2.1190221,3.4400000
934,1.2603665,3.0849978,2.7213068,.2259868,-.0763364,-.1712929,.2127056,5.0826350,.3293813,2.2665433,3.4400000
935,1.4012423,3.4264738,2.6785216,.2219777,.0846715,-.1679482,.2127056,5.2930414,.3167937,2.2166200,3.4400000
936,.8725834,2.1479727,2.0358754,.0803508,-.0338908,-.1775997,.2127056,5.3214379,.3151682,1.8446222,3.4400000
937,1.0465846,2.5765159,2.3032449,.1296370,-.0180149,-.1819832,.2127056,5.4725557,.3067908,1.6834866,3.4400000
938,1.3277400,3.2641696,2.4821874,.1749277,.1430592,-.1874050,.2127056,5.6045971,.2998273,1.8232153,3.4400000
939,1.2026927,2.9517649,2.5353358,.1580790,.0120403,-.2013544,.2127056,5.7183085,.2940789,2.2629900,3.4400000
940,.9564482,2.3467127,2.3185085,.1286252,-.1156898,-.2105638,.2127056,5.8845139,.2860625,1.9535183,3.4400000
941,.7966133,1.9593143,1.9738644,.0771566,-.0821454,-.2183300,.2127056,6.0469896,.2786375,1.6352981,3.4400000
942,1.1034512,2.7113211,2.0689902,.1267891,.1347518,-.2280937,.2127056,6.1802399,.2728298,1.5795146,3.4400000
943,.6732076,1.6590413,1.7598534,.0585741,-.0985660,-.2347964,.2127056,6.2950845,.2680151,1.5325760,3.4400000
944,.7573943,1.8653601,1.7907739,.0992546,-.0691728,-.2433046,.2127056,6.5393297,.2583200,1.2865376,3.4400000
945,1.2316655,3.0245408,2.1649893,.1415676,.2083456,-.2542931,.2127056,6.7405450,.2508447,1.6971810,3.4400000
946,.6536574,1.6069120,1.9188998,.0907547,-.2166966,-.2616875,.2127056,6.9049087,.2450521,1.7613615,3.4400000
947,.7863299,1.9366325,1.7379759,.0757986,.0051992,-.2686111,.2127056,7.0886835,.2388841,1.3746863,3.4400000
948,1.1356250,2.7924702,1.9834533,.1470522,.1820639,-.2741996,.2127056,7.3095349,.2318705,1.3038392,3.4400000
949,1.0302672,2.5284032,1.9199379,.1813077,.0667560,-.2811064,.2127056,7.5183988,.2256063,1.3116634,3.4400000
950,.4459366,1.0902111,.4741449,.2408738,.0114705,-.2867777,.2127056,7.9063799,.2148254,.0717266,3.4400000
951,-.0364491,-.0892524,.3437436,.1644345,-.3411126,-.2868843,.2127056,7.9064044,.2148248,.6822667,3.4400000
952,1.4679464,3.5967610,1.4945583,.1356215,.7225557,-.2939298,.2127056,7.9816873,.2128512,1.4262891,3.4400000
953,.4372990,1.0709971,.2641199,.1446145,.1853711,-.2932214,.2127056,8.1350592,.2089405,.2543377,3.4400000
954,.5915882,1.4579057,1.4878948,.0570583,-.0682863,-.2990448,.2127056,8.3773697,.2030467,1.3764134,3.4400000
955,.5984630,1.4736760,1.5138830,.0760305,-.0917793,-.3063810,.2127056,8.4823659,.2005948,1.1284225,3.4400000
956,.8427040,2.0712069,1.6160986,.1327650,.0522583,-.3055689,.2127056,8.6161661,.1975548,1.0846808,3.4400000
957,.7306622,1.7886950,1.6378084,.1370250,-.0742043,-.3117868,.2127056,8.8609898,.1922244,1.4158793,3.4400000
958,.9219503,2.2603998,1.5888795,.1657617,.1080871,-.3103444,.2127056,8.9809143,.1897170,1.0434599,3.4400000
959,.5011356,1.2255927,.4026049,.2096246,.1270552,-.3172379,.2127056,9.1317918,.1866538,-.1252779,3.4400000
960,.4932765,1.2021333,.5266372,.2755892,.0021046,-.3164274,.2127056,9.2272550,.1847662,.1110921,3.4400000
961,.4295250,1.0444808,.6390955,.3215270,-.1544351,-.3229788,.2127056,9.4019470,.1814092,.3316607,3.4400000
962,.5371558,1.3072529,.5082902,.2553514,.0735553,-.3230519,.2127056,9.4046472,.1813582,.8501144,3.4400000
963,.5635244,1.3816278,1.0628527,.0762898,.0547809,-.3230519,.2127056,9.4046472,.1813582,1.7340060,3.4400000
964,-.0079817,-.0225650,1.2335797,.0555984,-.5635640,-.3228876,.2127056,9.4129861,.1812011,.9241631,3.4400000
965,-.1912712,-.4753242,1.0430472,.0295578,-.6438097,-.3228876,.2127056,9.4129861,.1812011,.9776841,3.4400000
966,-.0229037,-.0579071,1.0188845,.0363077,-.4707495,-.3219436,.2127056,9.4982948,.1796093,.7260241,3.4400000
967,.1993639,.4853483,1.3119047,.0975798,-.4306011,-.3280287,.2127056,9.7041669,.1758807,.7798837,3.4400000
968,.1093264,.2634447,1.3696152,.1413289,-.5899583,-.3273025,.2127056,9.7757159,.1746208,1.1426955,3.4400000
969,.5741387,1.4058141,1.3939638,.1202122,-.1140942,-.3324932,.2127056,10.0629754,.1697392,1.2691318,3.4400000
970,.3580490,.8839312,1.0625962,.0402238,-.1117791,-.3324495,.2127056,10.0641252,.1697202,1.0013647,3.4400000
971,.6006296,1.4838674,1.2686364,.0769928,.0099313,-.3324028,.2127056,10.0652493,.1697017,.9167587,3.4400000
972,.4432896,1.0949942,1.1199798,.0473556,-.0572547,-.3326406,.2127056,10.0653545,.1696999,.9468244,3.4400000
973,.6020348,1.4780238,1.3438964,.1145617,-.0597904,-.3371332,.2127056,10.3684343,.1648391,.8722640,3.4400000
974,.6667783,1.6306398,1.3020415,.1152954,.0202778,-.3373932,.2127056,10.3685586,.1648372,1.2503598,3.4400000
975,.7070679,1.7458820,1.2365575,.0588370,.1481687,-.3372339,.2127056,10.3727644,.1647717,1.0517047,3.4400000
976,.3640160,.9021902,.9659534,.0399745,-.0647708,-.3372071,.2127056,10.3734990,.1647603,.8382098,3.4400000
977,.5237703,1.2953335,1.1748463,.0643649,-.0153190,-.3414171,.2133258,10.6934212,.1603843,.8038599,3.4299998
978,.6636302,1.6373236,1.2583143,.0994944,.0545680,-.3414171,.2139495,10.6934212,.1608441,.8932067,3.4199998
979,.5685993,1.3985451,1.2718317,.1136635,-.0613710,-.3414171,.2145769,10.6934212,.1613065,.9726480,3.4099998
980,.3373675,.8309832,.3811019,.1170041,.0657883,-.3450073,.2152080,11.0305505,.1569219,.1449755,3.3999998
981,.5220850,1.2810844,1.0972975,.1313276,-.0559792,-.3450073,.2158429,11.0305505,.1573759,.9160079,3.3899998
982,.6017609,1.4803583,1.1299259,.1164757,.0257742,-.3453267,.2164815,11.0307357,.1578300,1.0082850,3.3799998
983,.7450865,1.8358080,1.2188135,.0987303,.1514772,-.3453267,.2171238,11.0307357,.1582893,.9402296,3.3699998
984,.5826487,1.4331115,1.1846081,.1284720,-.0270790,-.3451083,.2177700,11.0613169,.1583208,.8209112,3.3599998
985,.1446630,.3533328,.2703273,.1394232,-.1043739,-.3484511,.2184201,11.3799878,.1544216,.2829253,3.3499998
986,.7229402,1.7842963,1.1593901,.1124771,.1404665,-.3484293,.2190741,11.3805884,.1548672,.8929382,3.3399998
987,.1874210,.4613299,.3169328,.1537880,-.0950215,-.3484293,.2197319,11.3805884,.1553235,-.1171598,3.3299998
988,.3028745,.7406685,.3346021,.1622410,.0044788,-.3487003,.2203938,11.4058993,.1554433,.4616743,3.3199998
989,.2919810,.7198777,.2366890,.1196007,.0764760,-.3487003,.2210596,11.4058993,.1559040,.1640060,3.3099998
990,.2444787,.6006290,.3094895,.1520458,-.0333227,-.3509362,.2217295,11.7441663,.1519470,.0090988,3.2999998
991,.2099385,.5142930,.4030026,.1928120,-.1472936,-.3509362,.2224035,11.7441663,.1524003,-.0101160,3.2899998
992,.5674027,1.3864065,.5047051,.2375498,.1232635,-.3513281,.2230815,11.7444446,.1528527,.2346567,3.2799998
993,.2402797,.5882955,.3942466,.1944328,-.1149380,-.3513281,.2237637,11.7444446,.1533114,.6103559,3.2699998
994,.3023435,.7414467,.3614198,.1822592,-.0269837,-.3512713,.2244501,11.7673674,.1534789,.4540713,3.2599998
995,.3652342,.8961152,.2605045,.1305903,.1288740,-.3512713,.2251407,11.7673674,.1539423,.6528199,3.2499998
996,.2369145,.5864331,.5256527,.0263695,-.0015193,-.3512582,.2258356,11.7465669,.1546767,.8352852,3.2399998
997,.3497311,.8660360,.7484965,.0245290,.0232196,-.3516407,.2265348,11.7474502,.1551351,.5586093,3.2299998
998,.2828570,.6995892,.7597305,.0298499,-.0531210,-.3516652,.2272383,11.7682713,.1553376,.5804976,3.2199998
999,.4665591,1.1558819,.9555711,.0625960,.0178740,-.3530550,.2279462,12.1278751,.1512776,.5268613,3.2099998
1000,.5727530,1.4099521,1.0485990,.0834277,.0638970,-.3530550,.2286586,12.1278751,.1517416,.9383292,3.1999998
1001,.2664407,.6569430,.8901650,.0375744,-.1309042,-.3530550,.2293753,12.1278751,.1522084,.8049293,3.1899998
1002,.6370721,1.5758428,1.2271644,.0742625,.0660926,-.3534947,.2300967,12.1282280,.1526738,.6222214,3.1799998
1003,.5882975,1.4496446,1.0451296,.1082768,.0557538,-.3541163,.2308225,12.5267277,.1483627,.5919125,3.1699998
1004,.2541923,.6267878,.2225355,.1088305,.0551432,-.3541163,.2315530,12.5267277,.1488237,.2724538,3.1599998
1005,.2020011,.4973087,.3185838,.1109855,-.0383546,-.3541163,.2322881,12.5267277,.1492875,.1200561,3.1499998
1006,.1870365,.4591324,.2960094,.1396761,-.0731622,-.3545966,.2330278,12.5271508,.1497493,.0420685,3.1399998
1007,.1654174,.4058770,.3038583,.1407151,-.0990682,-.3545966,.2337723,12.5271508,.1502190,.2593798,3.1299998
1008,.0270206,.0625196,.2385073,.0556965,-.1251984,-.3545966,.2345216,12.5271508,.1506916,.9227591,3.1199998
1009,.0383906,.0951674,.2833283,.0133717,-.0892744,-.6001546,.2352757,6.3700376,.2920771,.3195735,3.1099998
1010,-.3945117,-.9817020,.2781550,.0203364,-.5267412,-.3478127,.2360346,3.1716954,.5679687,.2990589,3.0999998
1011,-.2960748,-.7378553,.4941145,.0252166,-.5202625,-.3838016,.2367985,3.1111017,.5799897,.3868975,3.0899998
1012,.7729802,1.9102991,1.2275747,.0912982,.1845746,-.4175296,.2375673,3.3191466,.5477112,.8842800,3.0799998
1013,.0510836,.1256729,.7153686,.0517152,-.2885661,-.4533720,.2383412,3.5768630,.5122655,.6109986,3.0699998
1014,.2915712,.7258800,.5780694,.0541696,.0052745,-.4875057,.2391201,3.8246704,.4825014,.4496844,3.0599998
1015,.2049365,.4608842,.4034964,.0395989,.0060695,-.5835171,.2399041,3.9344448,.4712623,.3129604,3.0499998
1016,-.0047616,-.0433398,.3820474,.0355551,-.1908188,-.5510645,.2406932,4.0084780,.4644869,.3040961,3.0399998
1017,.1630531,.4232736,.4373316,.0350687,-.0446595,-.5951955,.2414876,4.1988695,.4459547,.3325256,3.0299998
1018,.2428030,.6018072,.7316254,.0442983,-.0960593,-.6276364,.2422872,4.3409289,.4334849,.5556714,3.0199998
1019,.6685704,1.6497637,1.1318836,.0602933,.1494750,-.6513623,.2430921,4.6051707,.4111484,.8958312,3.0099998
1020,.4399090,1.0834170,1.1080656,.0597031,-.0686714,-.6583291,.2439025,5.0488681,.3778740,.8771768,2.9999998
1021,1.1809766,2.9247563,1.0185704,.0711874,.6987540,-.6367139,.2447182,5.6817393,.3385984,.7650020,2.9899998
1022,.2615491,.6465638,.7918252,.0395344,-.0981418,-.5850186,.2455394,6.8561769,.2835122,.7467482,2.9799998
1023,.4884082,1.2022202,1.0641422,.0564414,-.0001833,-.5179878,.2463661,8.2078087,.2389591,.8175982,2.9699998
1024,.3692688,.9114330,.8303779,.0335426,-.0002049,-.4342155,.2471984,10.0500416,.1968515,.7346538,2.9599998
1025,.3199834,.7922460,.7113225,.0328774,-.0002009,-.3982037,.2480364,10.9396036,.1817987,.5070736,2.9499998
1026,.2722903,.6746820,.4507988,.0265049,.0644567,-.3788607,.2488801,11.4515651,.1744221,.4549003,2.9399998
1027,.4192263,1.0430275,.6883244,.0473934,.0950311,-.3659870,.2497295,11.8100823,.1698021,.3858184,2.9299998
1028,.2936114,.7291485,.9049303,.0807956,-.1525918,-.3601726,.2505847,11.9776822,.1680365,.4759210,2.9199998
1029,.1322818,.3243336,.1515266,.0749156,-.0039184,-.3587323,.2514458,12.0350746,.1678145,.4220084,2.9099998
1030,.4853010,1.1998227,.8946908,.0643728,.0584655,-.3578170,.2523129,12.0622517,.1680096,.5011114,2.8999998
1031,.4758718,1.1767212,.8421518,.0677697,.0674510,-.3573784,.2531859,12.4716675,.1631551,.7634122,2.8899998
1032,.2421076,.6014589,.6262887,.0464560,-.0564725,-.3567100,.2540651,12.4926002,.1634415,.5663537,2.8799998
1033,.3553737,.8791354,.8391056,.0679162,-.0515947,-.3566724,.2549503,12.4937271,.1639850,.5629354,2.8699998
1034,.5556645,1.3711047,.8701042,.0921445,.1107014,-.3564916,.2558417,12.5214140,.1641904,.5942919,2.8599998
1035,.0637914,.1559118,.2100692,.1022572,-.1236959,-.3570260,.2567394,12.5219503,.1647480,.0865671,2.8499998
1036,.1565744,.3868802,.1840014,.0822080,-.0002204,-.3570260,.2576434,12.5219503,.1653164,.2322133,2.8399998
1037,.3869447,.9570523,.7484627,.0509430,.0334158,-.3568798,.2585538,12.5266277,.1658280,.7767295,2.8299998
1038,.1154180,.2855875,.3090380,.0301441,-.0395918,-.3567422,.2594707,12.5084370,.1666412,.4186029,2.8199998
1039,-.1616752,-.4041790,.2714734,.0154423,-.2861581,-.3569752,.2603941,12.5010622,.1673188,.2619450,2.8099998
1040,-.0995171,-.2494732,.2027454,.0099101,-.1908314,-.3474322,.2613241,5.9620718,.3443228,.2037380,2.7999998
1041,-.5089717,-1.4247653,.0274494,.0040462,-.5225109,-.3568720,.2613240,5.9569461,.3446066,.0314727,2.8000000
1042,-.1647546,-.4840531,.0948016,.0058546,-.2068410,-.3584509,.2613240,5.8538660,.3504155,.0805730,2.8000000
1043,-.1521974,-.3773212,.2674191,.0357159,-.2958069,-.2130470,.2613240,3.4839414,.5721509,.2128347,2.8000000
1044,-.3607536,-.8941596,.4296095,.1223110,-.6566682,-.2459286,.2613240,2.8190742,.6956429,.2880695,2.8000000
1045,-.2668757,-.6654223,.5420602,.0905124,-.5762080,-.2419553,.2613240,2.8045479,.6989389,.5066744,2.8000000
1046,.0171672,.0417998,.2151217,.0254517,-.0946426,-.2441288,.2613240,2.8012661,.6996879,.1727223,2.8000000
1047,.1341226,.3335271,.2422421,.0369218,-.0000000,-.2539253,.2613240,2.8012725,.6996864,.1696421,2.8000000
1048,-.3554085,-.8830541,.2378971,.0247128,-.4757910,-.2646385,.2613240,2.8045631,.6989354,.2090560,2.8000000
1049,-.8560446,-2.1226755,.1391290,.0167537,-.9289529,-.2674143,.2613240,2.7879928,.7027335,.1160469,2.8000000
1050,-.2925867,-.7277828,.4210577,.1263330,-.5882231,-.1700673,.2613240,2.7650231,.7080672,.3497699,2.8000000
1051,.2227585,.5602934,.4781605,.1375166,-.1057726,-.1730523,.2613240,2.7650242,.7080669,.3318035,2.8000000
1052,.5569752,1.3807069,.8960019,.1946545,.0000000,-.1836211,.2613240,2.7654881,.7079584,.6908104,2.8000000
1053,.7510931,1.8553109,1.0372022,.2362419,.0943767,-.1985128,.2613240,2.7470980,.7122861,.8178576,2.8000000
1054,.6490882,1.5995971,1.0242351,.2376387,-.0044616,-.2184820,.2613240,2.7485519,.7119420,.8279949,2.8000000
1055,.4600324,1.1335814,.9807128,.1527502,-.0899152,-.2390202,.2613240,2.7310329,.7161101,.8693504,2.8000000
1056,.0475079,.1199046,.0723702,.0190492,.0000000,-.2522913,.2613240,2.7142594,.7201469,.0670667,2.8000000
1057,-.2321617,-.6580903,.0743741,.0114206,-.2728691,-.2990796,.2613240,2.6959788,.7245985,.0505842,2.8000000
1058,-.1765126,-.4906649,.2837342,.0549824,-.3421467,-.2654658,.2613240,2.6795338,.7286504,.2022879,2.8000000
1059,-.3866628,-.9823088,.2569913,.0340753,-.5234529,-.3140347,.2613240,2.6812859,.7282165,.2125292,2.8000000
1060,-.3378965,-.9005934,.2084589,.0363066,-.4542706,-.2742737,.2613240,2.6640730,.7325013,.1738797,2.8000000
1061,-.3736497,-.9874570,.3629167,.0430425,-.5624378,-.2844181,.2613240,2.6661484,.7319820,.2722930,2.8000000
1062,.1685077,.4182340,.3673837,.0411465,-.0204901,-.2939846,.2613240,2.6523160,.7354571,.3085128,2.8000000
1063,.0135080,.0352980,.0185751,.0063364,.0000000,-.3317824,.2613240,2.6523160,.7354571,.0233555,2.8000000
1064,.1656238,.4353759,.3329139,.0316881,-.0000000,-.3018304,.2613240,2.6400469,.7385671,.2769957,2.8000000
1065,.1859500,.4620740,.3750964,.0349821,.0000000,-.3157102,.2613240,2.6435768,.7376696,.2808061,2.8000000
1066,.3178861,.7869264,.7153958,.0291025,.0000000,-.3247633,.2613240,2.6296081,.7412340,.4402144,2.8000000
1067,.4121566,1.0219199,.9101652,.0449075,-.0000000,-.3381319,.2613240,2.6338309,.7401528,.5974569,2.8000000
1068,.4432602,1.0926607,.7987755,.0916700,.0284531,-.3580925,.2613240,2.6262311,.7421009,.7105016,2.8000000
1069,-.4973863,-1.2413084,.2277336,.0179258,-.6067944,-.3363493,.2613240,2.6396174,.7386764,.1897678,2.8000000
1070,-.4904241,-1.2624001,.1906054,.0187460,-.5854614,-.3340185,.2613240,2.6281133,.7416175,.1626587,2.8000000
1071,-.3727622,-1.0642481,.1053589,.0219897,-.4334276,-.4176068,.2613240,2.6281039,.7416199,.0592634,2.8000000
1072,-.0541283,-.1964995,.4510724,.0700127,-.3052193,-.3401583,.2613240,2.6281245,.7416146,.3070910,2.8000000
1073,.3592237,.8903508,.7624221,.1198046,-.0682731,-.3555586,.2613240,2.6370526,.7393301,.6416071,2.8000000
1074,-.0868973,-.2168006,.2474157,.0351130,-.2213297,-.4032364,.2613240,2.6478769,.7365793,.2479335,2.8000000
1075,.4259989,1.0273877,.1822589,.0242560,.3309022,-.3993640,.2613240,2.6375696,.7391983,.1339257,2.8000000
1076,-.0063968,-.0670519,.3671534,.0607434,-.2130248,-.3695209,.2613240,2.6375988,.7391908,.2305140,2.8000000
