Time (days),up1,up2,up3,up4,up5,up6,up7,up8,up9,up10,up11,up12,up13,up14,up15
1.98,.1916408,.1624163,.1383977,.1174155,.0996172,.0845144,.0716921,.0608230,.0515961,.0113930,.0104939,.0000000,.0000000,.0000000,.0000000
2.98,.0000000,.2009214,.1712083,.1452517,.1232341,.1045508,.0886880,.0752421,.0638280,.0140939,.0129816,.0000000,.0000000,.0000000,.0000000
3.98,.0000000,.2011922,.1711489,.1452014,.1231903,.1045136,.0886602,.0752186,.0638079,.0140895,.0129776,.0000000,.0000000,.0000000,.0000000
4.98,.1918590,.1625508,.1383209,.1173503,.0995610,.0844668,.0716549,.0607914,.0515694,.0113871,.0104884,.0000000,.0000000,.0000000,.0000000
5.98,.1918018,.1625406,.1383354,.1173627,.0995715,.0844756,.0716621,.0607975,.0515748,.0113883,.0104895,.0000000,.0000000,.0000000,.0000000
6.98,.1917707,.1625239,.1383456,.1173713,.0995789,.0844819,.0716674,.0608021,.0515787,.0113891,.0104903,.0000000,.0000000,.0000000,.0000000
7.98,.0000000,.0000000,.2142548,.1817720,.1542177,.1308371,.1109907,.0941636,.0798794,.0176382,.0162463,.0000000,.0000000,.0000000,.0000000
8.98,.0000000,.0000000,.2142546,.1817719,.1542174,.1308368,.1109911,.0941639,.0798797,.0176383,.0162463,.0000000,.0000000,.0000000,.0000000
9.98,.1918778,.1625252,.1383220,.1173512,.0995621,.0844676,.0716556,.0607921,.0515705,.0113873,.0104887,.0000000,.0000000,.0000000,.0000000
10.98,.1918292,.1625566,.1383261,.1173547,.0995645,.0844697,.0716574,.0607936,.0515717,.0113876,.0104889,.0000000,.0000000,.0000000,.0000000
11.98,.0000000,.0000000,.2142548,.1817721,.1542166,.1308361,.1109910,.0941639,.0798805,.0176385,.0162465,.0000000,.0000000,.0000000,.0000000
12.98,.1917449,.1625517,.1383452,.1173710,.0995783,.0844814,.0716670,.0608017,.0515791,.0113892,.0104904,.0000000,.0000000,.0000000,.0000000
13.98,.1916840,.1625410,.1383605,.1173839,.0995894,.0844908,.0716747,.0608082,.0515852,.0113906,.0104916,.0000000,.0000000,.0000000,.0000000
14.98,.0000000,.0000000,.2142550,.1817722,.1542169,.1308363,.1109896,.0941626,.0798818,.0176388,.0162467,.0000000,.0000000,.0000000,.0000000
15.98,.0000000,.0000000,.2142547,.1817719,.1542169,.1308364,.1109890,.0941622,.0798828,.0176390,.0162470,.0000000,.0000000,.0000000,.0000000
16.98,.1915465,.1624329,.1384127,.1174282,.0996274,.0845230,.0717008,.0608304,.0516068,.0113953,.0104960,.0000000,.0000000,.0000000,.0000000
17.98,.0000000,.0000000,.2142540,.1817714,.1542170,.1308364,.1109878,.0941611,.0798853,.0176395,.0162475,.0000000,.0000000,.0000000,.0000000
18.98,.0000000,.0000000,.2142543,.1817716,.1542174,.1308368,.1109866,.0941601,.0798860,.0176397,.0162476,.0000000,.0000000,.0000000,.0000000
19.98,.0000000,.0000000,.2142540,.1817713,.1542176,.1308370,.1109859,.0941596,.0798869,.0176399,.0162478,.0000000,.0000000,.0000000,.0000000
20.98,.0000000,.0000000,.2142541,.1817715,.1542172,.1308366,.1109857,.0941593,.0798875,.0176400,.0162479,.0000000,.0000000,.0000000,.0000000
21.98,.0000000,.0000000,.2142544,.1817717,.1542174,.1308368,.1109849,.0941587,.0798880,.0176401,.0162480,.0000000,.0000000,.0000000,.0000000
22.98,.2286559,.0000000,.1652632,.1402080,.1189548,.1009203,.0856077,.0726289,.0616217,.0136067,.0125329,.0000000,.0000000,.0000000,.0000000
23.98,.1916039,.1623212,.1384239,.1174377,.0996363,.0845306,.0717042,.0608333,.0516143,.0113970,.0104976,.0000000,.0000000,.0000000,.0000000
24.98,.0000000,.2008379,.1712235,.1452646,.1232449,.1045600,.0886944,.0752476,.0638445,.0140976,.0129850,.0000000,.0000000,.0000000,.0000000
25.98,.0000000,.0000000,.2142538,.1817712,.1542175,.1308368,.1109841,.0941580,.0798897,.0176405,.0162484,.0000000,.0000000,.0000000,.0000000
26.98,.0000000,.0000000,.2142542,.1817715,.1542173,.1308366,.1109839,.0941579,.0798897,.0176405,.0162484,.0000000,.0000000,.0000000,.0000000
27.98,.0000000,.0000000,.2142541,.1817715,.1542172,.1308366,.1109839,.0941578,.0798899,.0176406,.0162484,.0000000,.0000000,.0000000,.0000000
28.98,.0000000,.0000000,.2142543,.1817716,.1542175,.1308368,.1109832,.0941572,.0798903,.0176406,.0162485,.0000000,.0000000,.0000000,.0000000
29.98,.2283164,.0000000,.1653363,.1402700,.1190071,.1009647,.0856440,.0726596,.0616502,.0136130,.0125387,.0000000,.0000000,.0000000,.0000000
30.98,.0000000,.0000000,.2142542,.1817715,.1542178,.1308371,.1109825,.0941567,.0798908,.0176408,.0162486,.0000000,.0000000,.0000000,.0000000
31.98,.2279053,.0000000,.1654247,.1403450,.1190710,.1010189,.0856884,.0726974,.0616834,.0136204,.0125455,.0000000,.0000000,.0000000,.0000000
32.98,.1901037,.1624603,.1387162,.1176857,.0998466,.0847091,.0718531,.0609596,.0517245,.0114213,.0105200,.0000000,.0000000,.0000000,.0000000
33.98,.1888186,.1626229,.1389567,.1178897,.1000201,.0848562,.0719772,.0610649,.0518144,.0114412,.0105383,.0000000,.0000000,.0000000,.0000000
34.98,.1901401,.1623070,.1387407,.1177065,.0998656,.0847251,.0718652,.0609699,.0517344,.0114235,.0105220,.0000000,.0000000,.0000000,.0000000
35.98,.0000000,.0000000,.2142533,.1817707,.1542208,.1308397,.1109790,.0941537,.0798926,.0176412,.0162490,.0000000,.0000000,.0000000,.0000000
36.98,.0000000,.0000000,.2142529,.1817704,.1542217,.1308404,.1109782,.0941530,.0798930,.0176413,.0162490,.0000000,.0000000,.0000000,.0000000
37.98,.2287002,.0000000,.1652532,.1401995,.1189511,.1009171,.0855975,.0726202,.0616216,.0136067,.0125329,.0000000,.0000000,.0000000,.0000000
38.98,.1917170,.1620928,.1384487,.1174588,.0996562,.0845475,.0717128,.0608406,.0516260,.0113996,.0105000,.0000000,.0000000,.0000000,.0000000
39.98,.1917330,.1621356,.1384365,.1174484,.0996470,.0845397,.0717061,.0608349,.0516213,.0113985,.0104990,.0000000,.0000000,.0000000,.0000000
40.98,.0000000,.0000000,.2142552,.1817724,.1542206,.1308395,.1109773,.0941523,.0798926,.0176412,.0162490,.0000000,.0000000,.0000000,.0000000
41.98,.0000000,.0000000,.2142548,.1817721,.1542201,.1308390,.1109783,.0941531,.0798925,.0176411,.0162489,.0000000,.0000000,.0000000,.0000000
42.98,.0000000,.0000000,.2142548,.1817721,.1542201,.1308391,.1109783,.0941530,.0798925,.0176411,.0162489,.0000000,.0000000,.0000000,.0000000
43.98,.1918745,.1623034,.1383703,.1173922,.0995980,.0844982,.0716733,.0608070,.0515961,.0113930,.0104939,.0000000,.0000000,.0000000,.0000000
44.98,.0000000,.0000000,.2142545,.1817718,.1542185,.1308377,.1109807,.0941551,.0798920,.0176410,.0162488,.0000000,.0000000,.0000000,.0000000
45.98,.0000000,.0000000,.2142538,.1817712,.1542183,.1308375,.1109816,.0941559,.0798920,.0176410,.0162488,.0000000,.0000000,.0000000,.0000000
46.98,.0000000,.0000000,.0000000,.2313354,.1962692,.1665131,.1412445,.1198307,.1016764,.0224513,.0206795,.0000000,.0000000,.0000000,.0000000
47.98,.0000000,.0000000,.0000000,.2313354,.1962686,.1665126,.1412453,.1198313,.1016762,.0224512,.0206794,.0000000,.0000000,.0000000,.0000000
48.98,.0000000,.0000000,.0000000,.2313348,.1962675,.1665117,.1412468,.1198327,.1016760,.0224512,.0206794,.0000000,.0000000,.0000000,.0000000
49.98,.0000000,.0000000,.0000000,.0000000,.2553340,.2166233,.1837577,.1558985,.1322756,.0292079,.0269029,.0000000,.0000000,.0000000,.0000000
50.98,.0000000,.0000000,.0000000,.0000000,.2553334,.2166228,.1837585,.1558992,.1322754,.0292079,.0269028,.0000000,.0000000,.0000000,.0000000
51.98,.0000000,.0000000,.0000000,.0000000,.2553333,.2166227,.1837584,.1558992,.1322756,.0292079,.0269029,.0000000,.0000000,.0000000,.0000000
52.98,.0000000,.0000000,.0000000,.0000000,.2553333,.2166226,.1837584,.1558991,.1322757,.0292079,.0269029,.0000000,.0000000,.0000000,.0000000
53.98,.0000000,.0000000,.0000000,.0000000,.2553332,.2166226,.1837583,.1558991,.1322759,.0292080,.0269029,.0000000,.0000000,.0000000,.0000000
54.98,.0000000,.0000000,.0000000,.0000000,.2553331,.2166225,.1837583,.1558990,.1322761,.0292080,.0269030,.0000000,.0000000,.0000000,.0000000
55.98,.0000000,.0000000,.0000000,.0000000,.2553330,.2166224,.1837582,.1558990,.1322763,.0292080,.0269030,.0000000,.0000000,.0000000,.0000000
56.98,.0000000,.0000000,.0000000,.0000000,.2553329,.2166223,.1837582,.1558989,.1322765,.0292081,.0269031,.0000000,.0000000,.0000000,.0000000
57.98,.3296619,.0000000,.0000000,.0000000,.1711593,.1452101,.1231801,.1045050,.0886701,.0195793,.0180342,.0000000,.0000000,.0000000,.0000000
58.98,.3296349,.0000000,.0000000,.0000000,.1711661,.1452159,.1231850,.1045091,.0886738,.0195802,.0180349,.0000000,.0000000,.0000000,.0000000
59.98,.0000000,.0000000,.0000000,.0000000,.2553333,.2166226,.1837572,.1558981,.1322773,.0292083,.0269032,.0000000,.0000000,.0000000,.0000000
60.98,.3296070,.0000000,.0000000,.0000000,.1711736,.1452222,.1231895,.1045130,.0886779,.0195811,.0180358,.0000000,.0000000,.0000000,.0000000
61.98,.0000000,.0000000,.0000000,.0000000,.2553331,.2166225,.1837571,.1558980,.1322776,.0292083,.0269033,.0000000,.0000000,.0000000,.0000000
62.98,.0000000,.0000000,.0000000,.0000000,.2553331,.2166225,.1837570,.1558980,.1322778,.0292084,.0269033,.0000000,.0000000,.0000000,.0000000
63.98,.0000000,.0000000,.0000000,.2313327,.1962649,.1665095,.1412497,.1198351,.1016770,.0224514,.0206796,.0000000,.0000000,.0000000,.0000000
64.98,.2228395,.1887158,.0000000,.1361258,.1154899,.0979807,.0831194,.0705179,.0598309,.0132113,.0121687,.0000000,.0000000,.0000000,.0000000
65.98,.0000000,.0000000,.0000000,.2313315,.1962627,.1665077,.1412531,.1198380,.1016764,.0224513,.0206795,.0000000,.0000000,.0000000,.0000000
66.98,.0000000,.0000000,.0000000,.2313316,.1962628,.1665077,.1412526,.1198375,.1016769,.0224514,.0206796,.0000000,.0000000,.0000000,.0000000
67.98,.0000000,.0000000,.0000000,.2313317,.1962630,.1665079,.1412521,.1198372,.1016770,.0224514,.0206796,.0000000,.0000000,.0000000,.0000000
68.98,.0000000,.0000000,.0000000,.2313319,.1962633,.1665082,.1412517,.1198368,.1016772,.0224514,.0206796,.0000000,.0000000,.0000000,.0000000
69.98,.0000000,.0000000,.0000000,.2313323,.1962635,.1665083,.1412511,.1198363,.1016773,.0224515,.0206796,.0000000,.0000000,.0000000,.0000000
70.98,.0000000,.0000000,.0000000,.2313325,.1962638,.1665086,.1412506,.1198359,.1016774,.0224515,.0206797,.0000000,.0000000,.0000000,.0000000
71.98,.0000000,.0000000,.0000000,.2313329,.1962641,.1665088,.1412500,.1198354,.1016776,.0224515,.0206797,.0000000,.0000000,.0000000,.0000000
72.98,.0000000,.0000000,.0000000,.2313331,.1962644,.1665091,.1412495,.1198349,.1016777,.0224516,.0206797,.0000000,.0000000,.0000000,.0000000
73.98,.0000000,.0000000,.0000000,.2313335,.1962647,.1665094,.1412488,.1198344,.1016779,.0224516,.0206798,.0000000,.0000000,.0000000,.0000000
74.98,.0000000,.0000000,.0000000,.2313339,.1962650,.1665096,.1412482,.1198338,.1016781,.0224516,.0206798,.0000000,.0000000,.0000000,.0000000
75.98,.0000000,.0000000,.0000000,.2313341,.1962654,.1665100,.1412475,.1198332,.1016783,.0224517,.0206798,.0000000,.0000000,.0000000,.0000000
76.98,.0000000,.0000000,.0000000,.2313344,.1962658,.1665103,.1412468,.1198326,.1016785,.0224517,.0206799,.0000000,.0000000,.0000000,.0000000
77.98,.0000000,.0000000,.0000000,.2313349,.1962662,.1665106,.1412460,.1198319,.1016787,.0224518,.0206799,.0000000,.0000000,.0000000,.0000000
78.98,.0000000,.0000000,.0000000,.2313352,.1962667,.1665110,.1412452,.1198312,.1016789,.0224518,.0206800,.0000000,.0000000,.0000000,.0000000
79.98,.0000000,.0000000,.0000000,.2313350,.1962667,.1665111,.1412452,.1198313,.1016789,.0224518,.0206800,.0000000,.0000000,.0000000,.0000000
80.98,.2742166,.0000000,.0000000,.1678995,.1424474,.1208512,.1025128,.0869710,.0737970,.0162952,.0150092,.0000000,.0000000,.0000000,.0000000
81.98,.2741866,.0000000,.0000000,.1679065,.1424533,.1208562,.1025170,.0869746,.0738001,.0162959,.0150098,.0000000,.0000000,.0000000,.0000000
82.98,.2224707,.1885234,.0000000,.1362582,.1156028,.0980764,.0831932,.0705804,.0598898,.0132243,.0121807,.0000000,.0000000,.0000000,.0000000
83.98,.0000000,.2009556,.1711986,.1452435,.1232261,.1045440,.0886785,.0752341,.0638392,.0140964,.0129839,.0000000,.0000000,.0000000,.0000000
84.98,.0000000,.0000000,.2142542,.1817715,.1542168,.1308363,.1109807,.0941551,.0798944,.0176416,.0162493,.0000000,.0000000,.0000000,.0000000
85.98,.0000000,.0000000,.2142545,.1817718,.1542173,.1308366,.1109799,.0941544,.0798946,.0176416,.0162494,.0000000,.0000000,.0000000,.0000000
86.98,.1917100,.1624307,.1383784,.1173991,.0996026,.0845020,.0716774,.0608105,.0516006,.0113940,.0104948,.0000000,.0000000,.0000000,.0000000
87.98,.1916853,.1624356,.1383826,.1174027,.0996056,.0845046,.0716796,.0608123,.0516022,.0113943,.0104951,.0000000,.0000000,.0000000,.0000000
88.98,.1916666,.1624093,.1383922,.1174108,.0996126,.0845105,.0716846,.0608166,.0516058,.0113951,.0104959,.0000000,.0000000,.0000000,.0000000
89.98,.1916180,.1623875,.1384076,.1174239,.0996237,.0845199,.0716918,.0608228,.0516116,.0113964,.0104970,.0000000,.0000000,.0000000,.0000000
90.98,.1916183,.1623878,.1384076,.1174239,.0996238,.0845200,.0716911,.0608222,.0516116,.0113964,.0104970,.0000000,.0000000,.0000000,.0000000
91.98,.0000000,.2008385,.1712246,.1452656,.1232450,.1045600,.0886894,.0752434,.0638490,.0140985,.0129859,.0000000,.0000000,.0000000,.0000000
92.98,.1915958,.1623587,.1384187,.1174333,.0996317,.0845268,.0716969,.0608271,.0516158,.0113973,.0104979,.0000000,.0000000,.0000000,.0000000
93.98,.1915962,.1623591,.1384188,.1174334,.0996319,.0845269,.0716962,.0608265,.0516158,.0113973,.0104979,.0000000,.0000000,.0000000,.0000000
94.98,.1916354,.1623158,.1384195,.1174340,.0996326,.0845275,.0716967,.0608269,.0516162,.0113974,.0104980,.0000000,.0000000,.0000000,.0000000
95.98,.1915728,.1623287,.1384306,.1174434,.0996405,.0845342,.0717015,.0608310,.0516203,.0113983,.0104988,.0000000,.0000000,.0000000,.0000000
96.98,.1915121,.1623040,.1384491,.1174591,.0996540,.0845456,.0717103,.0608384,.0516273,.0113999,.0105002,.0000000,.0000000,.0000000,.0000000
97.98,.1917191,.1623000,.1384053,.1174219,.0996229,.0845192,.0716879,.0608194,.0516111,.0113963,.0104969,.0000000,.0000000,.0000000,.0000000
98.98,.1915824,.1622900,.1384367,.1174486,.0996454,.0845384,.0717041,.0608332,.0516228,.0113989,.0104993,.0000000,.0000000,.0000000,.0000000
99.98,.1917282,.1622609,.1384116,.1174272,.0996275,.0845232,.0716913,.0608223,.0516136,.0113968,.0104974,.0000000,.0000000,.0000000,.0000000
100.98,.1916654,.1623107,.1384147,.1174299,.0996294,.0845247,.0716926,.0608234,.0516145,.0113970,.0104976,.0000000,.0000000,.0000000,.0000000
101.98,.1916455,.1622774,.1384259,.1174394,.0996377,.0845318,.0716986,.0608285,.0516188,.0113980,.0104985,.0000000,.0000000,.0000000,.0000000
102.98,.1916148,.1622836,.1384312,.1174439,.0996415,.0845350,.0717013,.0608308,.0516207,.0113984,.0104989,.0000000,.0000000,.0000000,.0000000
103.98,.1915923,.1622489,.1384438,.1174546,.0996505,.0845427,.0717068,.0608355,.0516254,.0113995,.0104998,.0000000,.0000000,.0000000,.0000000
104.98,.0000000,.2007019,.1712550,.1452914,.1232676,.1045792,.0887013,.0752535,.0638606,.0141011,.0129883,.0000000,.0000000,.0000000,.0000000
105.98,.0000000,.0000000,.2142572,.1817741,.1542204,.1308393,.1109728,.0941484,.0798962,.0176420,.0162497,.0000000,.0000000,.0000000,.0000000
106.98,.0000000,.2005967,.1712777,.1453106,.1232843,.1045934,.0887122,.0752627,.0638693,.0141031,.0129901,.0000000,.0000000,.0000000,.0000000
107.98,.0000000,.2005968,.1712777,.1453106,.1232842,.1045933,.0887122,.0752627,.0638693,.0141030,.0129901,.0000000,.0000000,.0000000,.0000000
108.98,.1914234,.1621984,.1384913,.1174949,.0996851,.0845720,.0717297,.0608549,.0516434,.0114034,.0105035,.0000000,.0000000,.0000000,.0000000
109.98,.1914346,.1621498,.1384994,.1175017,.0996908,.0845769,.0717339,.0608584,.0516464,.0114041,.0105041,.0000000,.0000000,.0000000,.0000000
110.98,.1913578,.1622969,.1384851,.1174896,.0996796,.0845673,.0717258,.0608516,.0516406,.0114028,.0105029,.0000000,.0000000,.0000000,.0000000
111.98,.1916571,.1622378,.1384334,.1174457,.0996432,.0845365,.0716985,.0608284,.0516217,.0113986,.0104991,.0000000,.0000000,.0000000,.0000000
112.98,.1915237,.1622643,.1384567,.1174655,.0996595,.0845503,.0717102,.0608384,.0516302,.0114005,.0105008,.0000000,.0000000,.0000000,.0000000
113.98,.1914133,.1622449,.1384843,.1174890,.0996795,.0845673,.0717247,.0608507,.0516406,.0114028,.0105029,.0000000,.0000000,.0000000,.0000000
114.98,.1912940,.1621791,.1385244,.1175230,.0997084,.0845918,.0717444,.0608673,.0516556,.0114061,.0105060,.0000000,.0000000,.0000000,.0000000
115.98,.1911979,.1621495,.1385511,.1175457,.0997278,.0846083,.0717584,.0608793,.0516657,.0114083,.0105080,.0000000,.0000000,.0000000,.0000000
116.98,.1910909,.1621199,.1385808,.1175708,.0997492,.0846264,.0717726,.0608913,.0516768,.0114108,.0105103,.0000000,.0000000,.0000000,.0000000
117.98,.1909848,.1620300,.1386230,.1176066,.0997799,.0846525,.0717935,.0609090,.0516928,.0114143,.0105135,.0000000,.0000000,.0000000,.0000000
118.98,.1907170,.1618918,.1387092,.1176798,.0998428,.0847058,.0718389,.0609475,.0517255,.0114215,.0105202,.0000000,.0000000,.0000000,.0000000
119.98,.1905509,.1618548,.1387528,.1177168,.0998746,.0847328,.0718605,.0609659,.0517421,.0114252,.0105236,.0000000,.0000000,.0000000,.0000000
120.98,.1902732,.1617570,.1388333,.1177851,.0999331,.0847824,.0719013,.0610005,.0517725,.0114319,.0105297,.0000000,.0000000,.0000000,.0000000
121.98,.1915768,.1625626,.1383791,.1173997,.0996021,.0845016,.0716779,.0608110,.0516005,.0113940,.0104948,.0000000,.0000000,.0000000,.0000000
122.98,.1915523,.1625436,.1383886,.1174078,.0996090,.0845075,.0716822,.0608146,.0516041,.0113948,.0104955,.0000000,.0000000,.0000000,.0000000
123.98,.1915265,.1625235,.1383986,.1174162,.0996164,.0845137,.0716868,.0608185,.0516079,.0113956,.0104963,.0000000,.0000000,.0000000,.0000000
124.98,.1914701,.1624795,.1384204,.1174347,.0996321,.0845270,.0716973,.0608274,.0516161,.0113974,.0104979,.0000000,.0000000,.0000000,.0000000
125.98,.1913650,.1624390,.1384517,.1174613,.0996548,.0845463,.0717129,.0608406,.0516279,.0114000,.0105003,.0000000,.0000000,.0000000,.0000000
126.98,.1912405,.1623954,.1384879,.1174920,.0996810,.0845685,.0717310,.0608560,.0516416,.0114030,.0105031,.0000000,.0000000,.0000000,.0000000
127.98,.1912406,.1623955,.1384878,.1174919,.0996809,.0845685,.0717310,.0608560,.0516416,.0114030,.0105031,.0000000,.0000000,.0000000,.0000000
128.98,.1911517,.1623369,.1385195,.1175188,.0997041,.0845881,.0717467,.0608693,.0516536,.0114057,.0105056,.0000000,.0000000,.0000000,.0000000
129.98,.1910526,.1622716,.1385550,.1175490,.0997297,.0846098,.0717643,.0608842,.0516669,.0114086,.0105083,.0000000,.0000000,.0000000,.0000000
130.98,.1907938,.1622288,.1386197,.1176038,.0997765,.0846496,.0717971,.0609121,.0516913,.0114140,.0105132,.0000000,.0000000,.0000000,.0000000
131.98,.1905785,.1621088,.1386916,.1176648,.0998286,.0846938,.0718336,.0609431,.0517184,.0114200,.0105187,.0000000,.0000000,.0000000,.0000000
132.98,.1901988,.1620606,.1387828,.1177422,.0998947,.0847498,.0718815,.0609836,.0517528,.0114276,.0105257,.0000000,.0000000,.0000000,.0000000
133.98,.1898632,.1619898,.1388696,.1178159,.0999578,.0848033,.0719260,.0610214,.0517857,.0114348,.0105324,.0000000,.0000000,.0000000,.0000000
134.98,.1891801,.1618009,.1390562,.1179741,.1000927,.0849178,.0720222,.0611030,.0518558,.0114503,.0105467,.0000000,.0000000,.0000000,.0000000
135.98,.1878174,.1616708,.1393753,.1182449,.1003243,.0851143,.0721865,.0612424,.0519761,.0114769,.0105711,.0000000,.0000000,.0000000,.0000000
136.98,.1862287,.1613480,.1397817,.1185896,.1006209,.0853659,.0723990,.0614227,.0521301,.0115109,.0106025,.0000000,.0000000,.0000000,.0000000
137.98,.1840343,.1611357,.1402943,.1190245,.1009939,.0856823,.0726663,.0616495,.0523237,.0115536,.0106419,.0000000,.0000000,.0000000,.0000000
138.98,.1798845,.1609276,.1412250,.1198142,.1016674,.0862537,.0731503,.0620601,.0526733,.0116308,.0107130,.0000000,.0000000,.0000000,.0000000
139.98,.1813135,.1598970,.1411318,.1197351,.1016092,.0862044,.0731090,.0620251,.0526436,.0116243,.0107069,.0000000,.0000000,.0000000,.0000000
140.98,.1917228,.1607907,.1387180,.1176872,.0998632,.0847230,.0718510,.0609578,.0517389,.0114245,.0105229,.0000000,.0000000,.0000000,.0000000
141.98,.1916112,.1604329,.1388145,.1177691,.0999377,.0847863,.0719043,.0610030,.0517773,.0114330,.0105307,.0000000,.0000000,.0000000,.0000000
142.98,.1915231,.1603074,.1388629,.1178102,.0999694,.0848131,.0719271,.0610224,.0517937,.0114366,.0105341,.0000000,.0000000,.0000000,.0000000
143.98,.1910038,.1599410,.1390501,.1179690,.1001069,.0849299,.0720264,.0611066,.0518652,.0114524,.0105486,.0000000,.0000000,.0000000,.0000000
144.98,.1902660,.1597304,.1392521,.1181403,.1002536,.0850543,.0721322,.0611964,.0519414,.0114692,.0105641,.0000000,.0000000,.0000000,.0000000
145.98,.1899037,.1594066,.1393977,.1182639,.1003598,.0851444,.0722090,.0612615,.0519966,.0114814,.0105753,.0000000,.0000000,.0000000,.0000000
146.98,.1892238,.1593284,.1395597,.1184013,.1004773,.0852441,.0722924,.0613323,.0520580,.0114950,.0105878,.0000000,.0000000,.0000000,.0000000
147.98,.1886203,.1592228,.1397101,.1185289,.1005871,.0853372,.0723718,.0613996,.0521152,.0115076,.0105994,.0000000,.0000000,.0000000,.0000000
148.98,.1879694,.1588660,.1399254,.1187116,.1007431,.0854695,.0724829,.0614939,.0521966,.0115256,.0106160,.0000000,.0000000,.0000000,.0000000
149.98,.1859252,.1581353,.1405155,.1192122,.1011731,.0858343,.0727917,.0617559,.0524204,.0115750,.0106615,.0000000,.0000000,.0000000,.0000000
150.98,.1830783,.1569168,.1413780,.1199440,.1018043,.0863699,.0732448,.0621403,.0527482,.0116474,.0107282,.0000000,.0000000,.0000000,.0000000
151.98,.1790703,.1554265,.1425455,.1209344,.1026570,.0870932,.0738579,.0626604,.0531913,.0117452,.0108183,.0000000,.0000000,.0000000,.0000000
152.98,.1784196,.1550333,.1427622,.1211183,.1028207,.0872321,.0739764,.0627610,.0532767,.0117641,.0108357,.0000000,.0000000,.0000000,.0000000
153.98,.1921807,.1614059,.1384810,.1174862,.0997024,.0845866,.0717291,.0608543,.0516599,.0114071,.0105068,.0000000,.0000000,.0000000,.0000000
154.98,.1920026,.1605066,.1387065,.1176774,.0998725,.0847309,.0718496,.0609566,.0517467,.0114262,.0105245,.0000000,.0000000,.0000000,.0000000
155.98,.1920362,.1606245,.1386783,.1176536,.0998471,.0847093,.0718313,.0609411,.0517335,.0114233,.0105218,.0000000,.0000000,.0000000,.0000000
156.98,.1915889,.1598428,.1389376,.1178736,.1000381,.0848714,.0719693,.0610582,.0518328,.0114453,.0105420,.0000000,.0000000,.0000000,.0000000
157.98,.1906022,.1583683,.1394563,.1183136,.1004221,.0851972,.0722443,.0612914,.0520326,.0114894,.0105826,.0000000,.0000000,.0000000,.0000000
158.98,.1889418,.1558041,.1403496,.1190715,.1010777,.0857533,.0727181,.0616934,.0523738,.0115647,.0106520,.0000000,.0000000,.0000000,.0000000
159.98,.1861775,.1535810,.1414043,.1199662,.1018529,.0864110,.0732756,.0621664,.0527773,.0116538,.0107341,.0000000,.0000000,.0000000,.0000000
160.98,.1826432,.1512907,.1426338,.1210094,.1027598,.0871804,.0739271,.0627192,.0532486,.0117579,.0108300,.0000000,.0000000,.0000000,.0000000
161.98,.1782705,.1484098,.1441705,.1223131,.1038842,.0881343,.0747395,.0634084,.0538337,.0118871,.0109490,.0000000,.0000000,.0000000,.0000000
162.98,.1799222,.1446048,.1445772,.1226581,.1042417,.0884376,.0749962,.0636261,.0540208,.0119284,.0109870,.0000000,.0000000,.0000000,.0000000
163.98,.1817321,.1433215,.1444552,.1225547,.1041637,.0883714,.0749416,.0635798,.0539814,.0119197,.0109790,.0000000,.0000000,.0000000,.0000000
164.98,.1947733,.1491111,.1404058,.1191192,.1012671,.0859139,.0728558,.0618102,.0524812,.0115884,.0106739,.0000000,.0000000,.0000000,.0000000
165.98,.1936633,.1493182,.1406008,.1192846,.1014032,.0860294,.0729570,.0618961,.0525541,.0116045,.0106887,.0000000,.0000000,.0000000,.0000000
166.98,.1927975,.1458566,.1415064,.1200529,.1020798,.0866034,.0734439,.0623092,.0529073,.0116825,.0107605,.0000000,.0000000,.0000000,.0000000
167.98,.1905567,.1427838,.1426203,.1209979,.1029097,.0873074,.0740413,.0628160,.0533402,.0117781,.0108486,.0000000,.0000000,.0000000,.0000000
168.98,.1855634,.1385082,.1445447,.1226305,.1043648,.0885419,.0750914,.0637069,.0540994,.0119457,.0110030,.0000000,.0000000,.0000000,.0000000
169.98,.1791922,.1321009,.1472027,.1248856,.1063689,.0902420,.0765376,.0649339,.0551442,.0121764,.0112155,.0000000,.0000000,.0000000,.0000000
170.98,.1698074,.1277964,.1500336,.1272873,.1085228,.0920693,.0780931,.0662535,.0562681,.0124246,.0114441,.0000000,.0000000,.0000000,.0000000
171.98,.1602547,.1227482,.1530314,.1298305,.1108292,.0940259,.0797601,.0676678,.0574726,.0126906,.0116891,.0000000,.0000000,.0000000,.0000000
172.98,.1504185,.1169129,.1561751,.1324977,.1133383,.0961544,.0815752,.0692077,.0587842,.0129802,.0119558,.0000000,.0000000,.0000000,.0000000
173.98,.1390863,.1078647,.1602476,.1359527,.1166090,.0989291,.0839414,.0712151,.0604931,.0133575,.0123034,.0000000,.0000000,.0000000,.0000000
174.98,.1280574,.0953447,.1648936,.1398942,.1204182,.1021606,.0866922,.0735489,.0624846,.0137973,.0127084,.0000000,.0000000,.0000000,.0000000
175.98,.1167503,.0800194,.1699351,.1441713,.1248141,.1058896,.0898859,.0762584,.0647915,.0143067,.0131776,.0000000,.0000000,.0000000,.0000000
176.98,.0998467,.0564941,.1776051,.1506784,.1314864,.1115497,.0947218,.0803611,.0682888,.0150789,.0138889,.0000000,.0000000,.0000000,.0000000
