Time (days),up1,up2,up3,up4,up5,up6,up7,up8,up9,up10,up11,up12,up13,up14,up15
1034.98,.0003446,.0002857,.0000353,.0000293,.4159360,.0723372,.0014070,.0011699,.3570313,.0788228,.0726010,.0000000,.0000000,.0000000,.0000000
1035.98,.0003447,.0002858,.0000353,.0000293,.4160555,.0723579,.0014074,.0011702,.3569332,.0788004,.0725803,.0000000,.0000000,.0000000,.0000000
1036.98,.0003447,.0002858,.0000353,.0000293,.4160555,.0723579,.0014074,.0011702,.3569332,.0788004,.0725803,.0000000,.0000000,.0000000,.0000000
1037.98,.0002055,.0002858,.0000353,.0000293,.4161134,.0723680,.0014076,.0011704,.3569829,.0788114,.0725904,.0000000,.0000000,.0000000,.0000000
1038.98,.0003443,.0002854,.0000214,.0000178,.4155599,.0722718,.0019133,.0015910,.3567083,.0787515,.0725353,.0000000,.0000000,.0000000,.0000000
1039.98,.0005684,.0002854,.0000214,.0000178,.4154667,.0722556,.0019129,.0015906,.3566284,.0787338,.0725191,.0000000,.0000000,.0000000,.0000000
1040.98,.5343022,.0000793,.0000100,.0000083,.1936143,.0336723,.0008914,.0007413,.1661947,.0366913,.0337951,.0000000,.0000000,.0000000,.0000000
1041.98,.0000000,.0007668,.0000214,.0000178,.4155029,.0722618,.0019131,.0015908,.3566594,.0787407,.0725254,.0000000,.0000000,.0000000,.0000000
1042.98,.0000000,.0029235,.0000207,.0000171,.4179306,.0857420,.0018455,.0015346,.3440625,.0759596,.0699638,.0000000,.0000000,.0000000,.0000000
1043.98,.3474847,.2925626,.0560412,.0469038,.1068735,.0185868,.0004921,.0004092,.0917381,.0202533,.0186546,.0000000,.0000000,.0000000,.0000000
1044.98,.2803900,.2366938,.1484831,.1258649,.0867306,.0150837,.0003993,.0003320,.0744478,.0164361,.0151387,.0000000,.0000000,.0000000,.0000000
1045.98,.2755879,.2325234,.1545268,.1310332,.0857993,.0149217,.0003950,.0003285,.0736484,.0162596,.0149761,.0000000,.0000000,.0000000,.0000000
1046.98,.2734411,.2311359,.1565696,.1327758,.0856949,.0149036,.0003946,.0003281,.0735588,.0162398,.0149579,.0000000,.0000000,.0000000,.0000000
1047.98,.2721331,.2300845,.1573152,.1334082,.0861030,.0149745,.0003964,.0003296,.0739091,.0163171,.0150291,.0000000,.0000000,.0000000,.0000000
1048.98,.2727238,.2299535,.1562339,.1324808,.0867472,.0150866,.0003994,.0003321,.0744621,.0164392,.0151416,.0000000,.0000000,.0000000,.0000000
1049.98,.2735533,.2280056,.1532419,.1299314,.0901024,.0184853,.0005380,.0004474,.0742174,.0163853,.0150920,.0000000,.0000000,.0000000,.0000000
1050.98,.2623511,.2220803,.1700493,.1442629,.0842378,.0172821,.0005030,.0004183,.0693867,.0153188,.0141097,.0000000,.0000000,.0000000,.0000000
1051.98,.2617782,.2219085,.1702949,.1444712,.0843595,.0173071,.0005037,.0004189,.0694869,.0153410,.0141301,.0000000,.0000000,.0000000,.0000000
1052.98,.2619890,.2222693,.1693080,.1436322,.0848625,.0174103,.0005067,.0004214,.0699380,.0154407,.0142219,.0000000,.0000000,.0000000,.0000000
1053.98,.2599579,.2210191,.1672825,.1419116,.0881019,.0211526,.0005072,.0004218,.0699697,.0154475,.0142282,.0000000,.0000000,.0000000,.0000000
1054.98,.2600731,.2216975,.1655243,.1404151,.0891352,.0214007,.0005132,.0004267,.0707903,.0156287,.0143951,.0000000,.0000000,.0000000,.0000000
1055.98,.2574794,.2199414,.1634712,.1386684,.0924479,.0257320,.0005155,.0004286,.0711422,.0157065,.0144668,.0000000,.0000000,.0000000,.0000000
1056.98,.2564578,.2187046,.1606024,.1362280,.0952215,.0304037,.0005161,.0004291,.0712273,.0157253,.0144841,.0000000,.0000000,.0000000,.0000000
1057.98,.0000000,.2912111,.2127513,.1804566,.1307095,.0473363,.0009279,.0007717,.0953814,.0210582,.0193960,.0000000,.0000000,.0000000,.0000000
1058.98,.2542512,.2150732,.1563073,.1325755,.0993160,.0403179,.0006893,.0005732,.0708477,.0156417,.0144070,.0000000,.0000000,.0000000,.0000000
1059.98,.0000000,.2890686,.2082899,.1766576,.1338974,.0543564,.0009293,.0007728,.0955166,.0210880,.0194235,.0000000,.0000000,.0000000,.0000000
1060.98,.2524513,.2134849,.1543267,.1308896,.1012617,.0455385,.0006885,.0005726,.0707704,.0156246,.0143913,.0000000,.0000000,.0000000,.0000000
1061.98,.2524699,.2134289,.1534436,.1301335,.1019440,.0458453,.0006931,.0005764,.0712472,.0157298,.0144883,.0000000,.0000000,.0000000,.0000000
1062.98,.2506334,.2117987,.1514140,.1284037,.1038647,.0511479,.0006932,.0005764,.0712491,.0157303,.0144887,.0000000,.0000000,.0000000,.0000000
1063.98,.0000000,.2826369,.2020559,.1713497,.1386033,.0682548,.0009250,.0007692,.0950791,.0209914,.0193345,.0000000,.0000000,.0000000,.0000000
1064.98,.2495944,.2099661,.1492247,.1265373,.1056287,.0563332,.0006930,.0005763,.0712339,.0157269,.0144856,.0000000,.0000000,.0000000,.0000000
1065.98,.2487096,.2099979,.1483287,.1257655,.1066346,.0568697,.0006996,.0005818,.0719123,.0158767,.0146235,.0000000,.0000000,.0000000,.0000000
1066.98,.2447842,.2076724,.1481973,.1256541,.1082250,.0618649,.0006990,.0005813,.0718486,.0158626,.0146106,.0000000,.0000000,.0000000,.0000000
1067.98,.2444037,.2073495,.1471434,.1247464,.1092788,.0624673,.0007058,.0005869,.0725482,.0160171,.0147528,.0000000,.0000000,.0000000,.0000000
1068.98,.2402579,.2052405,.1457261,.1235279,.1118430,.0678811,.0007120,.0005921,.0731811,.0161568,.0148815,.0000000,.0000000,.0000000,.0000000
1069.98,.2562685,.2029126,.1390404,.1178175,.1113386,.0675750,.0007088,.0005894,.0728510,.0160839,.0148144,.0000000,.0000000,.0000000,.0000000
1070.98,.2547301,.2016945,.1382057,.1171102,.1121715,.0716711,.0007045,.0005859,.0724137,.0159874,.0147255,.0000000,.0000000,.0000000,.0000000
1071.98,.0000000,.0000000,.2542531,.2154442,.2063587,.1318513,.0012960,.0010778,.1332174,.0294115,.0270900,.0000000,.0000000,.0000000,.0000000
1072.98,.2523798,.2023305,.1386416,.1174795,.1125252,.0718971,.0007067,.0005877,.0726421,.0160378,.0147719,.0000000,.0000000,.0000000,.0000000
1073.98,.2506563,.2034519,.1369783,.1160421,.1139661,.0728177,.0007158,.0005952,.0735722,.0162432,.0149611,.0000000,.0000000,.0000000,.0000000
1074.98,.0000000,.2725618,.1798261,.1522966,.1538306,.0982889,.0009661,.0008034,.0993073,.0219249,.0201943,.0000000,.0000000,.0000000,.0000000
1075.98,.0000000,.2704932,.1784613,.1511407,.1545930,.1032025,.0009588,.0007973,.0985536,.0217585,.0200411,.0000000,.0000000,.0000000,.0000000
1076.98,.2485258,.2021074,.1343931,.1138190,.1164187,.0777183,.0007220,.0006004,.0742173,.0163856,.0150922,.0000000,.0000000,.0000000,.0000000
1077.98,.2497030,.2026821,.1316878,.1114887,.1177093,.0785798,.0007300,.0006071,.0750018,.0165587,.0152516,.0000000,.0000000,.0000000,.0000000
1078.98,.0000000,.2699551,.1753967,.1484934,.1567786,.1046616,.0012978,.0010793,.0999469,.0220661,.0203244,.0000000,.0000000,.0000000,.0000000
1079.98,.0000000,.0000000,.2402547,.2034031,.2147520,.1433632,.0017777,.0014784,.1369052,.0302257,.0278399,.0000000,.0000000,.0000000,.0000000
1080.98,.0000000,.0000000,.2379386,.2014422,.2151959,.1491074,.0017606,.0014642,.1355853,.0299343,.0275716,.0000000,.0000000,.0000000,.0000000
1081.98,.0000000,.0000000,.0000000,.2643385,.2823865,.1956632,.0023103,.0019213,.1779192,.0392807,.0361802,.0000000,.0000000,.0000000,.0000000
1082.98,.0000000,.0000000,.0000000,.0000000,.3838539,.2659691,.0031404,.0026117,.2418493,.0533951,.0491805,.0000000,.0000000,.0000000,.0000000
1083.98,.0000000,.0000000,.0000000,.0000000,.0000000,.4316656,.0050969,.0042388,.3925194,.0866598,.0798196,.0000000,.0000000,.0000000,.0000000
1084.98,.0000000,.0000000,.0000000,.0000000,.0000000,.4316656,.0050969,.0042388,.3925194,.0866598,.0798196,.0000000,.0000000,.0000000,.0000000
1085.98,.0000000,.0000000,.0000000,.0000000,.0000000,.4316656,.0050969,.0042388,.3925194,.0866598,.0798196,.0000000,.0000000,.0000000,.0000000
1086.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0089681,.0074582,.6906486,.1524803,.1404448,.0000000,.0000000,.0000000,.0000000
1087.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0089681,.0074582,.6906486,.1524803,.1404448,.0000000,.0000000,.0000000,.0000000
1088.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0075257,.6968984,.1538602,.1417157,.0000000,.0000000,.0000000,.0000000
1089.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0075257,.6968984,.1538602,.1417157,.0000000,.0000000,.0000000,.0000000
1090.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0075257,.6968984,.1538602,.1417157,.0000000,.0000000,.0000000,.0000000
1091.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.7021828,.1550268,.1427903,.0000000,.0000000,.0000000,.0000000
1092.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.7021828,.1550268,.1427903,.0000000,.0000000,.0000000,.0000000
1093.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.7021828,.1550268,.1427903,.0000000,.0000000,.0000000,.0000000
1094.98,.6943434,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.2146268,.0473850,.0436448,.0000000,.0000000,.0000000,.0000000
1095.98,.7266822,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.1919186,.0423718,.0390274,.0000000,.0000000,.0000000,.0000000
1096.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0099504,.6951942,.1534851,.1413703,.0000000,.0000000,.0000000,.0000000
1097.98,.7080594,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0244749,.1878063,.0414661,.0381933,.0000000,.0000000,.0000000,.0000000
1098.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.4381935,.3944751,.0871027,.0802286,.0000000,.0000000,.0000000,.0000000
1096.98,.5911111,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.1835711,.1582075,.0349336,.0321767,.0000000,.0000000,.0000000,.0000000
1097.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.4517082,.3849840,.0850083,.0782996,.0000000,.0000000,.0000000,.0000000
1098.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.4519760,.3847958,.0849668,.0782614,.0000000,.0000000,.0000000,.0000000
1099.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.4523401,.3845401,.0849104,.0782094,.0000000,.0000000,.0000000,.0000000
1100.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.4525420,.3843982,.0848792,.0781806,.0000000,.0000000,.0000000,.0000000
1101.98,.5888833,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.1860930,.1580006,.0348882,.0321349,.0000000,.0000000,.0000000,.0000000
1102.98,.5887497,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.1862166,.1580076,.0348898,.0321364,.0000000,.0000000,.0000000,.0000000
1103.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.4528488,.3841825,.0848317,.0781369,.0000000,.0000000,.0000000,.0000000
1104.98,.4826854,.0000000,.0000000,.0000000,.0000000,.0000000,.1800326,.1527382,.1295775,.0286121,.0263541,.0000000,.0000000,.0000000,.0000000
1105.98,.4826770,.0000000,.0000000,.0000000,.0000000,.0000000,.1800356,.1527408,.1295795,.0286126,.0263545,.0000000,.0000000,.0000000,.0000000
1106.98,.4826946,.0000000,.0000000,.0000000,.0000000,.0000000,.1800296,.1527357,.1295750,.0286116,.0263536,.0000000,.0000000,.0000000,.0000000
1107.98,.3424363,.2905780,.0000000,.0000000,.0000000,.0000000,.1277163,.1083535,.0919227,.0202975,.0186957,.0000000,.0000000,.0000000,.0000000
1108.98,.3424285,.2905796,.0000000,.0000000,.0000000,.0000000,.1277184,.1083552,.0919244,.0202979,.0186960,.0000000,.0000000,.0000000,.0000000
1109.98,.3424280,.2905807,.0000000,.0000000,.0000000,.0000000,.1277182,.1083550,.0919242,.0202979,.0186960,.0000000,.0000000,.0000000,.0000000
1110.98,.3424212,.2905827,.0000000,.0000000,.0000000,.0000000,.1277198,.1083564,.0919255,.0202982,.0186963,.0000000,.0000000,.0000000,.0000000
1111.98,.0000000,.4418975,.0000000,.0000000,.0000000,.0000000,.1942273,.1647809,.1397941,.0308681,.0284320,.0000000,.0000000,.0000000,.0000000
1112.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.3480136,.2952519,.2504814,.0553090,.0509441,.0000000,.0000000,.0000000,.0000000
1113.98,.0000000,.0000000,.0000000,.0000000,.0000000,.0000000,.3480121,.2952506,.2504833,.0553094,.0509445,.0000000,.0000000,.0000000,.0000000
1114.98,.0000000,.0000000,.0000000,.0000000,.0000000,.2909065,.2467711,.2093586,.1776187,.0392201,.0361250,.0000000,.0000000,.0000000,.0000000
1115.98,.0000000,.0000000,.0000000,.0000000,.0000000,.2909095,.2467680,.2093559,.1776207,.0392206,.0361254,.0000000,.0000000,.0000000,.0000000
1116.98,.0000000,.0000000,.0000000,.0000000,.0000000,.2909133,.2467645,.2093530,.1776224,.0392210,.0361257,.0000000,.0000000,.0000000,.0000000
1117.98,.0000000,.0000000,.0000000,.0000000,.0000000,.2909146,.2467632,.2093519,.1776233,.0392212,.0361259,.0000000,.0000000,.0000000,.0000000
1118.98,.0000000,.0000000,.0000000,.0000000,.2553434,.2166312,.1837537,.1558951,.1322687,.0292064,.0269015,.0000000,.0000000,.0000000,.0000000
1119.98,.0000000,.0000000,.0000000,.0000000,.2553443,.2166320,.1837524,.1558940,.1322692,.0292065,.0269016,.0000000,.0000000,.0000000,.0000000
1120.98,.0000000,.0000000,.0000000,.0000000,.2553464,.2166338,.1837497,.1558918,.1322699,.0292066,.0269017,.0000000,.0000000,.0000000,.0000000
1121.98,.0000000,.0000000,.0000000,.0000000,.2553502,.2166370,.1837452,.1558879,.1322710,.0292069,.0269019,.0000000,.0000000,.0000000,.0000000
1122.98,.0000000,.0000000,.0000000,.0000000,.2553532,.2166395,.1837417,.1558850,.1322715,.0292070,.0269020,.0000000,.0000000,.0000000,.0000000
1123.98,.0000000,.0000000,.0000000,.0000000,.2553546,.2166407,.1837398,.1558833,.1322723,.0292072,.0269022,.0000000,.0000000,.0000000,.0000000
1124.98,.3298355,.0000000,.0000000,.0000000,.1711306,.1451858,.1231345,.1044663,.0886448,.0195737,.0180290,.0000000,.0000000,.0000000,.0000000
1125.98,.3298708,.0000000,.0000000,.0000000,.1711226,.1451790,.1231265,.1044595,.0886406,.0195728,.0180282,.0000000,.0000000,.0000000,.0000000
1126.98,.0000000,.0000000,.0000000,.0000000,.2553595,.2166449,.1837332,.1558777,.1322744,.0292076,.0269026,.0000000,.0000000,.0000000,.0000000
1127.98,.3298558,.0000000,.0000000,.0000000,.1711275,.1451832,.1231277,.1044605,.0886432,.0195734,.0180287,.0000000,.0000000,.0000000,.0000000
1128.98,.3299166,.0000000,.0000000,.0000000,.1711119,.1451699,.1231164,.1044509,.0886355,.0195717,.0180271,.0000000,.0000000,.0000000,.0000000
1129.98,.2577379,.2188397,.0000000,.0000000,.1336607,.1133966,.0961699,.0815898,.0692358,.0152880,.0140815,.0000000,.0000000,.0000000,.0000000
1130.98,.2577459,.2188394,.0000000,.0000000,.1336577,.1133941,.0961696,.0815895,.0692348,.0152878,.0140813,.0000000,.0000000,.0000000,.0000000
1131.98,.2226778,.1890589,.0000000,.1360821,.1154668,.0979611,.0830824,.0704864,.0598123,.0132072,.0121649,.0000000,.0000000,.0000000,.0000000
1132.98,.2226922,.1890566,.0000000,.1360801,.1154635,.0979583,.0830814,.0704856,.0598109,.0132069,.0121646,.0000000,.0000000,.0000000,.0000000
1133.98,.0000000,.2016177,.1710531,.1451200,.1231323,.1044644,.0886022,.0751694,.0637840,.0140842,.0129727,.0000000,.0000000,.0000000,.0000000
1134.98,.0000000,.0000000,.2142489,.1817671,.1542258,.1308439,.1109794,.0941540,.0798913,.0176409,.0162487,.0000000,.0000000,.0000000,.0000000
1135.98,.0000000,.0000000,.2142489,.1817670,.1542258,.1308439,.1109794,.0941540,.0798915,.0176409,.0162487,.0000000,.0000000,.0000000,.0000000
1136.98,.0000000,.0000000,.0000000,.2313320,.1962806,.1665229,.1412354,.1198229,.1016757,.0224511,.0206793,.0000000,.0000000,.0000000,.0000000
1137.98,.0000000,.0000000,.0000000,.2313321,.1962818,.1665239,.1412339,.1198217,.1016761,.0224512,.0206794,.0000000,.0000000,.0000000,.0000000
1138.98,.0000000,.0000000,.0000000,.2313320,.1962830,.1665248,.1412323,.1198203,.1016767,.0224513,.0206795,.0000000,.0000000,.0000000,.0000000
1139.98,.0000000,.0000000,.0000000,.2313332,.1962840,.1665257,.1412305,.1198188,.1016769,.0224514,.0206796,.0000000,.0000000,.0000000,.0000000
1140.98,.0000000,.0000000,.0000000,.2313332,.1962840,.1665257,.1412305,.1198188,.1016769,.0224514,.0206796,.0000000,.0000000,.0000000,.0000000
1141.98,.0000000,.0000000,.0000000,.2313319,.1962842,.1665259,.1412306,.1198189,.1016774,.0224515,.0206796,.0000000,.0000000,.0000000,.0000000
1142.98,.0000000,.0000000,.0000000,.2313332,.1962853,.1665268,.1412287,.1198172,.1016776,.0224515,.0206797,.0000000,.0000000,.0000000,.0000000
1143.98,.0000000,.0000000,.0000000,.2313318,.1962855,.1665270,.1412288,.1198174,.1016780,.0224516,.0206798,.0000000,.0000000,.0000000,.0000000
1144.98,.0000000,.0000000,.0000000,.2313318,.1962855,.1665270,.1412288,.1198174,.1016780,.0224516,.0206798,.0000000,.0000000,.0000000,.0000000
1145.98,.0000000,.0000000,.0000000,.2313317,.1962854,.1665269,.1412288,.1198173,.1016783,.0224517,.0206798,.0000000,.0000000,.0000000,.0000000
1146.98,.2745488,.0000000,.0000000,.1678199,.1423955,.1208072,.1024546,.0869216,.0737627,.0162876,.0150022,.0000000,.0000000,.0000000,.0000000
1147.98,.0000000,.0000000,.0000000,.2313316,.1962853,.1665269,.1412287,.1198173,.1016786,.0224517,.0206799,.0000000,.0000000,.0000000,.0000000
1148.98,.0000000,.0000000,.0000000,.2313316,.1962854,.1665269,.1412287,.1198172,.1016786,.0224517,.0206799,.0000000,.0000000,.0000000,.0000000
1149.98,.2746870,.0000000,.0000000,.1677917,.1423663,.1207824,.1024355,.0869054,.0737481,.0162844,.0149993,.0000000,.0000000,.0000000,.0000000
1150.98,.2227537,.1890465,.0000000,.1360710,.1154502,.0979470,.0830756,.0704807,.0598058,.0132058,.0121636,.0000000,.0000000,.0000000,.0000000
1151.98,.0000000,.0000000,.2142514,.1817691,.1542213,.1308401,.1109814,.0941557,.0798913,.0176409,.0162487,.0000000,.0000000,.0000000,.0000000
1152.98,.0000000,.0000000,.2142503,.1817682,.1542200,.1308390,.1109839,.0941578,.0798912,.0176409,.0162487,.0000000,.0000000,.0000000,.0000000
1153.98,.0000000,.0000000,.0000000,.2313302,.1962713,.1665150,.1412459,.1198319,.1016754,.0224510,.0206792,.0000000,.0000000,.0000000,.0000000
1154.98,.0000000,.0000000,.0000000,.2313302,.1962713,.1665149,.1412459,.1198319,.1016755,.0224511,.0206793,.0000000,.0000000,.0000000,.0000000
1155.98,.2746543,.0000000,.0000000,.1677937,.1423645,.1207809,.1024521,.0869195,.0737503,.0162849,.0149997,.0000000,.0000000,.0000000,.0000000
1156.98,.0000000,.0000000,.2142499,.1817679,.1542184,.1308376,.1109855,.0941592,.0798918,.0176410,.0162488,.0000000,.0000000,.0000000,.0000000
1157.98,.0000000,.0000000,.2142489,.1817670,.1542172,.1308367,.1109871,.0941606,.0798924,.0176411,.0162489,.0000000,.0000000,.0000000,.0000000
1158.98,.0000000,.0000000,.2142483,.1817665,.1542172,.1308366,.1109871,.0941606,.0798933,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
1159.98,.0000000,.0000000,.2142477,.1817660,.1542177,.1308371,.1109867,.0941602,.0798939,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1160.98,.0000000,.0000000,.2142475,.1817659,.1542181,.1308374,.1109862,.0941598,.0798943,.0176415,.0162493,.0000000,.0000000,.0000000,.0000000
1161.98,.0000000,.0000000,.2142474,.1817658,.1542186,.1308378,.1109857,.0941593,.0798946,.0176416,.0162494,.0000000,.0000000,.0000000,.0000000
1162.98,.0000000,.0000000,.0000000,.2313263,.1962687,.1665128,.1412477,.1198334,.1016791,.0224519,.0206800,.0000000,.0000000,.0000000,.0000000
1163.98,.0000000,.0000000,.0000000,.2313268,.1962691,.1665131,.1412469,.1198327,.1016794,.0224519,.0206801,.0000000,.0000000,.0000000,.0000000
1164.98,.0000000,.0000000,.0000000,.2313266,.1962698,.1665137,.1412461,.1198321,.1016797,.0224520,.0206801,.0000000,.0000000,.0000000,.0000000
1165.98,.0000000,.0000000,.0000000,.2313265,.1962704,.1665142,.1412453,.1198314,.1016800,.0224521,.0206802,.0000000,.0000000,.0000000,.0000000
1166.98,.0000000,.0000000,.0000000,.2313265,.1962704,.1665142,.1412453,.1198314,.1016800,.0224521,.0206802,.0000000,.0000000,.0000000,.0000000
1167.98,.2746701,.0000000,.0000000,.1677879,.1423613,.1207782,.1024488,.0869168,.0737518,.0162852,.0150000,.0000000,.0000000,.0000000,.0000000
1168.98,.0000000,.0000000,.0000000,.2313265,.1962704,.1665142,.1412453,.1198314,.1016800,.0224521,.0206802,.0000000,.0000000,.0000000,.0000000
1169.98,.0000000,.0000000,.0000000,.2313266,.1962698,.1665137,.1412461,.1198320,.1016797,.0224520,.0206801,.0000000,.0000000,.0000000,.0000000
1170.98,.0000000,.0000000,.0000000,.2313262,.1962687,.1665128,.1412477,.1198334,.1016792,.0224519,.0206800,.0000000,.0000000,.0000000,.0000000
1171.98,.0000000,.0000000,.0000000,.2313255,.1962689,.1665129,.1412478,.1198335,.1016793,.0224519,.0206801,.0000000,.0000000,.0000000,.0000000
1172.98,.2746885,.0000000,.0000000,.1677832,.1423557,.1207734,.1024491,.0869170,.0737490,.0162846,.0149994,.0000000,.0000000,.0000000,.0000000
1173.98,.2747107,.0000000,.0000000,.1677793,.1423500,.1207686,.1024472,.0869153,.0737461,.0162840,.0149989,.0000000,.0000000,.0000000,.0000000
1174.98,.1919972,.1629086,.1382104,.1172566,.0994832,.0844008,.0715986,.0607436,.0515386,.0113803,.0104822,.0000000,.0000000,.0000000,.0000000
1175.98,.0000000,.2016183,.1710517,.1451189,.1231226,.1044562,.0886119,.0751776,.0637853,.0140845,.0129730,.0000000,.0000000,.0000000,.0000000
1176.98,.0000000,.0000000,.2142477,.1817660,.1542156,.1308353,.1109892,.0941623,.0798934,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
1177.98,.0000000,.0000000,.2142473,.1817656,.1542161,.1308357,.1109890,.0941621,.0798936,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1178.98,.0000000,.0000000,.2142472,.1817656,.1542165,.1308360,.1109886,.0941618,.0798938,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1179.98,.0000000,.0000000,.2142472,.1817655,.1542165,.1308360,.1109886,.0941618,.0798938,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1180.98,.0000000,.2016176,.1710512,.1451185,.1231234,.1044569,.0886116,.0751774,.0637857,.0140846,.0129730,.0000000,.0000000,.0000000,.0000000
1181.98,.1919862,.1629103,.1382121,.1172581,.0994849,.0844022,.0715995,.0607444,.0515395,.0113805,.0104824,.0000000,.0000000,.0000000,.0000000
1182.98,.0000000,.0000000,.2142482,.1817664,.1542146,.1308344,.1109901,.0941631,.0798930,.0176412,.0162490,.0000000,.0000000,.0000000,.0000000
1183.98,.0000000,.0000000,.2142475,.1817658,.1542155,.1308351,.1109896,.0941627,.0798933,.0176413,.0162491,.0000000,.0000000,.0000000,.0000000
1184.98,.0000000,.0000000,.2142470,.1817654,.1542159,.1308355,.1109894,.0941625,.0798936,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1185.98,.0000000,.0000000,.2142473,.1817656,.1542161,.1308357,.1109890,.0941622,.0798936,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1186.98,.2293403,.0000000,.1651117,.1400795,.1188481,.1008298,.0855347,.0725670,.0615708,.0135955,.0125226,.0000000,.0000000,.0000000,.0000000
1187.98,.0000000,.0000000,.2142474,.1817657,.1542158,.1308354,.1109893,.0941624,.0798935,.0176414,.0162491,.0000000,.0000000,.0000000,.0000000
1188.98,.0000000,.0000000,.2142473,.1817656,.1542161,.1308357,.1109890,.0941622,.0798936,.0176414,.0162492,.0000000,.0000000,.0000000,.0000000
1189.98,.0000000,.2016181,.1710511,.1451184,.1231233,.1044568,.0886116,.0751774,.0637856,.0140846,.0129730,.0000000,.0000000,.0000000,.0000000
1190.98,.1919821,.1629113,.1382126,.1172585,.0994855,.0844027,.0715999,.0607447,.0515397,.0113805,.0104824,.0000000,.0000000,.0000000,.0000000
1191.98,.1919839,.1629110,.1382123,.1172582,.0994851,.0844023,.0715999,.0607448,.0515395,.0113805,.0104824,.0000000,.0000000,.0000000,.0000000
1192.98,.1919819,.1629115,.1382128,.1172586,.0994854,.0844026,.0715998,.0607447,.0515397,.0113805,.0104824,.0000000,.0000000,.0000000,.0000000
1193.98,.1919753,.1629126,.1382137,.1172594,.0994866,.0844036,.0716003,.0607451,.0515403,.0113807,.0104825,.0000000,.0000000,.0000000,.0000000
1194.98,.1919848,.1629109,.1382122,.1172581,.0994855,.0844027,.0715991,.0607441,.0515397,.0113805,.0104824,.0000000,.0000000,.0000000,.0000000
1195.98,.1919732,.1629128,.1382138,.1172595,.0994872,.0844041,.0716003,.0607451,.0515406,.0113807,.0104826,.0000000,.0000000,.0000000,.0000000
1196.98,.1919679,.1629134,.1382148,.1172603,.0994882,.0844049,.0716006,.0607454,.0515411,.0113808,.0104827,.0000000,.0000000,.0000000,.0000000
1197.98,.1919658,.1629131,.1382151,.1172606,.0994890,.0844057,.0716003,.0607451,.0515415,.0113809,.0104828,.0000000,.0000000,.0000000,.0000000
1198.98,.0000000,.0000000,.2142471,.1817655,.1542178,.1308371,.1109868,.0941603,.0798944,.0176416,.0162493,.0000000,.0000000,.0000000,.0000000
1199.98,.0000000,.0000000,.2142467,.1817651,.1542180,.1308373,.1109870,.0941604,.0798945,.0176416,.0162493,.0000000,.0000000,.0000000,.0000000
1200.98,.0000000,.2016169,.1710508,.1451181,.1231254,.1044586,.0886097,.0751758,.0637866,.0140848,.0129732,.0000000,.0000000,.0000000,.0000000
1201.98,.1919527,.1629159,.1382171,.1172622,.0994915,.0844078,.0716006,.0607453,.0515427,.0113812,.0104830,.0000000,.0000000,.0000000,.0000000
1202.98,.1919493,.1629158,.1382177,.1172628,.0994923,.0844085,.0716006,.0607454,.0515432,.0113813,.0104831,.0000000,.0000000,.0000000,.0000000
1203.98,.1919456,.1629164,.1382183,.1172633,.0994932,.0844092,.0716006,.0607454,.0515436,.0113814,.0104832,.0000000,.0000000,.0000000,.0000000
1204.98,.1919369,.1629173,.1382198,.1172646,.0994947,.0844105,.0716011,.0607458,.0515444,.0113816,.0104833,.0000000,.0000000,.0000000,.0000000
