 !NB. This file contains data that is averaged or summed over daily periods.!
Time (days),mod_ET(mm/d),mod_LE(MJ/m2/d),mod_ET(MJ.m-2.d-1),mod_SoilE(mm/d),mod_can_evap(mm/d),weighted_SWP(MPa),plant_resistance_layer1,canopy_soil_resistance_layer1,LSC(mmol/m2/s/Mpa),sapflow(mm/d),mean-LAI
982,.8886081,2.1875249,1.8381120,.1164757,.0253635,-.3246730,3.8966664,6.0953315,.1776570,1.5028645,3.3799998
983,.9572065,2.3598193,1.7434214,.0987303,.1512368,-.3246730,3.9082292,6.0953315,.1779782,1.3893355,3.3699998
984,.8422845,2.0737759,1.8238848,.1284720,-.0265140,-.3247024,3.9198609,6.1049777,.1781290,1.4015660,3.3599998
985,.7272479,1.7861712,1.7043242,.1394232,-.1048508,-.3264829,3.9315619,6.2923762,.1751815,1.4382935,3.3499998
986,.9403135,2.3217033,1.6960096,.1124771,.1407891,-.3264708,3.9433331,6.2925599,.1755008,1.2944478,3.3399998
987,.8681139,2.1364706,1.9896483,.1537880,-.0940302,-.3264708,3.9551749,6.2925599,.1758244,1.4753164,3.3299998
988,.8545336,2.0953158,1.6920800,.1622410,.0033285,-.3269937,3.9670881,6.3008194,.1760075,1.4674816,3.3199998
989,.9114290,2.2470532,1.7633798,.1196007,.0766764,-.3269937,3.9790733,6.3008194,.1763334,1.3773564,3.3099998
990,.9035899,2.2215078,1.9287804,.1520458,-.0326749,-.3274456,3.9911311,6.5019428,.1732745,1.4545450,3.2999998
991,.9774709,2.3944789,2.2794024,.1928120,-.1457378,-.3274456,4.0032622,6.5019428,.1736005,1.6748013,3.2899998
992,1.4653837,3.5800318,2.6995220,.2375498,.1227838,-.3278759,4.0154672,6.5022832,.1739220,2.0686713,3.2799998
993,.9981651,2.4443201,2.2501071,.1944328,-.1148690,-.3278759,4.0277469,6.5022832,.1742505,1.9254135,3.2699998
994,.9827309,2.4104412,2.0309773,.1822592,-.0272227,-.3280450,4.0401020,6.5096303,.1744585,1.7129391,3.2599998
995,.9052064,2.2236270,1.5948226,.1305903,.1261062,-.3280450,4.0525331,6.5096303,.1747894,1.4535599,3.2499998
996,.3398258,.8414440,.7806642,.0263695,-.0015193,-.3278369,4.0650409,6.5029340,.1752324,.7893429,3.2399998
997,.4426335,1.0964839,.9785560,.0245290,.0233758,-.3282678,4.0776262,6.5034749,.1755569,.7326479,3.2299998
998,.3789655,.9383392,.9982880,.0298499,-.0530439,-.3284884,4.0902896,6.5101938,.1757801,.7822824,3.2199998
999,.6108713,1.5138289,1.3120114,.0625960,.0184839,-.3278038,4.1030319,6.7289084,.1725599,.9321921,3.2099998
1000,.7034558,1.7336976,1.3735552,.0834277,.0634099,-.3278038,4.1158539,6.7289084,.1728945,1.1283327,3.1999998
1001,.4012132,.9907276,1.2238091,.0375744,-.1308483,-.3278038,4.1287563,6.7289084,.1732304,1.0088428,3.1899998
1002,.7437238,1.8389055,1.4879040,.0742625,.0670345,-.3282873,4.1417398,6.7293417,.1735607,1.0591523,3.1799998
1003,.8541526,2.1054784,1.6996772,.1082768,.0562830,-.3265706,4.1548052,6.9748674,.1700629,1.2666376,3.1699998
1004,.7995813,1.9713804,1.5693547,.1088305,.0542438,-.3265706,4.1679533,6.9748674,.1703998,1.3341944,3.1599998
1005,.7526751,1.8543588,1.6739773,.1109855,-.0376817,-.3265706,4.1811849,6.9748674,.1707380,1.2760048,3.1499998
1006,.8079858,1.9846974,1.8199223,.1396761,-.0724849,-.3270995,4.1945008,6.9753905,.1710695,1.3912736,3.1399998
1007,.7807991,1.9164837,1.8202089,.1407151,-.1014022,-.3270995,4.2079018,6.9753905,.1714104,1.4603549,3.1299998
1008,.3927792,.9644259,1.1384030,.0556965,-.1243841,-.3270995,4.2213886,6.9753905,.1717527,1.1759735,3.1199998
1009,.0591680,.1466893,.3352270,.0133717,-.0894265,-.5787832,4.2349622,3.5633721,.2473939,.3867993,3.1099998
1010,-.3612195,-.8989486,.3608953,.0203364,-.5267359,-.3185363,4.2486234,1.7415136,.3231118,.3660768,3.0999998
1011,-.2143505,-.5349565,.6968450,.0252166,-.5201946,-.3585638,4.2623730,1.7018852,.3255640,.5501527,3.0899998
1012,.9254296,2.2876878,1.6037961,.0912982,.1850467,-.3897135,4.2762119,1.8298474,.3190359,1.2027164,3.0799998
1013,.1821247,.4513863,1.0401188,.0517152,-.2881793,-.4284557,4.2901409,1.9573593,.3128287,.8475661,3.0699998
1014,.4305039,1.0720069,.9243130,.0541696,.0052285,-.4686594,4.3041610,2.0610738,.3080459,.7133178,3.0599998
1015,.2962824,.6995006,.6422204,.0395989,.0060021,-.5640438,4.3182730,2.1090378,.3060710,.5019115,3.0499998
1016,.0814855,.1796698,.6040025,.0355551,-.1904197,-.5366172,4.3324778,2.1524248,.3043507,.4706551,3.0399998
1017,.2655769,.6848157,.6987802,.0350687,-.0446176,-.5794287,4.3467764,2.2752315,.2990329,.5252229,3.0299998
1018,.3739048,.9278489,1.0568640,.0442983,-.0957357,-.6104422,4.3611697,2.3765510,.2948705,.7902435,3.0199998
1019,.7935324,1.9597220,1.4425953,.0602933,.1491723,-.6281842,4.3756587,2.5801550,.2865740,1.1088490,3.0099998
1020,.5510588,1.3593283,1.3831469,.0597031,-.0683357,-.6293094,4.3902442,2.8884856,.2747732,1.0882656,2.9999998
1021,1.2053927,2.9861094,1.0802392,.0711874,.6986251,-.5979287,4.4049273,3.3402806,.2590878,.8650981,2.9899998
1022,.3955664,.9786059,1.1247375,.0395344,-.0984899,-.5203880,4.4197089,4.2552822,.2320951,.9274821,2.9799998
1023,.5914670,1.4571648,1.3190858,.0564414,-.0001833,-.4481542,4.4345901,5.1012952,.2118526,1.0204870,2.9699998
1024,.4510915,1.1139563,1.0329016,.0335426,-.0002049,-.3790761,4.4495718,5.9968211,.1940409,.8689384,2.9599998
1025,.4164754,1.0311675,.9502433,.0328774,-.0002009,-.3554607,4.4646551,6.3351778,.1883268,.7473916,2.9499998
1026,.3745458,.9288651,.7047018,.0265049,.0645690,-.3436235,4.4798410,6.5132502,.1856454,.6304596,2.9399998
1027,.4815736,1.1985141,.8429231,.0473934,.0953884,-.3361050,4.4951306,6.6305437,.1840591,.5933464,2.9299998
1028,.3633193,.9021914,1.0741681,.0807956,-.1510503,-.3327833,4.5105249,6.6836675,.1835590,.7520809,2.9199998
1029,.5472431,1.3500854,1.1822559,.0749156,-.0059293,-.3322311,4.5260250,6.7020143,.1836345,1.0320824,2.9099998
1030,.5608151,1.3872796,1.0790107,.0643728,.0597339,-.3317150,4.5416319,6.7104685,.1838737,.7760084,2.8999998
1031,.6214579,1.5373799,1.2043591,.0677697,.0668247,-.3292047,4.5573469,6.9589873,.1802765,.9755172,2.8899998
1032,.3755079,.9331248,.9577750,.0464560,-.0563981,-.3288278,4.5731710,6.9655115,.1805521,.7983059,2.8799998
1033,.4854728,1.2021359,1.1609642,.0679162,-.0511303,-.3288066,4.5891054,6.9658619,.1809259,.8667294,2.8699998
1034,.7513624,1.8551855,1.3541348,.0921445,.1107263,-.3289752,4.6051513,6.9749541,.1811643,1.0242799,2.8599998
1035,.5387330,1.3267637,1.3839033,.1022572,-.1249017,-.3295650,4.6213097,6.9756172,.1815363,1.0942122,2.8499998
1036,.5116028,1.2637802,1.0608994,.0822080,-.0002204,-.3295650,4.6375819,6.9756172,.1819203,.9062854,2.8399998
1037,.5296493,1.3103371,1.1004283,.0509430,.0339486,-.3294828,4.6539691,6.9770695,.1822831,.8951370,2.8299998
1038,.2253675,.5579168,.5826478,.0301441,-.0401087,-.3291269,4.6704726,6.9709043,.1827670,.5753189,2.8199998
1039,-.1034752,-.2593578,.4162377,.0154423,-.2861352,-.3292580,4.6870935,6.9686106,.1831920,.3731440,2.8099998
1040,-.0642927,-.1617217,.2903350,.0099101,-.1907664,-.3349159,4.7038331,3.1341963,.2733924,.2508660,2.7999998
1041,-.5100947,-1.4280958,.0241967,.0040462,-.5225387,-.3292004,4.7038328,3.1322012,.2734620,.0661385,2.8000000
1042,-.1682459,-.4930116,.0857591,.0058546,-.2068111,-.3323477,4.7038328,3.0784213,.2753517,.0672590,2.8000000
1043,-.1054364,-.2615073,.3829678,.0357159,-.2956999,-.1756534,4.7038328,1.9098163,.3240053,.3045737,2.8000000
1044,-.2068203,-.5130630,.8071303,.1223110,-.6552228,-.2357257,4.7038328,1.4602894,.3476338,.6230261,2.8000000
1045,-.1266424,-.3181071,.8881554,.0905124,-.5757153,-.2331584,4.7038328,1.4456862,.3484593,.7511888,2.8000000
1046,.0523894,.1295466,.3029857,.0254517,-.0946896,-.2356976,4.7038328,1.4423448,.3486488,.2422264,2.8000000
1047,.1968816,.4899781,.3986929,.0369218,.0000000,-.2456889,4.7038328,1.4423517,.3486484,.3042136,2.8000000
1048,-.3051501,-.7580183,.3628886,.0247128,-.4757732,-.2563143,4.7038328,1.4457023,.3484584,.2956454,2.8000000
1049,-.8201408,-2.0336766,.2279778,.0167537,-.9288923,-.2590985,4.7038328,1.4387994,.3488500,.1844973,2.8000000
1050,-.1831827,-.4557058,.6924079,.1263330,-.5879313,-.1621191,4.7038328,1.4152146,.3501946,.5721305,2.8000000
1051,.3545404,.8885272,.8071489,.1375166,-.1060751,-.1651462,4.7038328,1.4152156,.3501945,.6151925,2.8000000
1052,.7556405,1.8728120,1.3881081,.1946545,.0000000,-.1758331,4.7038328,1.4156999,.3501668,1.0902738,2.8000000
1053,1.0138358,2.5039269,1.6820675,.2362419,.0958978,-.1911756,4.7038328,1.4064862,.3506948,1.3314196,2.8000000
1054,.8585711,2.1169521,1.5423182,.2376387,-.0047563,-.2113541,4.7038328,1.4079999,.3506080,1.2264482,2.8000000
1055,.6555922,1.6170355,1.4671989,.1527502,-.0911415,-.2323764,4.7038328,1.3998027,.3510788,1.2127870,2.8000000
1056,.0541728,.1379095,.0903752,.0190492,.0000000,-.2459810,4.7038328,1.3923598,.3515075,.0778814,2.8000000
1057,-.2287806,-.6480433,.0844573,.0114206,-.2728835,-.2920864,4.7038328,1.3839756,.3519916,.0582269,2.8000000
1058,-.0806263,-.2462338,.5271697,.0549824,-.3417571,-.2597023,4.7038328,1.3762213,.3524405,.4062474,2.8000000
1059,-.3244286,-.8253287,.4132369,.0340753,-.5231656,-.3075960,4.7038328,1.3780247,.3523360,.3318894,2.8000000
1060,-.2756717,-.7377650,.3702473,.0363066,-.4538776,-.2688983,4.7038328,1.3688412,.3528688,.2952103,2.8000000
1061,-.2679024,-.7219307,.6263733,.0430425,-.5616174,-.2790927,4.7038328,1.3709700,.3527451,.4894689,2.8000000
1062,.2716832,.6749358,.6269256,.0411465,-.0216293,-.2890628,4.7038328,1.3644377,.3531249,.5059238,2.8000000
1063,.0194799,.0503506,.0336276,.0063364,.0000000,-.3264642,4.7038328,1.3644377,.3531249,.0267756,2.8000000
1064,.1810503,.4737827,.3713213,.0316881,.0000000,-.2972703,4.7038328,1.3585706,.3534666,.3051334,2.8000000
1065,.2847262,.7075722,.6205948,.0349821,-.0000000,-.3111910,4.7038328,1.3621348,.3532589,.4847369,2.8000000
1066,.3060438,.7573826,.6858522,.0291025,.0000000,-.3209078,4.7038328,1.3535836,.3537576,.5356229,2.8000000
1067,.4324373,1.0719705,.9602159,.0449075,.0000000,-.3342735,4.7038328,1.3578121,.3535108,.7554323,2.8000000
1068,.5872127,1.4491363,1.1548893,.0916700,.0285988,-.3547798,4.7038328,1.3546628,.3536946,.9431252,2.8000000
1069,-.4501921,-1.1237756,.3450555,.0179258,-.6067099,-.3312509,4.7038328,1.3677121,.3529344,.2840953,2.8000000
1070,-.4520218,-1.1668143,.2858421,.0187460,-.5853233,-.3292697,4.7038328,1.3598040,.3533947,.2323486,2.8000000
1071,-.3484691,-.9976190,.1715395,.0219897,-.4332694,-.4136464,4.7038328,1.3597940,.3533953,.1162669,2.8000000
1072,.0605393,.0927075,.7381702,.0700127,-.3043870,-.3355905,4.7038328,1.3598161,.3533940,.5631375,2.8000000
1073,.4871367,1.2078518,1.0779983,.1198046,-.0674970,-.3506821,4.7038328,1.3683422,.3528978,.8613275,2.8000000
1074,-.0081113,-.0205024,.4430874,.0351130,-.2210779,-.3977502,4.7038328,1.3785081,.3523080,.3804390,2.8000000
1075,.4653097,1.1317083,.2860802,.0242560,.3310883,-.3941286,4.7038328,1.3709934,.3527438,.2170843,2.8000000
1076,.1083296,.2235851,.6556878,.0607434,-.2121929,-.3645449,4.7038328,1.3710249,.3527420,.4853798,2.8000000
1077,.3554468,.8821224,1.0282515,.0894901,-.1482324,-.3726296,4.7038328,1.3830214,.3520467,.8284367,2.8000000
1078,.1142739,.2847666,.2300139,.0219613,.0000000,-.4053308,4.7038328,1.3826295,.3520694,.2072584,2.8000000
1079,-.1824257,-.5427955,.1535680,.0097035,-.2536871,-.4260450,4.7038328,1.3826452,.3520685,.1168250,2.8000000
1080,-.2983591,-.8458481,.1000128,.0106954,-.3443324,-.4203329,4.7038328,1.3756209,.3524753,.0760604,2.8000000
1081,-.2134446,-.6051154,.0340258,.0120702,-.2375168,-.3634060,4.7038328,1.3756209,.3524753,.0438672,2.8000000
1082,-.1237390,-.3508001,.0177651,.0067486,-.1367540,-.2790162,4.7038328,1.3755968,.3524767,.0349242,2.8000000
1083,-.1728105,-.4899178,.0338314,.0098555,-.1945995,-.2009279,4.7038328,1.3756091,.3524760,.0417201,2.8000000
1084,-.2222685,-.6301311,.1649902,.0147680,-.2952341,-.2009279,4.7038328,1.3756230,.3524752,.1313954,2.8000000
1085,-.4842551,-1.3728631,.0182805,.0026690,-.4933722,-.2009279,4.7038328,1.3756631,.3524728,.0163429,2.8000000
1086,-.3096685,-.8779102,.0455395,.0063805,-.3321123,-.0753395,4.7038328,1.3756631,.3524728,.0655554,2.8000000
1087,-.2654855,-.7526514,.0251692,.0075196,-.2818831,-.0753395,4.7038328,1.3757092,.3524702,.0211553,2.8000000
1088,-.3358009,-.9519954,.0157511,.0030115,-.3443683,-.0727165,4.7038328,1.3757302,.3524689,.0137329,2.8000000
1089,-.3474059,-.9848958,.0273288,.0047047,-.3617504,-.0727165,4.7038328,1.3757624,.3524671,.0207294,2.8000000
1090,-.3271701,-.9275274,.0918343,.0058413,-.3654045,-.0727165,4.7038328,1.3832949,.3520309,.0682054,2.8000000
1091,-.5009122,-1.4200862,.0270463,.0008712,-.5113236,-.0705170,4.7038328,1.3833193,.3520295,.0264235,2.8000000
1092,-.2828688,-.8019332,.1275909,.0100664,-.3379409,-.0705170,4.7038328,1.3833193,.3520295,.0951708,2.8000000
1093,-.3386418,-.9600496,.1214948,.0087024,-.3901995,-.0705170,4.7038328,1.3833570,.3520273,.0963154,2.8000000
1094,-.5681309,-1.4403597,.1451335,.0033207,-.6295189,-.2484856,4.7038328,1.3937551,.3514270,.0717273,2.8000000
1095,-.7554119,-1.8843741,.0860171,.0036485,-.7935592,-.0489563,4.7038328,1.2963523,.3571318,.1184980,2.8000000
1096,-.5426297,-1.4504222,.0337610,.0266558,-.5814036,-.0725326,4.7038328,1.2582911,.3594117,.0200548,2.8000000
1097,-.1807803,-.4968184,.2265575,.1411541,-.4000740,-.0534159,4.7038328,1.2446156,.3602380,.1776811,2.8000000
1098,-.4044855,-1.0664344,.1610585,.0743332,-.5395532,-.0843200,4.7038328,1.0971153,.3693977,.1238998,2.8000000
1096,-.5549085,-1.4219009,.1284744,.0614860,-.6682075,-.0476279,4.7038328,1.0926496,.3696823,.1018596,2.8000000
1097,-.2342256,-.6182666,.1389657,.1120154,-.3960984,-.0472719,4.7038328,1.0922218,.3697096,.1162448,2.8000000
1098,-.0461916,-.1309531,.1965388,.1684860,-.2840034,-.0460337,4.7038328,1.0921982,.3697111,.1550617,2.8000000
1099,-.1038007,-.2529894,.1838744,.1806424,-.3494614,-.0441434,4.7038328,1.0921700,.3697129,.1476378,2.8000000
1100,-.5009157,-1.2867114,.1477718,.0401798,-.6001643,-.0427842,4.7038328,1.0921552,.3697139,.1165063,2.8000000
1101,-.5037894,-1.2566059,.1861352,.0546573,-.6332030,-.0410680,4.7038328,1.0921470,.3697144,.1478692,2.8000000
1102,-.4141193,-1.0317224,.2962659,.1023731,-.6356615,-.0405067,4.7038328,1.0921388,.3697149,.2275054,2.8000000
1103,-.4395617,-1.1798235,.0695662,.0453209,-.5116572,-.0402225,4.7038328,1.0921366,.3697151,.0610234,2.8000000
1104,.4266558,1.0439995,.5457628,.4140319,-.2014565,-.0404318,4.7038328,1.0921366,.3697151,.4058705,2.8000000
1105,.9905131,2.4635201,.7244572,.7396145,-.0410477,-.0404751,4.7038328,1.0921366,.3697151,.5846137,2.8000000
1106,-.3666077,-.9142101,.4447515,.1058280,-.6514831,-.0403995,4.7038328,1.0921366,.3697151,.3626888,2.8000000
1107,.0837437,.2030464,1.0760414,.3140834,-.6657489,-.0403225,4.7038328,1.0921365,.3697151,.8281410,2.8000000
1108,1.0864062,2.6842265,1.3171621,1.0213531,-.4711356,-.0403441,4.7038328,1.0921365,.3697151,1.0227712,2.8000000
1109,.9806031,2.4177000,1.4031717,1.0051870,-.5967583,-.0403411,4.7038328,1.0921365,.3697151,1.1539472,2.8000000
1110,.1677670,.4152770,.8855614,.3727946,-.5617560,-.0403753,4.7038328,1.0921365,.3697151,.7108104,2.8000000
1111,.3630400,.8715820,.9508311,.4848588,-.5062350,-.0402100,4.7038328,1.0921366,.3697151,.7782274,2.8000000
1112,-.2041270,-.5787000,.0232421,.1069994,-.3174158,-.0402147,4.7038328,1.0921366,.3697151,.0234570,2.8000000
1113,-.2281017,-.6466685,.0144083,.0942368,-.3274209,-.0402290,4.7038328,1.0921367,.3697150,.0113181,2.8000000
1114,-.2119067,-.6007556,.0231753,.0847956,-.3040834,-.0401802,4.7038328,1.0921369,.3697150,.0182653,2.8000000
1115,-.2653929,-.7552141,.0622515,.0785368,-.3645107,-.0402010,4.7038328,1.0921370,.3697150,.0459792,2.8000000
1116,-.1010364,-.2952051,.3692688,.1786614,-.4241746,-.0402271,4.7038328,1.0921372,.3697150,.2843136,2.8000000
1117,-.3303528,-.8243621,.3324636,.0951521,-.5594518,-.0402363,4.7038328,1.0921373,.3697150,.2738889,2.8000000
1118,-.1511676,-.4276474,.0052594,.0468837,-.1995845,-.0401775,4.7038328,1.0921373,.3697150,.0056504,2.8000000
1119,-.3296277,-.9344945,.0058354,.0500752,-.3813598,-.0401846,4.7038328,1.0921373,.3697150,.0044656,2.8000000
1120,-.2211418,-.6269369,.0173540,.0828415,-.3101046,-.0402017,4.7038328,1.0921375,.3697150,.0131676,2.8000000
1121,.0804935,.2281989,.0508968,.0945379,-.0319975,-.0402313,4.7038328,1.0921378,.3697150,.0392222,2.8000000
1122,.0720570,.2579644,.2888540,.1980095,-.2278223,-.0402545,4.7038328,1.0921380,.3697150,.2269602,2.8000000
1123,-.1274451,-.3851547,.2816543,.1452069,-.3772375,-.0402657,4.7038328,1.0921381,.3697150,.2210676,2.8000000
1124,.5752515,1.4083670,.9187750,.4377279,-.2347821,-.0411491,4.7038328,1.0921383,.3697150,.7085903,2.8000000
1125,1.2177544,3.0188639,1.0019890,.6620356,.1506367,-.0410583,4.7038328,1.0921384,.3697149,.8143292,2.8000000
1126,.2916968,.7090896,.4604109,.2885962,-.1768573,-.0403043,4.7038328,1.0921385,.3697149,.3738676,2.8000000
1127,.4511990,1.1151080,.5760626,.4582513,-.2415529,-.0411153,4.7038328,1.0921385,.3697149,.4347443,2.8000000
1128,1.0181829,2.5221826,1.3216888,.6258121,-.1429167,-.0409364,4.7038328,1.0921384,.3697149,1.0564512,2.8000000
1129,.7817983,1.9407091,1.0180521,.3710095,-.0000000,-.0407628,4.7038328,1.0921384,.3697149,.8195203,2.8000000
1130,.8320931,2.0649833,1.0716193,.3994155,.0000000,-.0407179,4.7038328,1.0921382,.3697150,.8545731,2.8000000
1131,.3819510,.9505993,.4807510,.1885761,-.0000264,-.0406224,4.7038328,1.0921381,.3697150,.4004919,2.8000000
1132,.1921990,.4789171,.2632750,.0641750,.0224694,-.0405643,4.7038328,1.0921379,.3697150,.2120470,2.8000000
1133,.3894498,.9550792,.4478537,.1564625,.0541669,-.0402340,4.7038328,1.0921377,.3697150,.3556147,2.8000000
1134,.1096364,.1853519,.3906765,.1754842,-.2197121,-.0402114,4.7038328,1.0921375,.3697150,.3119092,2.8000000
1135,-.0001134,-.0003214,.2288322,.1892279,-.2700581,-.0402108,4.7038328,1.0921375,.3697150,.1824714,2.8000000
1136,-.2606112,-.7388327,.0457260,.0886140,-.3653543,-.0402349,4.7038328,1.0921378,.3697150,.0385601,2.8000000
1137,-.3341958,-.9474451,.0074795,.0640220,-.4003633,-.0402471,4.7038328,1.0921379,.3697150,.0059366,2.8000000
1138,-.3021935,-.8567186,.0182174,.0747594,-.3787634,-.0402591,4.7038328,1.0921381,.3697150,.0145454,2.8000000
1139,-.3927574,-1.1134673,.0042177,.0461980,-.4404432,-.0402693,4.7038328,1.0921382,.3697150,.0032100,2.8000000
1140,-.2667926,-.7563569,.0700778,.0782223,-.3688492,-.0402693,4.7038328,1.0921382,.3697150,.0556807,2.8000000
1141,-.3905356,-1.1087112,.0196628,.0495038,-.4433830,-.0402718,4.7038328,1.0921382,.3697150,.0159402,2.8000000
1142,-.4294448,-1.2174759,.0000546,.0321476,-.4610689,-.0402825,4.7038328,1.0921383,.3697149,.0000953,2.8000000
1143,-.3430094,-.9406202,.1999876,.0719206,-.4936655,-.0402849,4.7038328,1.0921383,.3697149,.1557182,2.8000000
1144,-.0776345,-.2193159,.5709073,.1986877,-.5061521,-.0402849,4.7038328,1.0921383,.3697149,.4516582,2.8000000
1145,.0496308,.0867029,.7033650,.2696068,-.4992213,-.0402841,4.7038328,1.0921383,.3697150,.5525437,2.8000000
1146,.5481895,1.3589809,1.0307981,.5350628,-.4030135,-.0408173,4.7038328,1.0921383,.3697150,.8225133,2.8000000
1147,-.1429403,-.4437381,.2828503,.1510526,-.3995045,-.0402832,4.7038328,1.0921383,.3697150,.2407991,2.8000000
1148,-.0146267,-.1086056,.0551854,.0157299,-.0514314,-.0402829,4.7038328,1.0921383,.3697150,.0436205,2.8000000
1149,.1182411,.2930871,.1938854,.0863271,-.0452843,-.0404140,4.7038328,1.0921380,.3697150,.1351862,2.8000000
1150,-.0133922,-.0345969,.3300531,.1747044,-.3204263,-.0403359,4.7038328,1.0921374,.3697150,.2744956,2.8000000
1151,-.4367182,-1.1658872,.1103648,.0576445,-.5383242,-.0401508,4.7038328,1.0921370,.3697150,.0891189,2.8000000
1152,-.1828858,-.5184813,.0705729,.0970602,-.3048394,-.0401342,4.7038328,1.0921368,.3697150,.0541179,2.8000000
1153,.0787446,.1700221,.3661504,.2320333,-.2872856,-.0401378,4.7038328,1.0921368,.3697150,.2905526,2.8000000
1154,-.1405980,-.4441373,.3002021,.1471977,-.4008481,-.0401373,4.7038328,1.0921368,.3697150,.2389673,2.8000000
1155,-.0839600,-.2587911,.2138679,.0781513,-.2477431,-.0403858,4.6954479,1.0921368,.3695907,.1616551,2.8050001
1156,.1384537,.3440339,.2375310,.0618131,-.0178631,-.0401121,4.6870930,1.0921365,.3694664,.1992770,2.8100001
1157,.0175276,-.0046987,.3951927,.1801209,-.3186013,-.0400977,4.6787678,1.0921364,.3693422,.3037620,2.8150001
1158,.1979839,.4590217,.4406775,.2298337,-.1976851,-.0400976,4.6704721,1.0921363,.3692181,.3559133,2.8200001
1159,-.2573145,-.7294866,.1005879,.0781275,-.3698741,-.0401044,4.6622057,1.0921364,.3690941,.0822137,2.8250001
1160,.1282617,.3045344,.3931055,.2597545,-.2724868,-.0401095,4.6539686,1.0921364,.3689702,.3105349,2.8300001
1161,.0035103,-.0248585,.2814881,.1558453,-.2551396,-.0401153,4.6457606,1.0921365,.3688463,.2258695,2.8350001
1162,-.0375806,-.1065409,.1818992,.1635997,-.2621698,-.0401124,4.6375814,1.0921365,.3687225,.1437255,2.8400001
1163,-.0723920,-.2052314,.1431576,.1418455,-.2647340,-.0401166,4.6294310,1.0921365,.3685988,.1129650,2.8450001
1164,.0069367,.0196655,.2269354,.1798309,-.2529420,-.0401230,4.6213092,1.0921366,.3684752,.1806286,2.8500001
1165,-.0564726,-.1600999,.1591819,.1705225,-.2758492,-.0401298,4.6132158,1.0921366,.3683517,.1232426,2.8550001
1166,.1473042,.3506429,.3986254,.2676226,-.2648804,-.0401298,4.6051508,1.0921366,.3682282,.3133459,2.8600001
1167,.7310232,1.7840597,1.0849121,.5245813,-.2274811,-.0403421,4.5971139,1.0921367,.3681049,.8604639,2.8650001
1168,-.0514877,-.2070216,.3632114,.1491966,-.3427714,-.0401296,4.5891050,1.0921366,.3679816,.3025594,2.8700001
1169,-.3154432,-.8851506,.1424676,.0678585,-.4401142,-.0401229,4.5811239,1.0921366,.3678584,.1149799,2.8750001
1170,-.3947678,-1.1191667,.0140115,.0392556,-.4363897,-.0401120,4.5731706,1.0921365,.3677353,.0113045,2.8800001
1171,-.1760674,-.4974024,.3318139,.1221445,-.4291664,-.0401138,4.5652448,1.0921365,.3676122,.2618680,2.8850001
1172,.1019462,.2491684,.8991424,.2623920,-.5236118,-.0402633,4.5573465,1.0921364,.3674893,.7127209,2.8900001
1173,.0212927,.0486771,.9387891,.2156483,-.5722714,-.0401844,4.5494754,1.0921362,.3673664,.7533895,2.8950001
1174,.2527603,.6224852,1.2010172,.2923061,-.5233230,-.0401175,4.5416315,1.0921360,.3672437,.9707763,2.9000001
1175,-.1077027,-.3218687,.5444653,.1685384,-.4942161,-.0400736,4.5338145,1.0921360,.3671210,.4382629,2.9050001
1176,-.0936879,-.2656053,.2095225,.1362466,-.3015632,-.0400765,4.5260245,1.0921361,.3669983,.1645575,2.9100001
1177,.0021424,-.0118898,.3380423,.2031147,-.3157276,-.0400830,4.5182612,1.0921361,.3668758,.2684012,2.9150001
1178,-.0831977,-.2598206,.3774192,.1444113,-.3797475,-.0400876,4.5105244,1.0921362,.3667533,.3017522,2.9200001
1179,-.2608990,-.7033264,.1941826,.0917668,-.4268206,-.0400875,4.5028141,1.0921362,.3666310,.1521798,2.9250001
1180,.2649841,.6268771,.7012449,.3322677,-.3430898,-.0400877,4.4951301,1.0921361,.3665087,.5435297,2.9300001
1181,.4745576,1.1751310,1.2004041,.3601004,-.3709933,-.0401514,4.4874723,1.0921361,.3663865,.9709695,2.9350001
1182,-.1044896,-.3083194,.4801961,.1510723,-.4482102,-.0400635,4.4798406,1.0921360,.3662643,.3931752,2.9400001
1183,-.0601084,-.1704073,.2280886,.1545441,-.2860186,-.0400745,4.4722347,1.0921360,.3661423,.1785972,2.9450001
1184,.4195995,1.0342766,.5955465,.3208911,-.1339681,-.0400808,4.4646547,1.0921361,.3660203,.4711185,2.9500001
1185,.2986101,.7216835,.3968781,.1775954,-.0351587,-.0400830,4.4571003,1.0921361,.3658984,.3161885,2.9550001
1186,-.1405447,-.3572082,.2505595,.1286786,-.3625445,-.0401953,4.4495714,1.0921361,.3657766,.2016413,2.9600001
1187,-.2283783,-.6183038,.2153880,.0974384,-.4102814,-.0400786,4.4420679,1.0921361,.3656549,.1709439,2.9650001
1188,.1564424,.4322967,.4027611,.2575419,-.2298131,-.0400830,4.4345897,1.0921361,.3655332,.3182046,2.9700001
1189,.5380248,1.3449621,.8607033,.4598272,-.2568253,-.0400866,4.4271366,1.0921361,.3654117,.6776925,2.9750001
1190,.8992344,2.2156458,1.2438094,.6926151,-.2978017,-.0401628,4.4197085,1.0921361,.3652902,.9842302,2.9800001
1191,1.5478757,3.8215350,2.0295737,1.0326377,-.3055283,-.0401542,4.4123053,1.0921360,.3651688,1.6069542,2.9850001
1192,1.4350311,3.5407113,2.1021733,.9506114,-.3666651,-.0401608,4.4049268,1.0921361,.3650475,1.7232560,2.9900001
