Time (days),up1,up2,up3,up4,up5,up6,up7,up8,up9,up10,up11,up12,up13,up14,up15
432.98,.1919181,.1625762,.1383002,.1173328,.0995457,.0844538,.0716437,.0607820,.0515712,.0113875,.0104888,.0000000,.0000000,.0000000,.0000000
433.98,.1919281,.1625744,.1382985,.1173313,.0995446,.0844528,.0716426,.0607810,.0515706,.0113873,.0104887,.0000000,.0000000,.0000000,.0000000
434.98,.1919017,.1625602,.1383075,.1173389,.0995509,.0844582,.0716468,.0607845,.0515739,.0113881,.0104893,.0000000,.0000000,.0000000,.0000000
435.98,.1918702,.1625460,.1383173,.1173473,.0995581,.0844643,.0716516,.0607886,.0515776,.0113889,.0104901,.0000000,.0000000,.0000000,.0000000
436.98,.1918567,.1625489,.1383198,.1173494,.0995599,.0844658,.0716524,.0607893,.0515785,.0113891,.0104903,.0000000,.0000000,.0000000,.0000000
437.98,.1918274,.1625550,.1383248,.1173537,.0995636,.0844689,.0716547,.0607913,.0515804,.0113895,.0104907,.0000000,.0000000,.0000000,.0000000
438.98,.1918168,.1625355,.1383315,.1173593,.0995684,.0844730,.0716577,.0607938,.0515829,.0113901,.0104912,.0000000,.0000000,.0000000,.0000000
439.98,.1918056,.1625149,.1383385,.1173653,.0995734,.0844772,.0716608,.0607965,.0515855,.0113906,.0104917,.0000000,.0000000,.0000000,.0000000
440.98,.1917691,.1625224,.1383448,.1173706,.0995780,.0844812,.0716637,.0607989,.0515879,.0113912,.0104922,.0000000,.0000000,.0000000,.0000000
441.98,.1917553,.1625011,.1383525,.1173771,.0995836,.0844859,.0716672,.0608019,.0515908,.0113918,.0104928,.0000000,.0000000,.0000000,.0000000
442.98,.1917345,.1625056,.1383562,.1173803,.0995863,.0844882,.0716686,.0608030,.0515922,.0113921,.0104931,.0000000,.0000000,.0000000,.0000000
443.98,.1917188,.1624833,.1383645,.1173873,.0995924,.0844933,.0716723,.0608062,.0515953,.0113928,.0104937,.0000000,.0000000,.0000000,.0000000
444.98,.0000000,.2010233,.1711835,.1452307,.1232150,.1045346,.0886726,.0752291,.0638334,.0140951,.0129828,.0000000,.0000000,.0000000,.0000000
445.98,.1917191,.1624836,.1383645,.1173874,.0995925,.0844934,.0716718,.0608058,.0515954,.0113928,.0104937,.0000000,.0000000,.0000000,.0000000
446.98,.1917022,.1624599,.1383733,.1173947,.0995987,.0844987,.0716763,.0608096,.0515986,.0113935,.0104944,.0000000,.0000000,.0000000,.0000000
447.98,.1916847,.1624351,.1383825,.1174026,.0996055,.0845044,.0716805,.0608132,.0516021,.0113943,.0104951,.0000000,.0000000,.0000000,.0000000
448.98,.1916315,.1624461,.1383917,.1174104,.0996122,.0845102,.0716847,.0608167,.0516056,.0113951,.0104958,.0000000,.0000000,.0000000,.0000000
449.98,.1917098,.1624304,.1383783,.1173990,.0996025,.0845020,.0716778,.0608108,.0516006,.0113940,.0104948,.0000000,.0000000,.0000000,.0000000
450.98,.0000000,.2009560,.1711989,.1452438,.1232265,.1045443,.0886775,.0752333,.0638393,.0140964,.0129840,.0000000,.0000000,.0000000,.0000000
451.98,.0000000,.0000000,.2142549,.1817721,.1542173,.1308367,.1109795,.0941541,.0798946,.0176416,.0162494,.0000000,.0000000,.0000000,.0000000
452.98,.1916853,.1624356,.1383827,.1174028,.0996057,.0845047,.0716793,.0608121,.0516022,.0113943,.0104951,.0000000,.0000000,.0000000,.0000000
453.98,.1916666,.1624093,.1383923,.1174109,.0996127,.0845106,.0716844,.0608164,.0516059,.0113951,.0104959,.0000000,.0000000,.0000000,.0000000
454.98,.1916180,.1623875,.1384077,.1174240,.0996238,.0845200,.0716916,.0608225,.0516116,.0113964,.0104970,.0000000,.0000000,.0000000,.0000000
455.98,.1916184,.1623878,.1384078,.1174240,.0996239,.0845201,.0716909,.0608220,.0516117,.0113964,.0104970,.0000000,.0000000,.0000000,.0000000
456.98,.0000000,.2008385,.1712248,.1452658,.1232451,.1045601,.0886891,.0752431,.0638490,.0140986,.0129859,.0000000,.0000000,.0000000,.0000000
457.98,.0000000,.2008385,.1712248,.1452658,.1232451,.1045601,.0886891,.0752431,.0638490,.0140986,.0129859,.0000000,.0000000,.0000000,.0000000
458.98,.1915962,.1623590,.1384189,.1174335,.0996320,.0845270,.0716959,.0608262,.0516159,.0113974,.0104979,.0000000,.0000000,.0000000,.0000000
459.98,.1916355,.1623157,.1384197,.1174341,.0996327,.0845276,.0716964,.0608266,.0516162,.0113974,.0104980,.0000000,.0000000,.0000000,.0000000
460.98,.1915728,.1623287,.1384307,.1174435,.0996406,.0845342,.0717012,.0608307,.0516203,.0113983,.0104988,.0000000,.0000000,.0000000,.0000000
461.98,.1915121,.1623039,.1384493,.1174593,.0996541,.0845457,.0717100,.0608382,.0516273,.0113999,.0105002,.0000000,.0000000,.0000000,.0000000
462.98,.1917192,.1623000,.1384054,.1174220,.0996230,.0845193,.0716876,.0608191,.0516112,.0113963,.0104969,.0000000,.0000000,.0000000,.0000000
463.98,.1915825,.1622900,.1384369,.1174487,.0996456,.0845385,.0717039,.0608330,.0516229,.0113989,.0104993,.0000000,.0000000,.0000000,.0000000
464.98,.0000000,.2007504,.1712440,.1452820,.1232601,.1045728,.0886966,.0752495,.0638568,.0141003,.0129875,.0000000,.0000000,.0000000,.0000000
465.98,.1916655,.1623107,.1384148,.1174300,.0996295,.0845248,.0716923,.0608231,.0516145,.0113971,.0104976,.0000000,.0000000,.0000000,.0000000
466.98,.0000000,.2007502,.1712443,.1452823,.1232600,.1045728,.0886966,.0752494,.0638567,.0141003,.0129875,.0000000,.0000000,.0000000,.0000000
467.98,.1916149,.1622835,.1384313,.1174440,.0996416,.0845351,.0717010,.0608305,.0516208,.0113984,.0104989,.0000000,.0000000,.0000000,.0000000
468.98,.1915924,.1622489,.1384440,.1174548,.0996507,.0845428,.0717065,.0608352,.0516255,.0113995,.0104998,.0000000,.0000000,.0000000,.0000000
469.98,.1915582,.1622558,.1384499,.1174598,.0996548,.0845463,.0717096,.0608378,.0516277,.0114000,.0105003,.0000000,.0000000,.0000000,.0000000
470.98,.1914947,.1622274,.1384699,.1174767,.0996694,.0845587,.0717190,.0608458,.0516352,.0114016,.0105018,.0000000,.0000000,.0000000,.0000000
471.98,.1914652,.1621894,.1384842,.1174888,.0996798,.0845675,.0717265,.0608522,.0516406,.0114028,.0105029,.0000000,.0000000,.0000000,.0000000
472.98,.0000000,.2005967,.1712780,.1453108,.1232844,.1045934,.0887118,.0752623,.0638694,.0141031,.0129901,.0000000,.0000000,.0000000,.0000000
473.98,.0000000,.0000000,.2142577,.1817745,.1542212,.1308400,.1109712,.0941470,.0798966,.0176421,.0162498,.0000000,.0000000,.0000000,.0000000
474.98,.1914346,.1621497,.1384996,.1175019,.0996910,.0845770,.0717335,.0608581,.0516464,.0114041,.0105041,.0000000,.0000000,.0000000,.0000000
475.98,.1913578,.1622969,.1384853,.1174898,.0996797,.0845674,.0717255,.0608513,.0516406,.0114028,.0105029,.0000000,.0000000,.0000000,.0000000
476.98,.1916572,.1622377,.1384335,.1174459,.0996434,.0845366,.0716981,.0608281,.0516218,.0113987,.0104991,.0000000,.0000000,.0000000,.0000000
477.98,.1915237,.1622643,.1384569,.1174657,.0996596,.0845504,.0717099,.0608381,.0516302,.0114005,.0105008,.0000000,.0000000,.0000000,.0000000
478.98,.1914133,.1622449,.1384845,.1174892,.0996797,.0845674,.0717244,.0608503,.0516406,.0114028,.0105029,.0000000,.0000000,.0000000,.0000000
479.98,.1912940,.1621790,.1385246,.1175232,.0997086,.0845919,.0717440,.0608670,.0516556,.0114061,.0105060,.0000000,.0000000,.0000000,.0000000
480.98,.1911979,.1621494,.1385514,.1175458,.0997280,.0846084,.0717580,.0608789,.0516657,.0114084,.0105080,.0000000,.0000000,.0000000,.0000000
481.98,.1910908,.1621199,.1385810,.1175710,.0997494,.0846265,.0717723,.0608910,.0516769,.0114108,.0105103,.0000000,.0000000,.0000000,.0000000
482.98,.1909848,.1620299,.1386232,.1176068,.0997801,.0846526,.0717931,.0609087,.0516929,.0114143,.0105136,.0000000,.0000000,.0000000,.0000000
483.98,.1907168,.1618917,.1387095,.1176800,.0998430,.0847059,.0718385,.0609472,.0517255,.0114216,.0105202,.0000000,.0000000,.0000000,.0000000
484.98,.1905507,.1618547,.1387531,.1177170,.0998749,.0847330,.0718601,.0609655,.0517421,.0114252,.0105236,.0000000,.0000000,.0000000,.0000000
485.98,.1902729,.1617569,.1388337,.1177854,.0999334,.0847826,.0719009,.0610001,.0517726,.0114319,.0105298,.0000000,.0000000,.0000000,.0000000
486.98,.1907258,.1614963,.1387898,.1177482,.0999049,.0847584,.0718805,.0609828,.0517579,.0114287,.0105268,.0000000,.0000000,.0000000,.0000000
487.98,.0000000,.1998666,.1714341,.1454433,.1234015,.1046927,.0887862,.0753255,.0639309,.0141166,.0130026,.0000000,.0000000,.0000000,.0000000
488.98,.1910161,.1616096,.1387044,.1176757,.0998420,.0847051,.0718354,.0609446,.0517254,.0114215,.0105202,.0000000,.0000000,.0000000,.0000000
489.98,.0000000,.1996662,.1714780,.1454806,.1234328,.1047193,.0888068,.0753430,.0639472,.0141202,.0130059,.0000000,.0000000,.0000000,.0000000
490.98,.1906321,.1615160,.1388067,.1177625,.0999162,.0847680,.0718875,.0609888,.0517640,.0114301,.0105280,.0000000,.0000000,.0000000,.0000000
491.98,.1903878,.1612718,.1389112,.1178511,.0999923,.0848326,.0719408,.0610340,.0518036,.0114388,.0105361,.0000000,.0000000,.0000000,.0000000
492.98,.1898203,.1610420,.1390812,.1179953,.1001161,.0849376,.0720286,.0611085,.0518681,.0114530,.0105492,.0000000,.0000000,.0000000,.0000000
493.98,.1891072,.1606332,.1393196,.1181976,.1002905,.0850856,.0721528,.0612138,.0519589,.0114731,.0105677,.0000000,.0000000,.0000000,.0000000
494.98,.1881303,.1603319,.1395908,.1184277,.1004896,.0852544,.0722944,.0613340,.0520623,.0114959,.0105887,.0000000,.0000000,.0000000,.0000000
495.98,.1869038,.1597813,.1399681,.1187478,.1007658,.0854887,.0724917,.0615014,.0522059,.0115276,.0106179,.0000000,.0000000,.0000000,.0000000
496.98,.1857158,.1590416,.1403766,.1190944,.1010655,.0857430,.0727061,.0616832,.0523619,.0115621,.0106496,.0000000,.0000000,.0000000,.0000000
497.98,.1850281,.1586114,.1406111,.1192933,.1012398,.0858908,.0728323,.0617903,.0524527,.0115821,.0106681,.0000000,.0000000,.0000000,.0000000
498.98,.1828153,.1580795,.1411942,.1197880,.1016660,.0862524,.0731373,.0620491,.0526741,.0116310,.0107131,.0000000,.0000000,.0000000,.0000000
499.98,.1800847,.1570797,.1419848,.1204588,.1022456,.0867441,.0735532,.0624019,.0529754,.0116976,.0107744,.0000000,.0000000,.0000000,.0000000
500.98,.1767598,.1553388,.1430590,.1213701,.1030322,.0874114,.0741180,.0628811,.0533842,.0117878,.0108575,.0000000,.0000000,.0000000,.0000000
501.98,.1715693,.1533134,.1445906,.1226695,.1041518,.0883612,.0749227,.0635637,.0539658,.0119162,.0109758,.0000000,.0000000,.0000000,.0000000
502.98,.1661593,.1513791,.1461456,.1239888,.1052929,.0893293,.0757430,.0642597,.0545588,.0120472,.0110964,.0000000,.0000000,.0000000,.0000000
503.98,.1596692,.1490732,.1480063,.1255674,.1066601,.0904892,.0767262,.0650939,.0552694,.0122041,.0112410,.0000000,.0000000,.0000000,.0000000
504.98,.1538039,.1460238,.1498859,.1271620,.1080485,.0916670,.0777250,.0659412,.0559914,.0123635,.0113878,.0000000,.0000000,.0000000,.0000000
505.98,.1853833,.1416397,.1440250,.1221896,.1038703,.0881223,.0747194,.0633913,.0538262,.0118854,.0109474,.0000000,.0000000,.0000000,.0000000
506.98,.1885859,.1410900,.1434476,.1216997,.1034633,.0877770,.0744295,.0631453,.0536173,.0118393,.0109050,.0000000,.0000000,.0000000,.0000000
507.98,.1852595,.1395570,.1444673,.1225649,.1042212,.0884199,.0749757,.0636087,.0540134,.0119268,.0109855,.0000000,.0000000,.0000000,.0000000
508.98,.1799037,.1370025,.1461055,.1239547,.1054672,.0894769,.0758717,.0643689,.0546617,.0120699,.0111174,.0000000,.0000000,.0000000,.0000000
509.98,.1733830,.1342237,.1480465,.1256014,.1069231,.0907119,.0769212,.0652593,.0554207,.0122375,.0112717,.0000000,.0000000,.0000000,.0000000
510.98,.1647019,.1313429,.1504595,.1276486,.1087350,.0922491,.0782251,.0663655,.0563633,.0124456,.0114634,.0000000,.0000000,.0000000,.0000000
511.98,.1557917,.1263255,.1533384,.1300910,.1109286,.0941099,.0798070,.0677075,.0575065,.0126981,.0116960,.0000000,.0000000,.0000000,.0000000
512.98,.1485593,.1238830,.1553146,.1317676,.1124638,.0954123,.0809129,.0686458,.0583071,.0128748,.0118588,.0000000,.0000000,.0000000,.0000000
513.98,.1409287,.1170664,.1582924,.1342939,.1147413,.0973442,.0825576,.0700412,.0594962,.0131374,.0121006,.0000000,.0000000,.0000000,.0000000
514.98,.1314783,.1114493,.1612735,.1368230,.1171739,.0994078,.0843161,.0715330,.0607677,.0134182,.0123592,.0000000,.0000000,.0000000,.0000000
515.98,.1196736,.1013380,.1656995,.1405779,.1206710,.1023743,.0868432,.0736769,.0625937,.0138214,.0127306,.0000000,.0000000,.0000000,.0000000
516.98,.1025892,.0866705,.1719547,.1458847,.1258111,.1067344,.0905562,.0768271,.0652804,.0144146,.0132770,.0000000,.0000000,.0000000,.0000000
517.98,.1951808,.1437115,.1400541,.1188205,.1026615,.0870947,.0739009,.0626968,.0532787,.0117645,.0108361,.0000000,.0000000,.0000000,.0000000
518.98,.1939505,.1330565,.1423816,.1207951,.1045949,.0887348,.0752930,.0638778,.0542873,.0119872,.0110412,.0000000,.0000000,.0000000,.0000000
519.98,.1876838,.1190793,.1462050,.1240386,.1079424,.0915741,.0777215,.0659382,.0560437,.0123750,.0113984,.0000000,.0000000,.0000000,.0000000
520.98,.1845817,.1056762,.1487453,.1261933,.1109450,.0941209,.0798959,.0677829,.0576177,.0127226,.0117186,.0000000,.0000000,.0000000,.0000000
521.98,.1874658,.0974991,.1496691,.1269769,.1118516,.0948897,.0805603,.0683465,.0580966,.0128284,.0118160,.0000000,.0000000,.0000000,.0000000
522.98,.1846703,.0839545,.1526789,.1295302,.1145826,.0972059,.0825529,.0700371,.0595337,.0131457,.0121082,.0000000,.0000000,.0000000,.0000000
523.98,.1795856,.0752368,.1551005,.1315843,.1169454,.0992097,.0842747,.0714978,.0607820,.0134213,.0123621,.0000000,.0000000,.0000000,.0000000
524.98,.1710675,.0584699,.1592367,.1350924,.1214123,.1029977,.0875350,.0742638,.0631407,.0139422,.0128419,.0000000,.0000000,.0000000,.0000000
525.98,.1652921,.0452866,.1624785,.1378420,.1247100,.1057947,.0899208,.0762879,.0648699,.0143240,.0131935,.0000000,.0000000,.0000000,.0000000
526.98,.1570065,.0388875,.1647487,.1397670,.1273588,.1080404,.0918621,.0779349,.0662789,.0146351,.0134801,.0000000,.0000000,.0000000,.0000000
527.98,.1477854,.0263920,.1683418,.1428140,.1311722,.1112736,.0946494,.0802996,.0682997,.0150813,.0138911,.0000000,.0000000,.0000000,.0000000
528.98,.1357469,.0123753,.1715472,.1455294,.1362688,.1155951,.0983704,.0834564,.0709947,.0156764,.0144393,.0000000,.0000000,.0000000,.0000000
529.98,.1219640,.0067938,.1735346,.1472105,.1402013,.1189271,.1012963,.0859387,.0731176,.0161452,.0148710,.0000000,.0000000,.0000000,.0000000
530.98,.1021719,.0049977,.1755138,.1488817,.1447287,.1227641,.1046118,.0887515,.0755365,.0166793,.0153630,.0000000,.0000000,.0000000,.0000000
531.98,.0855034,.0024929,.1775019,.1505603,.1485831,.1260270,.1075211,.0912196,.0776513,.0171463,.0157931,.0000000,.0000000,.0000000,.0000000
532.98,.0665069,.0017502,.1792370,.1520213,.1527639,.1295704,.1105788,.0938137,.0798750,.0176373,.0162454,.0000000,.0000000,.0000000,.0000000
533.98,.0572636,.0012063,.1774057,.1504437,.1559980,.1323034,.1130831,.0959383,.0817007,.0180404,.0166167,.0000000,.0000000,.0000000,.0000000
534.98,.0389495,.0008265,.1779183,.1508536,.1604230,.1360475,.1164114,.0987619,.0841236,.0185754,.0171095,.0000000,.0000000,.0000000,.0000000
535.98,.0311757,.0005538,.1759048,.1491116,.1632659,.1384409,.1186727,.1006803,.0857988,.0189453,.0174502,.0000000,.0000000,.0000000,.0000000
536.98,.0244237,.0003668,.1729571,.1465645,.1662352,.1409343,.1210715,.1027153,.0875804,.0193387,.0178125,.0000000,.0000000,.0000000,.0000000
537.98,.0138997,.0002413,.1696578,.1437010,.1702536,.1443066,.1243320,.1054813,.0899643,.0198651,.0182974,.0000000,.0000000,.0000000,.0000000
538.98,.0101973,.0001545,.1672481,.1416168,.1722929,.1460206,.1258764,.1067915,.0911405,.0201248,.0185366,.0000000,.0000000,.0000000,.0000000
539.98,.0103036,.0001561,.1638574,.1386955,.1736717,.1471545,.1271426,.1078656,.0920892,.0203343,.0187295,.0000000,.0000000,.0000000,.0000000
540.98,.0074448,.0000987,.1604657,.1357663,.1759142,.1490337,.1289019,.1093580,.0933978,.0206232,.0189957,.0000000,.0000000,.0000000,.0000000
541.98,.0075453,.0000614,.1562519,.1321344,.1775147,.1503093,.1305871,.1107876,.0946559,.0209010,.0192515,.0000000,.0000000,.0000000,.0000000
542.98,.0053843,.0000625,.1517691,.1282676,.1799223,.1522745,.1326761,.1125596,.0962537,.0212538,.0195765,.0000000,.0000000,.0000000,.0000000
543.98,.0037954,.0000385,.1466698,.1238727,.1822706,.1541094,.1350321,.1145580,.0980579,.0216522,.0199435,.0000000,.0000000,.0000000,.0000000
544.98,.0038642,.0000392,.1405060,.1185731,.1847782,.1560880,.1374023,.1165686,.0998322,.0220440,.0203043,.0000000,.0000000,.0000000,.0000000
545.98,.0038688,.0000393,.1406742,.1187150,.1845701,.1558263,.1373978,.1165643,.0999472,.0220694,.0203277,.0000000,.0000000,.0000000,.0000000
546.98,.0026952,.0000239,.1338092,.1128202,.1878871,.1585269,.1401152,.1188693,.1019895,.0225203,.0207431,.0000000,.0000000,.0000000,.0000000
547.98,.0027547,.0000244,.1261092,.1062213,.1910161,.1609178,.1431022,.1214031,.1042352,.0230162,.0211998,.0000000,.0000000,.0000000,.0000000
548.98,.0018634,.0000144,.1265812,.1066190,.1906070,.1602457,.1434100,.1216634,.1046177,.0231007,.0212776,.0000000,.0000000,.0000000,.0000000
549.98,.0019094,.0000147,.1181510,.0994085,.1940402,.1626904,.1466830,.1244390,.1071931,.0236693,.0218014,.0000000,.0000000,.0000000,.0000000
550.98,.0013048,.0000087,.1090331,.0916281,.1978331,.1652704,.1504869,.1276654,.1100759,.0243059,.0223877,.0000000,.0000000,.0000000,.0000000
551.98,.0013080,.0000087,.1092982,.0918509,.1975388,.1646525,.1505175,.1276899,.1103330,.0243626,.0224400,.0000000,.0000000,.0000000,.0000000
552.98,.0008826,.0000051,.0993738,.0834065,.2020328,.1679572,.1541825,.1307971,.1133009,.0250180,.0230436,.0000000,.0000000,.0000000,.0000000
553.98,.0005743,.0000051,.0996572,.0836444,.2017293,.1671937,.1544012,.1309814,.1136175,.0250879,.0231080,.0000000,.0000000,.0000000,.0000000
554.98,.0003788,.0000029,.0894310,.0749654,.2058235,.1692759,.1587814,.1346958,.1170103,.0258370,.0237980,.0000000,.0000000,.0000000,.0000000
555.98,.0003895,.0000030,.0787831,.0659554,.2105410,.1723161,.1626868,.1380055,.1202924,.0265617,.0244655,.0000000,.0000000,.0000000,.0000000
556.98,.0002470,.0000016,.0790819,.0662056,.2102052,.1710645,.1629860,.1382572,.1207356,.0266596,.0245556,.0000000,.0000000,.0000000,.0000000
557.98,.0002539,.0000017,.0684483,.0572325,.2148001,.1736407,.1671439,.1417819,.1240682,.0273954,.0252334,.0000000,.0000000,.0000000,.0000000
558.98,.0002552,.0000009,.0688047,.0575304,.2146268,.1721458,.1672095,.1418318,.1246986,.0275346,.0253616,.0000000,.0000000,.0000000,.0000000
559.98,.0001635,.0000009,.0585262,.0488790,.2191383,.1741523,.1713416,.1453332,.1281183,.0282897,.0260571,.0000000,.0000000,.0000000,.0000000
560.98,.0001644,.0000005,.0588475,.0491473,.2188686,.1720630,.1717683,.1456910,.1288095,.0284423,.0261977,.0000000,.0000000,.0000000,.0000000
561.98,.0001031,.0000005,.0488861,.0407842,.2233829,.1756119,.1753112,.1486960,.1314599,.0290275,.0267367,.0000000,.0000000,.0000000,.0000000
562.98,.0001037,.0000005,.0491869,.0410352,.2231677,.1732189,.1758132,.1491170,.1322553,.0292032,.0268985,.0000000,.0000000,.0000000,.0000000
563.98,.0000629,.0000003,.0492477,.0410859,.2234435,.1734330,.1753981,.1487594,.1324046,.0292361,.0269288,.0000000,.0000000,.0000000,.0000000
564.98,.0467855,.0000002,.0382828,.0319077,.2169142,.1683651,.1702728,.1444124,.1285355,.0283818,.0261419,.0000000,.0000000,.0000000,.0000000
565.98,.0106513,.0000003,.0397340,.0331173,.2251370,.1747474,.1767274,.1498868,.1334080,.0294577,.0271329,.0000000,.0000000,.0000000,.0000000
566.98,.0035558,.0000003,.0400194,.0333551,.2267540,.1760026,.1779968,.1509634,.1343587,.0296676,.0273262,.0000000,.0000000,.0000000,.0000000
567.98,.0016089,.0000003,.0403794,.0336551,.2270790,.1736274,.1788870,.1517119,.1355514,.0299309,.0275688,.0000000,.0000000,.0000000,.0000000
568.98,.0006918,.0000003,.0407293,.0339468,.2272259,.1706949,.1796485,.1523504,.1367177,.0301884,.0278060,.0000000,.0000000,.0000000,.0000000
569.98,.0004432,.0000003,.0407400,.0339557,.2272852,.1707394,.1796954,.1523901,.1367448,.0301944,.0278115,.0000000,.0000000,.0000000,.0000000
570.98,.0002806,.0000003,.0408136,.0340170,.2276962,.1710481,.1791489,.1519182,.1369741,.0302450,.0278581,.0000000,.0000000,.0000000,.0000000
571.98,.0002806,.0000003,.0408136,.0340170,.2276962,.1710481,.1791489,.1519182,.1369741,.0302450,.0278581,.0000000,.0000000,.0000000,.0000000
572.98,.0001793,.0000001,.0329912,.0274744,.2314759,.1703071,.1826867,.1549083,.1404145,.0310046,.0285578,.0000000,.0000000,.0000000,.0000000
573.98,.0001797,.0000001,.0330593,.0275311,.2319540,.1706589,.1819684,.1542878,.1406840,.0310641,.0286125,.0000000,.0000000,.0000000,.0000000
574.98,.0001113,.0000001,.0333189,.0277473,.2316738,.1663345,.1833970,.1554990,.1417776,.0313056,.0288349,.0000000,.0000000,.0000000,.0000000
575.98,.0000675,.0000001,.0333970,.0278123,.2322167,.1667243,.1825981,.1548085,.1420987,.0313764,.0289002,.0000000,.0000000,.0000000,.0000000
576.98,.0000675,.0000001,.0333975,.0278128,.2322205,.1667271,.1826011,.1548111,.1420896,.0313744,.0288983,.0000000,.0000000,.0000000,.0000000
577.98,.0000413,.0000001,.0266089,.0221437,.2358304,.1645276,.1858330,.1575356,.1456827,.0321678,.0296291,.0000000,.0000000,.0000000,.0000000
578.98,.0000413,.0000001,.0266094,.0221441,.2358346,.1645305,.1858363,.1575384,.1456728,.0321656,.0296271,.0000000,.0000000,.0000000,.0000000
579.98,.0000414,.0000001,.0266878,.0222094,.2365301,.1650158,.1848180,.1566574,.1460764,.0322546,.0297091,.0000000,.0000000,.0000000,.0000000
580.98,.0000418,.0000001,.0269441,.0224227,.2363554,.1594428,.1865930,.1581620,.1474793,.0325644,.0299944,.0000000,.0000000,.0000000,.0000000
581.98,.0000248,.0000000,.0208954,.0173787,.2391227,.1613096,.1887776,.1600138,.1491921,.0329426,.0303428,.0000000,.0000000,.0000000,.0000000
582.98,.0000249,.0000000,.0209654,.0174370,.2399244,.1618504,.1876183,.1590103,.1496780,.0330498,.0304415,.0000000,.0000000,.0000000,.0000000
583.98,.0000145,.0000000,.0211901,.0176238,.2398337,.1555615,.1896291,.1607145,.1512673,.0334007,.0307647,.0000000,.0000000,.0000000,.0000000
584.98,.0000145,.0000000,.0211901,.0176238,.2398337,.1555615,.1896291,.1607145,.1512673,.0334007,.0307647,.0000000,.0000000,.0000000,.0000000
585.98,.0000147,.0000000,.0162540,.0135120,.2430493,.1576472,.1901186,.1611051,.1532799,.0338451,.0311740,.0000000,.0000000,.0000000,.0000000
586.98,.0000149,.0000000,.0164465,.0136720,.2430260,.1505959,.1923703,.1630132,.1550790,.0342423,.0315399,.0000000,.0000000,.0000000,.0000000
587.98,.0000084,.0000000,.0164466,.0136721,.2430275,.1505969,.1923715,.1630142,.1550800,.0342426,.0315401,.0000000,.0000000,.0000000,.0000000
588.98,.0000084,.0000000,.0165189,.0137322,.2440950,.1512583,.1908804,.1617225,.1557272,.0343854,.0316717,.0000000,.0000000,.0000000,.0000000
589.98,.0000086,.0000000,.0167317,.0139091,.2440940,.1434679,.1933401,.1638065,.1577339,.0348285,.0320798,.0000000,.0000000,.0000000,.0000000
590.98,.0000086,.0000000,.0126138,.0104818,.2459940,.1445846,.1948450,.1650815,.1589617,.0350996,.0323295,.0000000,.0000000,.0000000,.0000000
591.98,.0000087,.0000000,.0126774,.0105347,.2472355,.1453143,.1931423,.1636062,.1597272,.0352685,.0324851,.0000000,.0000000,.0000000,.0000000
592.98,.0000087,.0000000,.0126774,.0105347,.2472355,.1453143,.1931423,.1636062,.1597272,.0352685,.0324851,.0000000,.0000000,.0000000,.0000000
593.98,.0000048,.0000000,.0126775,.0105347,.2472365,.1453149,.1931431,.1636068,.1597278,.0352687,.0324852,.0000000,.0000000,.0000000,.0000000
594.98,.0000048,.0000000,.0126775,.0105347,.2472365,.1453149,.1931431,.1636068,.1597278,.0352687,.0324852,.0000000,.0000000,.0000000,.0000000
595.98,.0000027,.0000000,.0128562,.0106833,.2472680,.1367489,.1958662,.1659136,.1619603,.0357616,.0329392,.0000000,.0000000,.0000000,.0000000
596.98,.0000088,.0000000,.0095705,.0079505,.2487905,.1375909,.1970722,.1669351,.1629575,.0359818,.0331421,.0000000,.0000000,.0000000,.0000000
597.98,.0000087,.0000000,.0094369,.0078395,.2487449,.1462015,.1943215,.1646050,.1606829,.0354795,.0326795,.0000000,.0000000,.0000000,.0000000
598.98,.0000088,.0000000,.0095705,.0079505,.2487905,.1375909,.1970722,.1669351,.1629575,.0359818,.0331421,.0000000,.0000000,.0000000,.0000000
599.98,.0000049,.0000000,.0096258,.0079964,.2502286,.1383862,.1951204,.1652437,.1638791,.0361852,.0333294,.0000000,.0000000,.0000000,.0000000
600.98,.0000050,.0000000,.0097723,.0081182,.2502321,.1290771,.1980903,.1677588,.1663735,.0367360,.0338367,.0000000,.0000000,.0000000,.0000000
601.98,.0000050,.0000000,.0097726,.0081184,.2502397,.1290810,.1980963,.1677639,.1663573,.0367324,.0338334,.0000000,.0000000,.0000000,.0000000
602.98,.0000050,.0000000,.0097726,.0081184,.2502397,.1290810,.1980963,.1677639,.1663573,.0367324,.0338334,.0000000,.0000000,.0000000,.0000000
603.98,.0000050,.0000000,.0097726,.0081184,.2502397,.1290810,.1980963,.1677639,.1663573,.0367324,.0338334,.0000000,.0000000,.0000000,.0000000
604.98,.0000027,.0000000,.0097727,.0081184,.2502403,.1290813,.1980968,.1677643,.1663577,.0367324,.0338335,.0000000,.0000000,.0000000,.0000000
605.98,.0000028,.0000000,.0099973,.0083050,.2518037,.1200101,.1990502,.1685271,.1701357,.0375665,.0346017,.0000000,.0000000,.0000000,.0000000
606.98,.0000052,.0000000,.0073563,.0061097,.2530436,.1206010,.2000303,.1693569,.1709734,.0377515,.0347721,.0000000,.0000000,.0000000,.0000000
607.98,.0000051,.0000000,.0099972,.0083050,.2518031,.1200098,.1990497,.1685267,.1701353,.0375665,.0346017,.0000000,.0000000,.0000000,.0000000
