 !NB. This file contains data that is averaged or summed over daily periods.!
Time (days),mod_ET(mm/d),mod_LE(MJ/m2/d),mod_ET(MJ.m-2.d-1),mod_SoilE(mm/d),mod_can_evap(mm/d),weighted_SWP(MPa),plant_resistance_layer1,canopy_soil_resistance_layer1,LSC(mmol/m2/s/Mpa),sapflow(mm/d),mean-LAI
553,1.7479804,4.2807373,3.6911653,.1883320,.0532297,-.2688217,.2127056,3.8823727,.4259225,3.0145362,3.4400000
554,1.5856812,3.8814960,3.7899880,.1795362,-.1408811,-.2688456,.2127056,3.9852269,.4154869,3.0970860,3.4400000
555,1.8469717,4.5225003,3.6126866,.2023719,.1688162,-.2657545,.2127056,4.0970991,.4047019,2.7761646,3.4400000
556,1.7537906,4.2883348,3.7783676,.2228212,-.0140330,-.2695451,.2127056,4.1024927,.4041960,3.0207963,3.4400000
557,1.7147958,4.1846388,3.8561964,.2197526,-.0844419,-.2647328,.2127056,4.2280222,.3927703,3.4059297,3.4400000
558,1.2168480,2.9720792,2.7817334,.1627266,-.0835380,-.2701187,.2127056,4.2322453,.3923971,2.2890198,3.4400000
559,1.2703478,3.1070481,2.7673392,.1372864,.0021600,-.2643633,.2127056,4.3725798,.3803877,2.2689710,3.4400000
560,1.3100138,3.2040433,2.9252573,.1304768,-.0156892,-.2693188,.2127056,4.3779807,.3799401,2.3790279,3.4400000
561,1.2644244,3.0992355,2.7497153,.1079808,.0350201,-.2579756,.2127056,4.5215003,.3684221,2.2807013,3.4400000
562,1.1411347,2.7990879,2.5071112,.1181341,.0013092,-.2631871,.2127056,4.5282471,.3678978,2.0275227,3.4400000
563,1.0106397,2.4831891,2.2945778,.0890794,-.0114765,-.2642923,.2127056,4.5303780,.3677325,1.8977408,3.4400000
564,1.9029448,4.6962019,1.3230688,.0680362,1.2989656,-.3174173,.2127056,4.0459706,.4095606,1.0794039,3.4400000
565,1.2059596,2.9779259,1.7994796,.0732044,.4034633,-.2715314,.2127056,4.4786528,.3717870,1.4647264,3.4400000
566,.9189061,2.2655547,1.5994926,.0644015,.2059000,-.2593701,.2127056,4.6032343,.3621694,1.2666604,3.4400000
567,.9707763,2.3870778,2.1734139,.0803037,.0058894,-.2611978,.2127056,4.6510635,.3586079,1.7306806,3.4400000
568,1.1324126,2.7731702,2.6649389,.1089443,-.0643023,-.2650689,.2127056,4.6809616,.3564170,2.1708319,3.4400000
569,1.2019917,2.9464420,2.5672700,.1018799,.0532219,-.2645920,.2127056,4.6865316,.3560118,2.1080340,3.4400000
570,1.1235345,2.7612081,2.3524515,.1028078,.0630858,-.2656885,.2127056,4.6921629,.3556030,1.9421082,3.4400000
571,1.0408494,2.5493758,2.4266808,.1119806,-.0615203,-.2656885,.2127056,4.6921629,.3556030,1.9428021,3.4400000
572,1.3569902,3.3180037,2.8225605,.1481753,.0548074,-.2597953,.2127056,4.8538035,.3442580,2.3316030,3.4400000
573,1.6311152,3.9883658,3.2799417,.1889328,.1014179,-.2614081,.2127056,4.8564946,.3440752,2.6305183,3.4400000
574,1.4158292,3.4645825,3.0657385,.1506988,.0133262,-.2658817,.2127056,4.8708696,.3431022,2.5582372,3.4400000
575,.9855487,2.4142785,2.5845036,.1143942,-.1817468,-.2674700,.2127056,4.8751218,.3428155,2.1938999,3.4400000
576,1.3237415,3.2493201,2.7556245,.1489467,.0519996,-.2675007,.2127056,4.8751266,.3428152,2.0106359,3.4400000
577,1.7300409,4.2366179,3.2675792,.2123321,.1832525,-.2626815,.2127056,5.0376188,.3322054,2.4902298,3.4400000
578,1.5264425,3.7321407,3.1905320,.2363459,-.0145442,-.2627149,.2127056,5.0376218,.3322052,2.4984551,3.4400000
579,1.3530334,3.3024620,2.9545463,.2225281,-.0788692,-.2646415,.2127056,5.0421226,.3319207,2.7328405,3.4400000
580,1.3089717,3.2069336,2.9942252,.1414415,-.0534703,-.2693870,.2127056,5.0607836,.3307461,2.5639262,3.4400000
581,1.1744285,2.8820860,2.6753943,.1382730,-.0528189,-.2589521,.2127056,5.1951906,.3225258,2.1757930,3.4400000
582,1.1545323,2.8400022,2.4491996,.0923292,.0668066,-.2609751,.2127056,5.2007429,.3221950,2.0405526,3.4400000
583,1.0900385,2.6763918,2.4350864,.1007750,-.0013307,-.2657645,.2127056,5.2241952,.3208052,1.9887716,3.4400000
584,.8970127,2.2069365,2.0435641,.0737191,-.0066948,-.2657645,.2127056,5.2241952,.3208052,1.6418001,3.4400000
585,.9927495,2.4363034,2.3434074,.0930161,-.0542170,-.2585399,.2127056,5.3523915,.3134152,1.9089430,3.4400000
586,1.0912813,2.6836147,2.2664218,.0828683,.0869914,-.2633345,.2127056,5.3808328,.3118216,1.8142743,3.4400000
587,.9567297,2.3530807,2.2725106,.1053453,-.0720915,-.2633203,.2127056,5.3810305,.3118106,1.7703174,3.4400000
588,1.3093344,3.2141110,2.6074246,.1276109,.1198264,-.2656609,.2127056,5.3890848,.3113622,2.1451190,3.4400000
589,.7909965,1.9409313,2.0247757,.0807908,-.1133441,-.2703570,.2127056,5.4223376,.3095249,1.6379568,3.4400000
590,.9552325,2.3428779,2.1343916,.1135325,-.0283793,-.2621727,.2127056,5.5308005,.3036797,1.6869757,3.4400000
591,1.0218719,2.5009292,2.2478923,.1326290,-.0291898,-.2646700,.2127056,5.5407028,.3031570,1.7962185,3.4400000
592,1.1234403,2.7438822,2.3095079,.1410308,.0377492,-.2646700,.2127056,5.5407028,.3031570,1.9693776,3.4400000
593,.8808830,2.1682601,1.9011952,.0821738,.0266177,-.2646614,.2127056,5.5408265,.3031505,1.6108758,3.4400000
594,.9398791,2.3159935,2.0729772,.0907844,.0083127,-.2646614,.2127056,5.5408265,.3031505,1.7101704,3.4400000
595,.7304951,1.7995336,1.8106000,.0645444,-.0682452,-.2692823,.2127056,5.5811732,.3010394,1.4794237,3.4400000
596,.0727734,.1812158,.5650637,.0249241,-.1804768,-.2623549,.2127056,5.6741677,.2962839,.4941457,3.4400000
597,-.5010291,-1.2400924,.4630934,.0217517,-.7101456,-.2578057,.2127056,5.6325509,.2983934,.4219119,3.4400000
598,.1886419,.4556809,1.8782772,.0777237,-.6525957,-.2623549,.2127056,5.6741677,.2962839,1.4469488,3.4400000
599,.3081737,.7514854,1.9498269,.0841479,-.5689236,-.2649564,.2127056,5.6864267,.2956682,1.4814157,3.4400000
600,.5969427,1.4586096,2.4444053,.1315068,-.5305834,-.2693493,.2127056,5.7345937,.2932736,1.8898959,3.4400000
601,.6633988,1.6170537,2.4981336,.1595591,-.5165804,-.2694048,.2127056,5.7346011,.2932733,2.1184808,3.4400000
602,.6103999,1.4929715,2.3711487,.1005461,-.4558956,-.2694048,.2127056,5.7346011,.2932733,2.0238627,3.4400000
603,.2732091,.6689205,1.8077825,.0699581,-.5296554,-.2694048,.2127056,5.7346011,.2932733,1.4940762,3.4400000
604,.4991711,1.2224420,1.9795179,.0934364,-.3979717,-.2693998,.2127056,5.7346778,.2932695,1.4639116,3.4400000
605,.7590790,1.8595418,2.4214809,.1351631,-.3618470,-.2764298,.2127056,5.8044531,.2898687,1.7693172,3.4400000
606,.7868486,1.9211369,2.5707868,.1932643,-.4569328,-.2706539,.2127056,5.8845425,.2860612,1.8848736,3.4400000
607,1.2769143,3.1127339,2.5349931,.1849252,.0528303,-.2764349,.2127056,5.8043745,.2898725,2.3306862,3.4400000
608,1.1255528,2.7554100,2.3962857,.1015015,.0467085,-.2764298,.2127056,5.8044531,.2898687,2.2001363,3.4400000
609,.9071559,2.2272232,1.9421013,.0963691,.0197438,-.2706487,.2127056,5.8846234,.2860574,1.5022905,3.4400000
610,1.0409093,2.5531927,2.3174794,.1044289,-.0076175,-.2706487,.2133258,5.8846234,.2868622,1.8598696,3.4299998
611,1.0377835,2.5433793,2.2823576,.1141752,-.0070439,-.2706487,.2139495,5.8846234,.2876716,1.8792478,3.4199998
612,-.0836545,-.2090412,.6999066,.0356364,-.4026379,-.2706539,.2145769,5.8845425,.2884893,.6825374,3.4099998
613,.8128314,1.9997705,1.7693102,.0797214,.0137344,-.2706539,.2152080,5.8845425,.2893079,1.2726457,3.3999998
614,1.1135479,2.7381854,2.2005191,.1231292,.0952377,-.2707156,.2158429,5.8845514,.2901307,1.6376698,3.3899998
615,1.2272018,3.0160441,2.4286378,.1451268,.0939197,-.2707156,.2164815,5.8845514,.2909586,2.0507341,3.3799998
616,.9680643,2.3886321,1.9716048,.0955412,.0733967,-.2707156,.2171238,5.8845514,.2917913,1.5995839,3.3699998
617,.9964399,2.4546798,2.1578163,.1133871,.0073643,-.2775691,.2177700,5.9671195,.2887221,1.6775670,3.3599998
618,1.0795620,2.6505817,2.3954116,.1544252,-.0502165,-.2728775,.2184201,6.0333237,.2864873,1.7647809,3.3499998
619,1.1721809,2.8664932,2.2712647,.1998135,.0436182,-.2728775,.2190741,6.0333237,.2873149,1.9232540,3.3399998
620,.9652122,2.3610766,2.3590739,.1754465,-.1736736,-.2775691,.2197319,5.9671195,.2912308,1.9840296,3.3299998
621,1.0270047,2.5224593,2.2539444,.1269069,-.0173921,-.2728775,.2203938,6.0333237,.2889848,1.9443154,3.3199998
622,.7727956,1.8995151,1.8058614,.0810031,-.0417677,-.2728775,.2210596,6.0333237,.2898270,1.6950233,3.3099998
623,.8415493,2.0714441,1.6497053,.0710307,.1005586,-.2764214,.2217295,6.1075836,.2872637,1.2558070,3.2999998
624,.0194010,.0463620,.4848644,.0260471,-.2023610,-.2729414,.2224035,6.0333821,.2915235,.5421973,3.2899998
625,.1644278,.4030682,.8438293,.0315025,-.2078990,-.2796426,.2230815,6.1297702,.2879445,.6437751,3.2799998
626,.4306051,1.0678352,.9122587,.0396175,.0232759,-.2796410,.2237637,6.1297978,.2887927,.7177503,3.2699998
627,.0966295,.2401145,.3939800,.0270955,-.0890910,-.2759036,.2244501,6.1835492,.2872177,.2446262,3.2599998
628,.7913674,1.9519621,1.7486218,.0710630,.0115551,-.2789837,.2251407,6.2677210,.2843359,1.4151180,3.2499998
629,.7903920,1.9479702,1.6442715,.0841957,.0381376,-.2789837,.2258356,6.2677210,.2851830,1.2276837,3.2399998
630,.7730471,1.9045360,1.5861892,.0681334,.0619841,-.2790575,.2265348,6.2677332,.2860346,1.4200581,3.2299998
631,.3327995,.8243515,.7903772,.0382641,-.0238843,-.2824873,.2272383,6.2949069,.2856965,.6420614,3.2199998
632,.5826319,1.4422627,1.3465659,.0672268,-.0290540,-.2824873,.2279462,6.2949069,.2865554,.9765204,3.2099998
633,.7356656,1.8142320,1.6113428,.0753115,.0070542,-.2822089,.2286586,6.4319289,.2815067,1.2921047,3.1999998
634,.9210265,2.2646353,1.9999690,.1214884,-.0140625,-.2822089,.2293753,6.4319289,.2823588,1.3948497,3.1899998
635,1.0948015,2.6889649,2.0331945,.1155105,.1516788,-.2822089,.2300967,6.4319289,.2832160,1.8567151,3.1799998
636,-.0522198,-.1298896,.2247071,.0205127,-.1628929,-.2822079,.2308225,6.4319455,.2840778,.3799612,3.1699998
637,.2144480,.5346027,.3518236,.0253826,.0477132,-.2859358,.2315530,6.4651922,.2835309,.1486310,3.1599998
638,-.1832895,-.4579415,.1712612,.0146994,-.2669524,-.2800319,.2322881,6.4655598,.2843842,.2576428,3.1499998
639,-.3637726,-.9069959,.2876634,.0154083,-.4948746,-.2836725,.2330278,6.4991725,.2838341,.2070637,3.1399998
640,-.3181751,-.7921693,.4502312,.0192349,-.5188276,-.2836743,.2337723,6.4991415,.2847108,.3868047,3.1299998
641,-.4307745,-1.0755095,.2089220,.0122320,-.5269085,-.2836743,.2345216,6.4991415,.2855915,.1847331,3.1199998
642,-.2920007,-.7311062,.2267692,.0141862,-.3971955,-.2836743,.2352757,6.4991415,.2864777,.1678056,3.1099998
643,.3556610,.8844851,.3487844,.0232238,.1924276,-.5733496,.2360346,8.0409746,.2338386,.1591480,3.0999998
644,-.2060117,-.5129218,.1986965,.0144987,-.3003363,-.5117962,.2367985,9.4854575,.1997219,.2021503,3.0899998
645,.3009630,.7420792,.6871001,.0232072,-.0001331,-.4215083,.2375673,11.7951627,.1618961,.5199616,3.0799998
646,.2272287,.5621891,.5000067,.0254125,-.0001294,-.3713820,.2383412,13.2567497,.1448228,.3646741,3.0699998
647,.5154897,1.2741177,.5831661,.0608690,.2186696,-.3578580,.2391201,13.6883702,.1407852,.0268154,3.0599998
648,-.0960792,-.2397137,.2390112,.0194862,-.2116894,-.3542919,.2399041,13.8067695,.1400483,.6798772,3.0499998
649,.2552111,.6352741,.2247684,.0147917,.1500368,-.3526963,.2406932,13.8609379,.1399614,.2102398,3.0399998
650,.1901469,.4715494,.4173962,.0219137,-.0002194,-.3522867,.2414876,13.8750639,.1402749,.2546805,3.0299998
651,.3043562,.7537332,.6596256,.0380294,-.0002031,-.3520257,.2422872,13.8841495,.1406409,.3793051,3.0199998
652,.4321143,1.0680419,.8272006,.0519773,.0451661,-.3518620,.2430921,13.8899002,.1410427,.6472855,3.0099998
653,.0408000,.0965836,.3948751,.0248155,-.1434460,-.3524032,.2439025,13.8942727,.1414610,.5282804,2.9999998
654,-.3411304,-.8514803,.1758579,.0163437,-.4280710,-.3524032,.2447182,13.8942727,.1419259,.1414773,2.9899998
655,-.4019588,-1.0042915,.1515024,.0130610,-.4757352,-.3523420,.2455394,13.8964649,.1423718,.1350045,2.9799998
656,-.1702270,-.4288873,.2433659,.0061193,-.2744724,-.0964626,.2463661,2.8248298,.6577901,.3217622,2.9699998
657,-.2465791,-.6363675,.2512458,.1798124,-.5269667,-.0439319,.2471984,2.1845245,.8335765,.2246390,2.9599998
658,-.4267763,-1.1428103,.0292362,.0646350,-.5024030,-.0437109,.2480364,2.1845007,.8361223,.0191975,2.9499998
659,.1550587,.3818801,.4640406,.4190426,-.4510208,-.0438124,.2488801,2.1844800,.8386825,.3059705,2.9399998
660,.7722488,1.9030023,1.4914826,.7781980,-.6130401,-.0442476,.2497295,2.1844618,.8412575,1.1875478,2.9299998
661,.4578708,1.1239581,1.6237743,.6905729,-.8941714,-.0451516,.2505847,2.1844810,.8438354,1.3136884,2.9199998
662,.2724459,.6680698,.9865862,.4134263,-.5406779,-.0462621,.2514458,2.1845024,.8464284,.8786450,2.9099998
663,-.1159377,-.2871849,.2588974,.1733211,-.3903406,-.0470998,.2523129,2.1845031,.8490447,.2005756,2.8999998
664,.0572837,.1141314,.2739937,.1520931,-.1990985,-.0480764,.2531859,2.1845270,.8516691,.2090541,2.8899998
665,.0803549,.1661158,.6988990,.2112894,-.4087269,-.0490766,.2540651,2.1845535,.8543089,.5374524,2.8799998
666,.7233037,1.7800137,1.7374432,.3537066,-.3358122,-.0507881,.2549503,2.1845837,.8569639,1.3763099,2.8699998
667,.3554164,.8771310,.9240916,.1982624,-.2170297,-.0514005,.2558417,2.1845849,.8596457,.8303802,2.8599998
668,.1613698,.4014321,.2047639,.0791819,-.0000655,-.0512850,.2567394,2.1845847,.8623449,.1448919,2.8499998
669,.4398267,1.0913458,.5809932,.1651787,.0401617,-.0526296,.2576434,2.1846181,.8650491,.4064529,2.8399998
670,.4292029,1.0643248,.5907083,.1680001,.0232797,-.0544002,.2585538,2.1846200,.8677817,.5324399,2.8299998
671,.2516323,.6267078,.4395100,.1225511,-.0476789,-.0555883,.2594707,2.1846215,.8705317,.3345570,2.8199998
672,.6911021,1.7094557,1.1865990,.2177222,-.0069551,-.0581540,.2603941,2.1846605,.8732858,.9258759,2.8099998
673,.5918462,1.4642752,.9951097,.1941500,-.0050278,-.0604994,.2613241,2.1847036,.8760560,.8012820,2.7999998
674,.2470410,.6122365,.3764214,.0952474,-.0000000,-.0634988,.2613240,2.1847533,.8760382,.3650921,2.8000000
675,.7125050,1.7603381,1.1068834,.1775147,.0861171,-.0663729,.2613240,2.1847574,.8760367,.8014913,2.8000000
676,.7529014,1.8585274,1.3502436,.2638059,-.0580443,-.0709586,.2613240,2.1848158,.8760158,1.1153293,2.8000000
677,.9838478,2.4264956,1.5334650,.2524468,.1093320,-.0766949,.2613240,2.1848833,.8759916,1.2473095,2.8000000
678,.4805132,1.1871311,.9772587,.1433194,-.0579810,-.0822349,.2613240,2.1849607,.8759639,.8242503,2.8000000
679,-.3796955,-.9446170,.2254099,.0509532,-.5212952,-.0819670,.2613240,2.1850397,.8759356,.1898261,2.8000000
680,-.1117920,-.3047146,.2475512,.0746008,-.2853788,-.0841857,.2613240,2.1850500,.8759319,.1537451,2.8000000
681,-.3526043,-.8830850,.1493707,.0533623,-.4660907,-.0750523,.2613240,2.1850484,.8759325,.1788997,2.8000000
682,-.2518517,-.6894696,.1794924,.0605466,-.3819690,-.0688614,.2613240,2.1851156,.8759085,.1328308,2.8000000
683,-.2945469,-.7776430,.2016632,.0697175,-.4416657,-.0704883,.2613240,2.1850289,.8759395,.1429801,2.8000000
684,-.4760417,-1.1818349,.1758500,.0507319,-.5976914,-.0718083,.2613240,2.1850332,.8759380,.1594647,2.8000000
685,-.7170164,-1.7815962,.1081907,.0274877,-.7880809,-.0687323,.2613240,2.1850280,.8759398,.0970102,2.8000000
686,-.5840011,-1.4517966,.0451932,.0614432,-.6636572,-.0465802,.2613240,2.1847865,.8760263,.0410914,2.8000000
687,-.0965480,-.2337536,.0028498,.0364761,-.1314593,-.0412181,.2613240,2.1843077,.8761978,.0099178,2.8000000
688,-.0374024,-.1060359,.0199101,.0658856,-.1074580,-.0413733,.2613240,2.1842960,.8762020,.0125581,2.8000000
689,.0858329,.1819105,.1540491,.2375566,-.2088713,-.0410878,.2613240,2.1842882,.8762048,.1078714,2.8000000
690,.0594866,.1686446,.0982617,.2584393,-.2336128,-.0409724,.2613240,2.1842852,.8762059,.0764468,2.8000000
691,.0139237,.0394738,.0869453,.2496798,-.2664245,-.0409530,.2613240,2.1842843,.8762062,.0705824,2.8000000
692,.0437080,.1257893,.0839283,.2462554,-.2328744,-.0409497,.2613240,2.1842836,.8762064,.0699632,2.8000000
693,-.0288275,-.0721604,.1433259,.2478804,-.3309328,-.0409535,.2613240,2.1842829,.8762067,.1072657,2.8000000
694,.0412992,.1170831,.0933498,.2431609,-.2347893,-.0410485,.2613240,2.1842829,.8762067,.0756500,2.8000000
695,.0885397,.2562784,.1051344,.2805478,-.2301723,-.0413961,.2613240,2.1842823,.8762069,.0754261,2.8000000
696,.0166587,.0603508,.1680674,.2828863,-.3347646,-.0410470,.2613240,2.1842823,.8762069,.1375302,2.8000000
697,.2398025,.6862812,.1066689,.2631999,-.0661852,-.0414197,.2613240,2.1842817,.8762071,.0812403,2.8000000
698,.2026492,.5268254,.1667853,.2761301,-.1426146,-.0410343,.2613240,2.1842818,.8762071,.1376054,2.8000000
699,.2386039,.6764422,.0813946,.2139521,-.0040588,-.0410092,.2613240,2.1842812,.8762073,.0647683,2.8000000
700,.4793027,1.3407792,.1262457,.2744938,.1619450,-.0415431,.2613240,2.1842813,.8762073,.0943264,2.8000000
701,.3087896,.7702653,.1166707,.3517043,-.0898513,-.0409404,.2613240,2.1842811,.8762073,.0889670,2.8000000
702,.3720975,.9258837,.1704823,.4137264,-.1104250,-.0401926,.2613240,2.1842733,.8762101,.1290495,2.8000000
703,.2489952,.6178152,.3526974,.4598294,-.3533371,-.0401713,.2613240,2.1842723,.8762105,.2871911,2.8000000
704,.6072552,1.5112061,.2758843,.3372247,.1588786,-.0401808,.2613240,2.1842719,.8762106,.2266247,2.8000000
705,.4129751,1.0306752,.1485915,.3000691,.0531997,-.0401909,.2613240,2.1842716,.8762107,.1214439,2.8000000
706,.3767187,.9831557,.1234992,.2839428,.0474616,-.0402092,.2613240,2.1842716,.8762107,.0984465,2.8000000
707,.2350932,.6554695,.0915199,.2531931,-.0542691,-.0401221,.2613240,2.1842717,.8762107,.0827544,2.8000000
708,-.0746884,-.2011005,.0816555,.2267998,-.3332856,-.0401318,.2613240,2.1842717,.8762107,.0599133,2.8000000
709,.1693522,.4733908,.1229863,.2487557,-.1193884,-.0401423,.2613240,2.1842718,.8762107,.1014075,2.8000000
710,.0656971,.1862514,.0875858,.2204288,-.1856261,-.0401459,.2613240,2.1842719,.8762106,.0674602,2.8000000
711,.0870723,.1707980,.1406487,.2588491,-.2326356,-.0401535,.2613240,2.1842719,.8762106,.1261453,2.8000000
712,-.1726650,-.4895054,.0742060,.1524172,-.3486329,-.0401615,.2613240,2.1842720,.8762106,.0529495,2.8000000
713,-.2409311,-.6411366,.0928919,.1760988,-.4500600,-.0404424,.2613240,2.1842721,.8762106,.0631073,2.8000000
714,-.3071489,-.8498485,.0638998,.1148041,-.4446157,-.0401708,.2613240,2.1842721,.8762106,.0605204,2.8000000
715,-.3370024,-.9244254,.0786334,.1343650,-.5034663,-.0401795,.2613240,2.1842722,.8762105,.0710080,2.8000000
716,-.4246007,-1.2020277,.0410927,.0596685,-.4975011,-.0401803,.2613240,2.1842722,.8762105,.0375039,2.8000000
717,-.3584264,-.9951761,.0729794,.0500592,-.4376463,-.0401863,.2613240,2.1842722,.8762105,.0549077,2.8000000
718,-.4523612,-1.2500258,.0558734,.0742138,-.5527776,-.0401830,.2613240,2.1842722,.8762105,.0493029,2.8000000
719,-.3786059,-1.0733478,.0056427,.0500463,-.4306426,-.0401799,.2613240,2.1842722,.8762105,-.0006074,2.8000000
720,-.1997690,-.5663451,.0621874,.1358246,-.3556160,-.0401711,.2613240,2.1842721,.8762106,.0480953,2.8000000
721,-.3761129,-.9813843,.0569789,.0963787,-.4956632,-.0403071,.2613240,2.1842721,.8762106,.0445253,2.8000000
722,-.6280151,-1.5925099,.0533447,.0377775,-.6872499,-.0401099,.2613240,2.1842716,.8762107,.0498138,2.8000000
723,-.3392804,-.9618600,.0201094,.0725654,-.4189391,-.0400842,.2613240,2.1842713,.8762108,.0113050,2.8000000
724,-.1886494,-.5348210,.0746854,.1458150,-.3578335,-.0400878,.2613240,2.1842713,.8762108,.0616527,2.8000000
725,-.2274054,-.6446943,.0266132,.0982713,-.3350640,-.0400894,.2613240,2.1842713,.8762108,.0196613,2.8000000
726,-.3195739,-.9059919,.0203367,.0832956,-.4100429,-.0400945,.2613240,2.1842714,.8762108,.0187281,2.8000000
727,-.3537827,-1.0029738,.0366366,.0696322,-.4363379,-.0400994,.2613240,2.1842714,.8762108,.0264868,2.8000000
728,-.4253393,-1.2002570,.0321497,.0466240,-.4842941,-.0401044,.2613240,2.1842715,.8762108,.0281027,2.8000000
729,-.2984975,-.8462405,.0137716,.0739773,-.3773325,-.0401103,.2613240,2.1842715,.8762108,.0079040,2.8000000
730,-.0582545,-.1651515,.0864075,.1866052,-.2753385,-.0401103,.2613240,2.1842715,.8762108,.0636289,2.8000000
733,-.0799580,-.2266808,.0858223,.1872282,-.2974586,-.0401042,.2613240,2.1842716,.8762107,.0626933,2.8000000
734,-.1290760,-.3446366,.2844981,.2556759,-.5011802,-.0401042,.2613240,2.1842716,.8762107,.2165527,2.8000000
735,.1689538,.4207002,.2116206,.3646610,-.2816247,-.0402958,.2613240,2.1842716,.8762107,.1726234,2.8000000
736,-.1600505,-.4354404,.1802475,.2033735,-.4365841,-.0401042,.2613240,2.1842716,.8762107,.1560058,2.8000000
737,-.2391946,-.6781166,.0823266,.1317888,-.3992324,-.0400992,.2613240,2.1842715,.8762108,.0682720,2.8000000
738,-.2762233,-.7830931,.0364074,.0948733,-.3839387,-.0400992,.2613240,2.1842715,.8762108,.0329887,2.8000000
739,-.1912356,-.5421529,.0439434,.1246598,-.3313957,-.0400992,.2613240,2.1842715,.8762108,.0346836,2.8000000
740,-.4882677,-1.3681460,.0155816,.0154706,-.5098927,-.0401042,.2613240,2.1842716,.8762107,.0140669,2.8000000
741,-.3102936,-.8733137,.0401492,.0930895,-.4175407,-.0401042,.2613240,2.1842716,.8762107,.0300372,2.8000000
742,-.7077576,-1.8572082,.0223927,.0020807,-.7184085,-.0400891,.2613240,2.1842714,.8762108,.0206401,2.8000000
743,-.4295612,-1.1674366,.0382804,.0324467,-.4776842,-.0400767,.2613240,2.1842713,.8762108,.0165019,2.8000000
744,-.3392343,-.8517403,.0519978,.0834014,-.4457544,-.0400692,.2613240,2.1842712,.8762109,.0482759,2.8000000
745,-.1244444,-.3387685,.2327428,.2489475,-.4676071,-.0401828,.2613240,2.1842712,.8762109,.1627133,2.8000000
746,.1975469,.5024754,.3411500,.3375384,-.2780037,-.0400726,.2613240,2.1842712,.8762109,.2894722,2.8000000
747,.0982442,.2785222,.0925076,.2405502,-.1749365,-.0400727,.2613240,2.1842712,.8762109,.0743113,2.8000000
748,-.0348188,-.0826315,.1052125,.2350257,-.3059402,-.0400764,.2613240,2.1842713,.8762108,.0726942,2.8000000
749,-.0543085,-.1380028,.3832706,.3100130,-.5220029,-.0400794,.2613240,2.1842713,.8762108,.3135104,2.8000000
750,-.0586993,-.1848153,.2654976,.2702977,-.4370507,-.0402313,.2613240,2.1842713,.8762108,.1913378,2.8000000
751,.0166766,-.0196979,.2290879,.2923805,-.3677476,-.0400801,.2613240,2.1842713,.8762108,.2195259,2.8000000
752,-.3164757,-.8972085,.0103123,.0655369,-.3851618,-.0400960,.2613240,2.1842714,.8762108,.0121780,2.8000000
753,.0132379,.0375296,.0221360,.1481074,-.1426776,-.0400822,.2613240,2.1842713,.8762108,.0127693,2.8000000
754,-.0243609,-.0690632,.0352346,.1443069,-.1810963,-.0400858,.2613240,2.1842714,.8762108,.0280427,2.8000000
755,.0004551,.0012902,.0569535,.1742385,-.1938729,-.0400896,.2613240,2.1842714,.8762108,.0432523,2.8000000
756,-.0684086,-.1939384,.0242372,.1269790,-.2039368,-.0400895,.2613240,2.1842714,.8762108,.0254320,2.8000000
757,-.0717648,-.2296137,.1190659,.1717744,-.2897218,-.0400940,.2613240,2.1842715,.8762108,.0791541,2.8000000
758,-.4762845,-1.2526123,.0709883,.0825583,-.5883089,-.0400985,.2613240,2.1842715,.8762108,.0714059,2.8000000
759,-.4630060,-1.2990266,.0067390,.0361066,-.5013451,-.0400933,.2613240,2.1842715,.8762108,.0032916,2.8000000
760,-.2170893,-.6154482,.0284618,.0835507,-.3106795,-.0400931,.2613240,2.1842715,.8762108,.0223531,2.8000000
761,-.3102523,-.8795652,.0145641,.0569152,-.3723047,-.0400933,.2613240,2.1842715,.8762108,.0134979,2.8000000
762,-.2892722,-.8161957,.0320450,.0727302,-.3735815,-.0400978,.2613240,2.1842715,.8762108,.0205796,2.8000000
763,-.5009527,-1.4202009,.0071431,.0269539,-.5304262,-.0401289,.2613240,2.1842715,.8762108,.0114597,2.8000000
764,-.2797024,-.7929564,.0307593,.0719131,-.3624654,-.0401286,.2613240,2.1842715,.8762108,.0188632,2.8000000
765,-.4361297,-1.2364278,.0057300,.0303579,-.4685088,-.0401287,.2613240,2.1842715,.8762108,.0106844,2.8000000
766,-.3294460,-.9339795,.0379794,.0748213,-.4176640,-.0401355,.2613240,2.1842715,.8762107,.0236017,2.8000000
767,-.2102348,-.5960156,.0436762,.1049770,-.3306178,-.0401355,.2613240,2.1842715,.8762107,.0379067,2.8000000
768,-.3354401,-.9653180,.0513478,.0723484,-.4271971,-.0401355,.2613240,2.1842715,.8762107,.0385628,2.8000000
769,-.2385628,-.6763255,.0473292,.0990204,-.3542778,-.0401352,.2613240,2.1842715,.8762107,.0392672,2.8000000
770,-.4459240,-1.2641946,.0073883,.0295310,-.4780611,-.0401353,.2613240,2.1842716,.8762107,-.0033739,2.8000000
771,-.2398545,-.6485226,.0696983,.1134037,-.3791843,-.0401353,.2613240,2.1842716,.8762107,.0590701,2.8000000
772,-.0004285,-.0049115,.4589792,.2946576,-.4801565,-.0403541,.2613240,2.1842716,.8762107,.3626494,2.8000000
773,-.2609028,-.6510563,.1288823,.1579061,-.4708117,-.0401282,.2613240,2.1842715,.8762108,.1079685,2.8000000
