TIMESTAMP,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,RNET.y,SkyT,Tcan_Avg_corr,Tair,RH
2.02E+11,0,0,0,253.63,315.23,-61.553,-14.38459519,0.191070672,0.72,83.7
2.02E+11,0,0,0,262.93,316.47,-53.553,-12.04581231,-0.227597457,1.02,81.53
2.02E+11,0,0,0,265.07,316.77,-51.663,-11.51644559,-0.625155619,0.94,81.03
2.02E+11,0,0,0,260.2,316.27,-56.067,-12.72583712,-0.314887972,0.77,79.76
2.02E+11,0,0,0,242.07,311.77,-69.667,-17.3831505,-0.122106782,0.46,81.93
2.02E+11,0,0,0,237.23,311.43,-74.207,-18.67055855,-0.268085093,0.24,82.67
2.02E+11,0,0,0,280.57,313.47,-32.92,-7.774947948,-0.886288551,0.31,83.9
2.02E+11,0,0,0,279.6,313.8,-34.213,-8.004482926,-1.424165854,0.29,86.93
2.02E+11,0,0,0,279.67,314.3,-34.613,-7.987898568,-1.004064656,0.41,85.83
2.02E+11,0,0,0,255.87,312.5,-56.617,-13.81546916,-0.829908483,0.34,84.8
2.02E+11,0,0,0,288.17,314.4,-26.163,-5.996824258,-0.868467781,0.49,84.6
2.02E+11,0,0,0,289.8,314.73,-24.95,-5.62005442,-1.085565564,0.53,86.4
2.02E+11,0,0,0,264.1,313.23,-49.077,-11.7559935,-0.813422849,0.4,86.87
2.02E+11,0,0,0,272.2,312.33,-40.107,-9.775526617,-0.60439075,0.28,86.77
2.02E+11,0,0,0,259.83,311.77,-51.887,-12.81841286,-0.829328198,0.22,86.6
2.02E+11,0,0,0,266.7,312.13,-45.493,-11.11538281,-1.108108601,0.24,85.93
2.02E+11,0,0,0,268.9,312.63,-43.72,-10.57697593,-1.067046977,0.35,84.07
2.02E+11,0,0,0,268.03,312.5,-44.45,-10.78949505,-1.176559175,0.3,83.7
2.02E+11,11.053,0,0,265.63,312,-46.377,-11.3784491,-1.170401325,0.19,84.23
2.02E+11,58.4,25.59,1.4477,265.33,312.6,-23.143,-11.45234863,-1.068163084,0.25,84
2.02E+11,141.78,71.523,6.2753,276.93,316.43,25.741,-8.639395244,-1.228635976,0.74,80.93
2.02E+11,191.37,96.877,9.371,288.53,318.23,57.783,-5.913474025,-1.22712635,0.84,82.7
2.02E+11,408.34,214.53,23.31,252.9,316.1,128.09,-14.57088364,-0.181950983,0.46,89.57
2.02E+11,842.16,453.67,50.61,257.03,327,333.07,-13.5222106,0.106703632,1.79,78.73
2.02E+11,980.06,515.93,56.697,245.37,330.5,374.1,-16.51639988,-0.430001277,2.26,74.8
2.02E+11,1169.3,610.4,67.17,235.43,334.9,443.73,-19.15437316,2.261184072,2.86,69.25
2.02E+11,585.72,293.93,30.16,280.07,333.07,210.77,-7.893190491,2.903619953,2.97,68.32
2.02E+11,516.83,255.03,27.327,303.37,328.9,202.17,-2.543518885,3.983174644,2.67,72.02
2.02E+11,688.72,343.8,34.053,287.87,334.4,263.2,-6.066342461,3.186931737,3.41,67.52
2.02E+11,1471.1,737.1,69.64,248.03,342.5,573,-15.82408801,2.941475658,4.12,62.7
2.02E+11,1858.8,938.33,87.34,271.4,354.03,768.5,-9.969145338,3.346430572,5.06,55.48
2.02E+11,1761.5,874.07,82.39,272.47,355.47,708.57,-9.710276629,4.953229487,5.09,55.71
2.02E+11,1918.9,959.33,92.1,265.47,352.43,780.63,-11.41785439,6.51951902,4.44,61.43
2.02E+11,948.49,471.37,47.303,310.87,329.47,405.5,-0.887220427,6.549720999,2.03,81.81
2.02E+11,1897.6,936,85.567,269.9,341.73,778.9,-10.33333718,6.905710175,3.02,77.14
2.02E+11,1813.6,889.67,83.587,243.47,349.5,700.07,-17.01436248,2.295293872,4.69,64.2
2.02E+11,1260.4,613.4,60,240.53,343.87,449.97,-17.79066958,4.280454915,4.41,59.06
2.02E+11,1451.7,706.73,72.333,228.77,348.73,514.43,-20.96897637,6.126134513,5.25,50.54
2.02E+11,1350.2,645.37,68.55,231.67,344.17,464.27,-20.17402837,5.404841632,4.63,57.57
2.02E+11,840.96,395.3,42.367,230.67,338.1,245.53,-20.44730097,6.611943556,4.13,58.61
2.02E+11,374.28,172.53,18.787,238.4,333.23,58.89,-18.35755357,5.876740192,3.72,64.87
2.02E+11,586.65,189.37,36.843,244.63,332.73,64.42,-16.70999822,4.659569935,3.51,64.41
2.02E+11,530.82,181.77,36.853,226.87,334.43,37.323,-21.49391147,3.761893176,4.09,62.97
2.02E+11,379.94,122.63,30.58,226.27,331.13,-12.81,-21.66036533,3.410453633,4.02,63.55
2.02E+11,145.69,62.263,11.743,226.53,326.33,-49.283,-21.58819473,4.389950208,3.54,64.07
2.02E+11,39.124,13.432,2.3733,232.33,323.3,-79.953,-19.99415272,3.916429211,2.59,73.15
2.02E+11,3.9082,0,0,228.93,321.63,-92.733,-20.92492078,2.784234362,2.38,70.67
2.02E+11,0,0,0,245.87,318.27,-72.38,-16.38583795,1.481643809,1.45,77.86
2.02E+11,0,0,0,236.17,315.43,-79.25,-18.95513692,1.02579454,1.22,81.33
2.02E+11,0,0,0,217.73,313.53,-95.8,-24.06623743,0.413359378,1.17,79.42
2.02E+11,0,0,0,216,309.7,-93.7,-24.56220097,-0.175566523,1.25,78.65
2.02E+11,0,0,0,215.8,306.4,-90.633,-24.6197297,-0.661053955,1.1,77.25
2.02E+11,0,0,0,229.57,306.97,-77.4,-20.748929,-2.001867883,1.21,73.81
2.02E+11,0,0,0,221.4,307.23,-85.833,-23.02381293,-2.927029753,0.57,78.66
2.02E+11,0,0,0,220,309.57,-89.533,-23.41992811,-3.017154226,0.8,78.16
2.02E+11,0,0,0,218.3,308.37,-90.033,-23.90347488,-2.218162938,0.6,78.56
2.02E+11,0,0,0,218.53,309.6,-91.067,-23.83788901,-1.794032204,0.91,75.02
2.02E+11,0,0,0,217.8,307.43,-89.633,-24.04623184,-2.025365716,0.57,78.12
2.02E+11,0,0,0,215.23,302.97,-87.767,-24.78390626,-1.656912538,0.44,83.37
2.02E+11,0,0,0,215.93,305.63,-89.7,-24.58233148,-1.785955919,0.24,87.03
2.02E+11,0,0,0,215.97,305.67,-89.667,-24.57082774,-2.211858098,0.01,89.3
2.02E+11,0,0,0,216.9,307.3,-90.4,-24.30381498,-1.968121829,0.56,85.4
2.02E+11,0,0,0,216.9,307.97,-91.033,-24.30381498,-2.071130294,0.47,84.77
2.02E+11,0,0,0,217.03,307.27,-90.267,-24.26655905,-1.894969537,0.13,87.7
2.02E+11,0,0,0,217.77,306.43,-88.7,-24.05480507,-1.627975193,0.02,86.5
2.02E+11,1.5884,0,0,219.07,306.43,-87.367,-23.68410802,-1.837896196,0.15,82.47
2.02E+11,26.562,8.0027,2.2303,218.57,304.8,-80.41,-23.82648806,-1.997297758,0.07,82.03
2.02E+11,137.13,89.273,19.793,217.3,304.97,-18.196,-24.18923481,-2.075335959,-0.06,81.07
2.02E+11,336.06,189.77,31.783,220.43,310.7,67.753,-23.29806349,-2.328089351,0.58,78.19
2.02E+11,521.51,282.47,38.173,223.33,316.97,150.67,-22.48080831,-1.838144401,1.37,73.9
2.02E+11,744,394.2,45.623,241.57,323.53,266.57,-17.51524818,-0.274303296,2.02,69.43
2.02E+11,855.89,445.17,48.233,248.13,329.83,315.23,-15.79817007,1.151671225,2.93,66.04
2.02E+11,972.88,498.13,52.25,268.3,337.73,376.5,-10.72348554,2.111257302,3.99,58.23
2.02E+11,1114.4,561.97,59.743,277.07,343.47,435.83,-8.605990169,3.327365555,4.89,42.84
2.02E+11,1281.4,639.2,67.44,282.47,349.37,504.93,-7.327062465,4.918295037,5.54,35.4
2.02E+11,1061.7,517.6,50.847,309.73,352.2,424.3,-1.137032305,6.067624235,6.03,35.56
2.02E+11,1029.1,495,47.583,314.97,354.23,408.2,0.005585751,6.714637329,6.4,32.87
2.02E+11,1120.2,540.13,51.617,314.77,354.93,448.33,-0.03776292,7.340205428,6.15,32.88
2.02E+11,934.08,443.03,41.503,319.53,353.83,367.23,0.988380371,7.491588939,6.19,36.61
2.02E+11,1264.3,608.4,57.553,320.13,358.07,512.93,1.116910866,7.586276959,6.4,42.28
2.02E+11,958.64,458.73,43.347,323.5,358.13,380.77,1.835485756,7.775170731,6.95,39.17
2.02E+11,950.88,451.67,41.88,324.5,360.47,373.8,2.047632178,7.986966429,7.57,38.14
2.02E+11,1469.5,703.87,65.463,312.73,369.9,581.23,-0.481103632,8.337289194,8.66,41.8
2.02E+11,1739.6,831.67,77.537,304.1,375.3,683.03,-2.380965465,8.77994627,9.13,44.01
2.02E+11,1467.2,697.6,67.41,295.93,370.1,556.07,-4.217193814,10.56044904,8.74,50.89
2.02E+11,1659.1,783.8,77.037,295.87,370.87,631.83,-4.230818822,11.24400246,8.53,56.33
2.02E+11,1341.8,624.53,61.437,282.17,368.7,476.57,-7.397630705,11.17255477,8.65,57.56
2.02E+11,498.93,238.77,22.573,285.13,357.07,144.28,-6.703803299,11.22230398,7.96,61.61
2.02E+11,448.66,222.17,21.387,305.37,356.77,149.4,-2.098863167,10.79935971,7.94,63.57
2.02E+11,444.1,214.77,20.117,310.03,356,148.77,-1.071225568,8.902703533,7.7,66.45
2.02E+11,315.73,150.03,14.373,301.77,353.27,84.163,-2.900829149,8.547372767,7.38,70.33
2.02E+11,200.67,93.3,9.8833,294.83,349.87,28.383,-4.467315556,8.259835548,7.13,74.57
2.02E+11,112.37,51.007,6.3417,289.37,347.93,-13.93,-5.719293037,7.820405821,7.07,76.28
2.02E+11,37.228,12.876,2.0417,277.97,343.47,-54.687,-8.391544989,7.170679187,6.59,80.29
2.02E+11,2.7987,0,0,294.2,341,-46.76,-4.610882461,6.8786892,6.1,84.13
2.02E+11,0,0,0,309.67,340.97,-31.303,-1.150199389,6.075718249,6.04,85.53
2.02E+11,0,0,0,292.37,340.27,-47.873,-5.029221957,5.461928919,6.03,86.03
2.02E+11,0,0,0,259.7,337.33,-77.643,-12.85096295,5.673108276,5.88,86.5
2.02E+11,0,0,0,285.13,337.07,-51.973,-6.703803299,5.369444625,5.91,86.2
2.02E+11,0,0,0,320.27,339.97,-19.693,1.146875314,4.543159976,6.13,85.57
2.02E+11,0,0,0,308.87,339.57,-30.683,-1.325943606,4.667719734,6.13,86.3
2.02E+11,0,0,0,329.3,341.3,-12.02,3.059163678,5.218596436,6.31,85.03
2.02E+11,0,0,0,304.33,340.7,-36.38,-2.329810638,5.15298626,6.71,83.17
2.02E+11,0,0,0,321,341.17,-20.193,1.302959546,5.458822457,6.87,82.27
2.02E+11,0,0,0,279.2,337.63,-58.437,-8.099310465,5.626150019,6.52,83.7
2.02E+11,0,0,0,264.73,332.5,-67.77,-11.60033589,5.826372087,6.28,85.53
2.02E+11,0,0,0,267.97,331.07,-63.063,-10.8041706,5.078292718,6.77,81.9
2.02E+11,0,0,0,259,330.5,-71.51,-13.026443,3.969638593,6.91,78.51
2.02E+11,0,0,0,259.8,330.5,-70.693,-12.82592334,3.416032502,7.18,76.48
2.02E+11,0,0,0,257.6,330.27,-72.67,-13.378473,3.479661405,6.84,77.52
2.02E+11,0,0,0,265.5,330.6,-65.103,-11.41046454,3.455764211,6.36,80.28
2.02E+11,0,0,0,269.6,329.93,-60.34,-10.40635762,3.698780867,6.21,81.7
2.02E+11,0,0,0,264.37,329.27,-64.92,-11.68924903,4.02050204,6.23,81.4
2.02E+11,1.9156,0,0,263.5,330.13,-66.623,-11.90449797,3.56709936,6.63,78.9
2.02E+11,40.323,25.19,7.2363,260.93,330.1,-51.227,-12.54347685,3.514540588,6.87,76.42
2.02E+11,148.01,92.54,19.993,256.13,332.33,-3.6687,-13.74965222,3.344559986,7.06,71.49
2.02E+11,326.43,175.83,27.873,254.7,339.33,63.35,-14.11226761,3.712158987,7.72,65.08
2.02E+11,525.97,275.97,33.733,256.6,346.3,152.53,-13.63080251,4.99320548,8.54,61.67
2.02E+11,732.28,382.5,43.473,256.67,351.33,244.37,-13.61311546,7.335434236,8.17,66.26
2.02E+11,936.34,483.97,52.187,259.17,358.53,332.4,-12.98379375,9.19859795,8.99,64.15
2.02E+11,1127,575.73,60.523,263.03,364.93,413.37,-12.02100371,9.113568388,9.76,62.04
2.02E+11,1289.8,651.83,70.303,265.73,371.8,475.4,-11.35382983,10.08976984,10.68,59.14
2.02E+11,1485.3,744.27,80.49,267.7,377.97,553.5,-10.87024109,11.09636404,11.14,57.88
2.02E+11,1633.9,811.37,81.233,269.13,383.77,615.5,-10.52087892,12.25270296,11.71,56.17
2.02E+11,1756.4,868.67,83.433,272.33,391.8,665.8,-9.744103899,12.9906507,12.63,53.46
2.02E+11,1800.3,887.67,80.973,274.2,395.5,685.47,-9.293340179,13.88703316,12.97,50.85
2.02E+11,1902.4,933.67,81.533,277.5,402.3,727.13,-8.503467955,14.87633921,13.95,47.19
2.02E+11,1939.3,946,82.933,280.27,407.93,735.3,-7.84587449,15.62336215,14.6,44.98
2.02E+11,1942.5,945.33,82.533,282.8,413.2,732.4,-7.249502293,16.5239446,15.53,42.15
2.02E+11,1914.4,928.67,80.61,284.33,417.1,715.2,-6.890789474,16.94443063,16.19,38.67
2.02E+11,1863,897.67,79.643,286.17,419.3,684.83,-6.461308613,17.8429313,16.84,35.82
2.02E+11,1786.1,854.33,77.467,288.77,420.9,644.4,-5.857950526,18.82489015,17.46,34.27
2.02E+11,1668.5,792.93,73.233,290.93,422.87,587.93,-5.359789972,19.30843442,18.23,32.3
2.02E+11,1497.9,705.73,68.56,289.4,420.63,505.97,-5.712365825,19.78871458,18.67,30.56
2.02E+11,1384.8,646.37,65.81,294.5,422.7,452.43,-4.542488541,20.95972945,18.96,29.67
2.02E+11,697.25,323.4,34.29,298.73,412.93,174.93,-3.583651928,21.05525361,18.7,30.14
2.02E+11,628.52,297.37,33.03,309.77,409.73,164.4,-1.128255312,21.71675638,18.21,34.98
2.02E+11,659.87,279.1,38.47,311.4,406.47,145.53,-0.77131373,20.29823151,17.8,37.61
2.02E+11,452.05,194.8,28.29,302.5,402.6,66.387,-2.737630536,19.76681674,17.52,38.98
2.02E+11,300.68,130.8,21.353,298.37,398.17,9.626,-3.664857152,19.13562503,17.26,39.74
2.02E+11,250.79,114.1,22.39,297.27,395.5,-6.5333,-3.913440401,18.32866736,17.18,39.45
2.02E+11,64.061,21.648,6.339,284.07,386.63,-87.26,-6.951644935,17.74393776,16.78,39.24
2.02E+11,4.3844,0,0,280.03,379.63,-99.6,-7.902656731,17.72249733,16.36,39.98
2.02E+11,0,0,0,278.33,374.83,-96.533,-8.305912714,16.43351926,15.97,39.86
2.02E+11,0,0,0,276.07,374.57,-98.533,-8.844876198,14.37651702,14.73,45.49
2.02E+11,0,0,0,276.67,371.6,-94.933,-8.70146686,13.64126671,14.33,47.07
2.02E+11,0,0,0,278.6,368.63,-90.033,-8.241743005,13.53268787,14.06,47.22
2.02E+11,0,0,0,276.2,367.03,-90.833,-8.813784352,12.73420151,13.89,46.25
2.02E+11,0,0,0,272.9,361.03,-88.133,-9.606460024,12.22303239,13.64,46.06
2.02E+11,0,0,0,273.47,356.53,-83.1,-9.4690316,11.54511102,13.67,45.32
2.02E+11,0,0,0,272.1,353.33,-81.267,-9.799705598,10.65620542,13.53,45.47
2.02E+11,0,0,0,272.37,352.43,-80.103,-9.734437634,9.344090246,13.39,45.83
2.02E+11,0,0,0,270.5,350.03,-79.517,-10.18747872,8.654234848,13.27,45.45
2.02E+11,0,0,0,270.57,349.13,-78.603,-10.17047771,8.535722052,13.12,45.4
2.02E+11,0,0,0,269.17,347.33,-78.163,-10.51112659,7.929732424,13.01,45.27
2.02E+11,0,0,0,267.07,346.53,-79.47,-11.02460015,7.676848934,12.68,45.89
2.02E+11,0,0,0,264.97,345.13,-80.18,-11.54111083,7.714120299,12.24,46.88
2.02E+11,0,0,0,263.5,343.9,-80.433,-11.90449797,7.377345904,11.96,47.77
2.02E+11,0,0,0,262.97,343.13,-80.18,-12.03588802,7.095821419,11.84,47.72
2.02E+11,0,0,0,261.87,342.13,-80.28,-12.3092195,6.762717478,11.73,41.53
2.02E+11,0,0,0,262.53,342.1,-79.54,-12.14511752,6.631037617,11.44,34
2.02E+11,2.5994,0,0,263,342.17,-79.15,-12.02844555,6.453672726,11.29,36.06
2.02E+11,39.011,22.415,5.916,259.83,340.23,-63.883,-12.81841286,6.523518926,8.7,75.98
2.02E+11,136.96,83.35,17.693,257.4,343.67,-20.577,-13.42888006,6.759368654,8.91,78.19
2.02E+11,320.42,174.03,27.653,259.7,350.37,55.733,-12.85096295,6.581270169,9.56,74.58
2.02E+11,532.34,283.33,36.43,263.03,360.37,149.57,-12.02100371,7.884014094,10.47,71.7
2.02E+11,715.66,375.27,42.503,266.7,367.6,231.83,-11.11538281,9.432797679,11.22,67.73
2.02E+11,895.95,464.03,49.877,268.17,372.1,310.23,-10.75526167,11.37122488,11.4,67.47
2.02E+11,1149.9,588.37,61.713,270.53,376.9,420.27,-10.18019217,12.61304991,11.88,65.08
2.02E+11,1333.5,671.9,71.697,273.73,381.67,492.27,-9.406416289,13.12487536,12.24,63.06
2.02E+11,1513.1,754.6,80.833,278.03,388.7,563.1,-8.37726717,13.88826034,13.1,58.22
2.02E+11,1614.6,796.77,78.2,283.33,395,606.77,-7.12507789,14.067443,13.7,55.56
2.02E+11,1768,868.33,82.033,284.5,400.63,670.27,-6.851021927,15.44794939,14.26,54.97
2.02E+11,1859.1,909.67,83.233,284.83,403.93,707.17,-6.773876949,15.98289273,14.39,53.67
2.02E+11,1911.7,931.67,83.3,288.1,407.43,729.07,-6.013040315,16.88926968,15.03,52.35
2.02E+11,1895,919.67,82.933,288.13,407.07,717.9,-6.006090214,16.84282061,15.17,53.53
2.02E+11,1952.5,943.67,85.133,289.77,410.23,737.9,-5.626974459,17.60894604,15.3,52.94
2.02E+11,1934.4,929,84.467,291.9,408.73,727.63,-5.136981185,17.74865625,15.08,54.43
2.02E+11,1730.2,828.87,77.483,290.13,399.4,642.13,-5.543969423,18.14611494,13.64,61.05
2.02E+11,1383.9,657.17,63.327,293.1,392.23,494.67,-4.862108562,17.40410134,12.9,62.84
2.02E+11,1355.8,642.9,63.527,298.47,390.1,487.83,-3.642292778,16.3637205,12.67,63.6
2.02E+11,1499.8,713.3,71.827,320,396.13,565.33,1.089077934,14.51481115,13.37,59.59
2.02E+11,1235.6,589,60.93,294.73,388.43,434.33,-4.490088581,14.74128788,12.69,57.01
2.02E+11,1032.3,488.23,53.797,279.07,381.8,331.7,-8.130151354,15.49799925,12.18,56.83
2.02E+11,805.2,380.07,43.493,311.97,379.4,269.13,-0.646824365,14.40705157,11.96,56.77
2.02E+11,475.54,209.23,27.04,320.13,376.57,125.8,1.116910866,13.66217235,11.67,58.31
2.02E+11,264.07,124.53,14.287,285.63,368.7,27.229,-6.587136664,13.05297897,10.77,62.2
2.02E+11,144.45,70.653,8.8833,283.23,362.9,-17.907,-7.148540824,12.89723656,10.11,65.84
2.02E+11,87.053,42.403,6.4673,302.1,361.83,-23.747,-2.827017805,11.19794009,9.73,68.84
2.02E+11,33.008,14.99,3.095,310.23,357.27,-35.127,-1.027380937,10.00627637,8.87,74.18
2.02E+11,3.9011,0,0,323.83,353.37,-29.557,1.905548381,9.589481918,8.04,78.78
2.02E+11,0,0,0,335.27,349.9,-14.643,4.301940627,8.707806645,7.42,81.5
2.02E+11,0,0,0,335.6,348.43,-12.843,4.370151236,7.80029475,7.11,80.7
2.02E+11,0,0,0,323.67,346,-22.323,1.871585314,7.083891579,6.65,80.53
2.02E+11,0,0,0,292.77,341.67,-48.92,-4.937614267,7.015256029,5.97,82.43
2.02E+11,0,0,0,312.47,340.43,-27.953,-0.537763542,6.149125399,5.57,83.2
2.02E+11,0,0,0,328.07,339.87,-11.797,2.80101805,5.342373148,5.25,83.53
2.02E+11,0,0,0,311.43,337.27,-25.857,-0.764757399,5.017895736,4.84,83.03
2.02E+11,0,0,0,272.33,332.97,-60.637,-9.744103899,4.999130657,4.34,84.8
2.02E+11,0,0,0,300.1,332.77,-32.67,-3.275290432,4.472104807,4.09,85.13
2.02E+11,0,0,0,290.37,331.17,-40.777,-5.488675636,3.593580149,3.79,85.5
2.02E+11,0,0,0,250.83,327.9,-77.047,-15.1013286,3.551270424,3.46,85.5
2.02E+11,0,0,0,260.27,326.43,-66.173,-12.7083339,3.110427808,3.22,85.8
2.02E+11,0,0,0,242,325.47,-83.49,-17.40163185,2.598568875,3.2,83.03
2.02E+11,0,0,0,226.13,324.37,-98.267,-21.69925218,2.243217613,2.95,78.98
2.02E+11,0,0,0,217.5,320.8,-103.3,-24.13200404,2.153063071,2.27,76.84
2.02E+11,0,0,0,214.9,318.03,-103.2,-24.87910494,1.90682791,1.76,77.08
2.02E+11,0,0,0,212.23,315.7,-103.47,-25.65340922,1.169365346,1.27,77.87
2.02E+11,0,0,0,211.93,312.3,-100.33,-25.74086545,0.32665531,0.92,77.51
2.02E+11,2.6756,0,0,210.2,311.3,-101.13,-26.24701607,-0.32590897,0.66,77.56
2.02E+11,45.037,31.781,9.2737,216.8,310.83,-71.56,-24.33248478,-1.083238754,0.51,77.46
2.02E+11,169.72,112.33,24.583,208.4,311.6,-15.49,-26.77697423,-1.423358477,0.65,74.74
2.02E+11,332.21,190.97,30.993,216.4,314.57,61.823,-24.44726326,-1.36280303,1.12,70.44
2.02E+11,518.99,290.8,37.363,232.63,324,162.07,-19.91251773,-0.320722409,1.82,68.96
2.02E+11,739.93,402.4,47.57,238.73,329.63,263.87,-18.26947846,0.599118051,2.6,56.8
2.02E+11,841.28,448.33,49.757,246.27,335.7,309.1,-16.28153171,2.191725883,3.41,50.41
2.02E+11,872.05,456.47,48.027,265.97,341.17,333.23,-11.29477193,3.030791147,4.09,46.55
2.02E+11,793.59,405.53,40.863,278.67,343.97,299.37,-8.225114028,4.525631487,4.6,47.93
2.02E+11,935.69,475.3,46.513,282.77,347.8,363.73,-7.256550412,5.39479513,4.91,48.55
2.02E+11,1043,523.57,51.637,273.07,350.87,394.13,-9.565450088,5.718570646,5.4,53.27
2.02E+11,1300.5,654.4,62.89,284.13,358,517.53,-6.937597661,6.655896128,5.87,55.26
2.02E+11,1362.5,689.03,64.807,279.17,359.33,544.03,-8.106426637,7.360175083,6.1,51.07
2.02E+11,1670.8,837.87,75.563,287.33,368.43,680.97,-6.191612273,7.83944534,7.02,48.33
2.02E+11,1144.1,571.6,53.217,278.67,364.83,432.17,-8.225114028,8.605707793,7.27,47.85
2.02E+11,1405.5,693.9,63.133,274.4,369.57,535.53,-9.245266772,9.450245664,8.11,44.08
2.02E+11,2001.9,994.67,90.467,264.63,380.93,788,-11.62502489,9.134105783,8.84,38.79
2.02E+11,1775.8,875.23,78.797,267.07,382.63,681.3,-11.02460015,9.850023872,9.9,30.65
2.02E+11,1806.5,886,81.197,252.13,382.23,674.57,-14.76781723,11.73315823,10.01,28.03
2.02E+11,1645.6,802.37,77.59,247.67,380.13,592.4,-15.91745752,12.54184849,9.94,30.64
2.02E+11,1493.4,719.67,71.317,247.53,376.13,519.8,-15.95379538,12.92093921,9.68,32.77
2.02E+11,1353.8,649.7,67.383,245.87,374.33,453.83,-16.38583795,12.40715303,9.63,33.69
2.02E+11,1182.5,563.87,61.38,244.47,370.1,376.8,-16.75191505,12.17975285,9.58,35.37
2.02E+11,986.07,465.63,53.553,243.53,366.5,289.17,-16.99859286,11.74430177,9.36,36.57
2.02E+11,774.57,264.3,47.72,240.77,362.37,94.973,-17.72703164,11.17608424,9.14,38.38
2.02E+11,567.79,231.57,40.73,239.1,357.37,72.627,-18.1708361,11.06173337,8.66,39.63
2.02E+11,362.64,120.53,29.913,236.27,352.17,-25.28,-18.92824903,10.30326005,8.11,42.51
2.02E+11,166.94,75.677,17.693,233.43,346.97,-55.503,-19.69520977,9.514259497,7.46,46.23
2.02E+11,48.604,14.058,5.8347,230.33,341.43,-102.83,-20.54041605,8.323694455,6.65,50.06
2.02E+11,5.4865,0,0,228.47,334.37,-105.87,-21.05164294,7.228138581,5.85,55.95
2.02E+11,0,0,0,227.1,331.5,-104.43,-21.4301917,5.909180607,5.26,59.86
2.02E+11,0,0,0,225.57,329.17,-103.6,-21.85498041,4.331836779,4.78,61.55
2.02E+11,0,0,0,225.13,328.7,-103.6,-21.97754185,3.628545763,4.48,61.93
2.02E+11,0,0,0,224.57,323,-98.433,-22.13378923,3.410813095,4.44,61.49
2.02E+11,0,0,0,224.07,318.8,-94.733,-22.27354295,2.881728786,4.22,61.87
2.02E+11,0,0,0,223.43,316.57,-93.1,-22.45276941,1.6414369,3.91,62.34
2.02E+11,0,0,0,222.47,318.17,-95.7,-22.72233243,0.669384851,3.67,61.51
2.02E+11,0,0,0,221.27,313.43,-92.2,-23.0605158,0.26157257,3.23,65.59
2.02E+11,0,0,0,223.37,314.63,-91.233,-22.46959162,0.801825957,3.42,64.41
2.02E+11,0,0,0,223.73,314.5,-90.767,-22.36870913,0.114273112,3.46,62.91
2.02E+11,0,0,0,222.43,313.83,-91.433,-22.73358314,0.066688019,2.43,71.22
2.02E+11,0,0,0,222.97,312.37,-89.4,-22.5818264,0.077484915,2.57,71.24
2.02E+11,0,0,0,223.1,311.83,-88.767,-22.54533354,-0.032282131,2.36,71.81
2.02E+11,0,0,0,222.2,311.07,-88.867,-22.79830418,-0.414032394,2.27,72.27
2.02E+11,0,0,0,222.4,309.6,-87.2,-22.74202217,-0.399565618,2.16,72.57
2.02E+11,0,0,0,222.1,309.1,-87.033,-22.82645944,-0.589942487,1.93,73.63
2.02E+11,0,0,0,222.2,309.03,-86.833,-22.79830418,-1.105449127,2.05,73.12
2.02E+11,0,0,0,222.13,308.27,-86.133,-22.81801187,-1.309247768,2.26,72.34
2.02E+11,2.4358,0,0,221.83,309.1,-87.267,-22.90252616,-1.340635082,1.98,74.35
2.02E+11,36.094,21.426,6.1267,220.57,309.23,-73.39,-23.25842512,-1.497509906,1.94,73.93
2.02E+11,138,89.193,18.79,220.47,311.77,-20.907,-23.28673632,-1.20171212,1.94,71.95
2.02E+11,305.33,180.23,29.68,221.03,317.13,54.457,-23.12831745,-1.107616274,2.2,70.39
2.02E+11,487.14,277.2,37.5,222.93,323.5,139.17,-22.59305818,-0.168314878,2.68,70.38
2.02E+11,679.77,377.47,45.327,226.77,332.07,226.8,-21.52163083,1.282408901,3.75,65.99
2.02E+11,884.32,480.77,53.993,230.67,340.93,316.5,-20.44730097,2.577532799,5.03,60.7
2.02E+11,1075.2,573.87,61.943,234.3,347.67,398.57,-19.45952045,4.195473601,6.04,52.09
2.02E+11,1256.2,659.67,71.7,239.13,355.57,471.57,-18.16284309,5.717139115,7.27,47.86
2.02E+11,1419.3,735.4,80.733,244.8,364.3,535.2,-16.6654841,7.133799066,8.46,41.51
2.02E+11,1565.7,802.2,82.467,248.13,370.73,597.17,-15.79817007,8.371227315,9.05,39.08
2.02E+11,1683,855.33,82.467,252.87,379.3,646.53,-14.57854795,10.26338966,10.17,36.58
2.02E+11,1775.8,895.33,81.5,255.23,384.4,684.67,-13.97769403,10.90623004,10.58,34.34
2.02E+11,1835.2,919.67,80.137,260.47,394.13,705.97,-12.65834414,12.25960085,12.18,32.15
2.02E+11,1874.3,933.67,81.1,263.73,398.77,717.73,-11.84754131,12.72104441,12.87,30.57
2.02E+11,1870.1,929.33,81.2,265,401.93,711.07,-11.53371053,14.93099429,13.23,29.57
2.02E+11,1835.2,911,81.067,266.13,404.83,690.87,-11.2554222,15.88366779,13.91,27.79
2.02E+11,1792.2,881.33,78.903,267.4,405.27,664.87,-10.94371139,16.22931463,14.02,25.58
2.02E+11,1708.2,834.67,76.083,268.7,406.77,620.43,-10.6257852,16.65628458,14.66,24.18
2.02E+11,1592.8,777.27,74.11,269.87,409.13,563.9,-10.34063648,16.56695117,15.29,23.26
